"TIME","GEO","N_PERSON","Value"
"2014","Malta","5 persons","5.6"
"2014","Malta","6 persons or more","2.5"
"2014","Netherlands","1 person","36.9"
"2014","Netherlands","2 persons","32.3"
"2014","Netherlands","3 persons","12.3"
"2014","Netherlands","4 persons","12.9"
"2014","Netherlands","5 persons","4.1"
"2014","Netherlands","6 persons or more","1.3"
"2014","Austria","1 person","37.0"
"2014","Austria","2 persons","29.8"
"2014","Austria","3 persons","15.1"
"2014","Austria","4 persons","12.1"
"2014","Austria","5 persons","4.0"
"2014","Austria","6 persons or more","2.0"
"2014","Poland","1 person","23.9"
"2014","Poland","2 persons","25.7"
"2014","Poland","3 persons","20.2"
"2014","Poland","4 persons","15.6"
"2014","Poland","5 persons","7.9"
"2014","Poland","6 persons or more","6.6"
"2014","Portugal","1 person","21.4"
"2014","Portugal","2 persons","32.1"
"2014","Portugal","3 persons","24.7"
"2014","Portugal","4 persons","16.4"
"2014","Portugal","5 persons","3.7"
"2014","Portugal","6 persons or more","1.7"
"2014","Romania","1 person","26.7"
"2014","Romania","2 persons","26.8"
"2014","Romania","3 persons","19.8"
"2014","Romania","4 persons","14.7"
"2014","Romania","5 persons","7.1"
"2014","Romania","6 persons or more","4.9"
"2014","Slovenia","1 person","29.2"
"2014","Slovenia","2 persons","26.6"
"2014","Slovenia","3 persons","18.5"
"2014","Slovenia","4 persons","19.0"
"2014","Slovenia","5 persons","5.0"
"2014","Slovenia","6 persons or more","1.8"
"2014","Slovakia","1 person","25.7"
"2014","Slovakia","2 persons","21.7"
"2014","Slovakia","3 persons","19.4"
"2014","Slovakia","4 persons","18.8"
"2014","Slovakia","5 persons","10.4"
"2014","Slovakia","6 persons or more","4.1"
"2014","Finland","1 person","40.9"
"2014","Finland","2 persons","34.9"
"2014","Finland","3 persons","10.2"
"2014","Finland","4 persons","9.4"
"2014","Finland","5 persons","3.3"
"2014","Finland","6 persons or more","1.5"
"2014","Sweden","1 person","41.7"
"2014","Sweden","2 persons","33.1"
"2014","Sweden","3 persons","10.3"
"2014","Sweden","4 persons","10.7"
"2014","Sweden","5 persons","3.1"
"2014","Sweden","6 persons or more","1.1"
"2014","United Kingdom","1 person","28.8"
"2014","United Kingdom","2 persons","36.4"
"2014","United Kingdom","3 persons","15.9"
"2014","United Kingdom","4 persons","13.3"
"2014","United Kingdom","5 persons","4.0"
"2014","United Kingdom","6 persons or more","1.6"
"2014","Iceland","1 person","29.2"
"2014","Iceland","2 persons","30.3"
"2014","Iceland","3 persons","16.3"
"2014","Iceland","4 persons","14.7"
"2014","Iceland","5 persons","7.3"
"2014","Iceland","6 persons or more","2.3"
"2014","Norway","1 person","40.8"
"2014","Norway","2 persons","31.8"
"2014","Norway","3 persons","9.9"
"2014","Norway","4 persons","11.8"
"2014","Norway","5 persons","4.6"
"2014","Norway","6 persons or more","1.1"
"2014","Switzerland","1 person","35.6"
"2014","Switzerland","2 persons","33.6"
"2014","Switzerland","3 persons","12.8"
"2014","Switzerland","4 persons","12.5"
"2014","Switzerland","5 persons","4.1"
"2014","Switzerland","6 persons or more","1.3"
"2014","Montenegro","1 person","17.4"
"2014","Montenegro","2 persons","20.2"
"2014","Montenegro","3 persons","18.5"
"2014","Montenegro","4 persons","21.8"
"2014","Montenegro","5 persons","12.6"
"2014","Montenegro","6 persons or more","9.5"
"2014","North Macedonia","1 person","9.6"
"2014","North Macedonia","2 persons","19.2"
"2014","North Macedonia","3 persons","18.0"
"2014","North Macedonia","4 persons","28.4"
"2014","North Macedonia","5 persons","13.0"
"2014","North Macedonia","6 persons or more","11.9"
"2014","Serbia","1 person","22.3"
"2014","Serbia","2 persons","25.6"
"2014","Serbia","3 persons","19.2"
"2014","Serbia","4 persons","18.3"
"2014","Serbia","5 persons","7.9"
"2014","Serbia","6 persons or more","6.7"
"2014","Turkey","1 person","13.8"
"2014","Turkey","2 persons","19.9"
"2014","Turkey","3 persons","19.7"
"2014","Turkey","4 persons","21.3"
"2014","Turkey","5 persons","11.4"
"2014","Turkey","6 persons or more","14.0"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","1 person","32.2"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2 persons","31.3"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","3 persons","16.4"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","4 persons","13.8"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","5 persons","4.4"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","6 persons or more","1.9"
"2015","European Union - 27 countries (from 2020)","1 person","32.7"
"2015","European Union - 27 countries (from 2020)","2 persons","30.6"
"2015","European Union - 27 countries (from 2020)","3 persons","16.4"
"2015","European Union - 27 countries (from 2020)","4 persons","13.9"
"2015","European Union - 27 countries (from 2020)","5 persons","4.5"
"2015","European Union - 27 countries (from 2020)","6 persons or more","1.9"
"2015","European Union - 28 countries (2013-2020)","1 person","32.2"
"2015","European Union - 28 countries (2013-2020)","2 persons","31.3"
"2015","European Union - 28 countries (2013-2020)","3 persons","16.4"
"2015","European Union - 28 countries (2013-2020)","4 persons","13.8"
"2015","European Union - 28 countries (2013-2020)","5 persons","4.4"
"2015","European Union - 28 countries (2013-2020)","6 persons or more","1.9"
"2015","European Union - 27 countries (2007-2013)","1 person","32.3"
"2015","European Union - 27 countries (2007-2013)","2 persons","31.3"
"2015","European Union - 27 countries (2007-2013)","3 persons","16.4"
"2015","European Union - 27 countries (2007-2013)","4 persons","13.8"
"2015","European Union - 27 countries (2007-2013)","5 persons","4.4"
"2015","European Union - 27 countries (2007-2013)","6 persons or more","1.9"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","1 person","33.8"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","2 persons","31.3"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","3 persons","16.0"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","4 persons","13.7"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","5 persons","3.9"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","6 persons or more","1.2"
"2015","Euro area - 19 countries  (from 2015)","1 person","33.8"
"2015","Euro area - 19 countries  (from 2015)","2 persons","31.3"
"2015","Euro area - 19 countries  (from 2015)","3 persons","16.0"
"2015","Euro area - 19 countries  (from 2015)","4 persons","13.7"
"2015","Euro area - 19 countries  (from 2015)","5 persons","3.9"
"2015","Euro area - 19 countries  (from 2015)","6 persons or more","1.2"
"2015","Euro area - 18 countries (2014)","1 person","33.8"
"2015","Euro area - 18 countries (2014)","2 persons","31.4"
"2015","Euro area - 18 countries (2014)","3 persons","16.0"
"2015","Euro area - 18 countries (2014)","4 persons","13.7"
"2015","Euro area - 18 countries (2014)","5 persons","3.9"
"2015","Euro area - 18 countries (2014)","6 persons or more","1.2"
"2015","Belgium","1 person","34.5"
"2015","Belgium","2 persons","31.5"
"2015","Belgium","3 persons","14.3"
"2015","Belgium","4 persons","13.0"
"2015","Belgium","5 persons","4.8"
"2015","Belgium","6 persons or more","1.9"
"2015","Bulgaria","1 person","28.8"
"2015","Bulgaria","2 persons","28.5"
"2015","Bulgaria","3 persons","20.5"
"2015","Bulgaria","4 persons","15.1"
"2015","Bulgaria","5 persons","4.2"
"2015","Bulgaria","6 persons or more","2.9"
"2015","Czechia","1 person","27.9"
"2015","Czechia","2 persons","33.3"
"2015","Czechia","3 persons","17.3"
"2015","Czechia","4 persons","16.5"
"2015","Czechia","5 persons","3.9"
"2015","Czechia","6 persons or more","1.1"
"2015","Denmark","1 person","45.1"
"2015","Denmark","2 persons","30.7"
"2015","Denmark","3 persons","10.1"
"2015","Denmark","4 persons","10.1"
"2015","Denmark","5 persons","3.3"
"2015","Denmark","6 persons or more","0.8"
"2015","Germany (until 1990 former territory of the FRG)","1 person","41.1"
"2015","Germany (until 1990 former territory of the FRG)","2 persons","34.4"
"2015","Germany (until 1990 former territory of the FRG)","3 persons","12.2"
"2015","Germany (until 1990 former territory of the FRG)","4 persons","9.1"
"2015","Germany (until 1990 former territory of the FRG)","5 persons","2.5"
"2015","Germany (until 1990 former territory of the FRG)","6 persons or more","0.8"
"2015","Estonia","1 person","36.3"
"2015","Estonia","2 persons","29.4"
"2015","Estonia","3 persons","16.2"
"2015","Estonia","4 persons","12.9"
"2015","Estonia","5 persons","3.4"
"2015","Estonia","6 persons or more","1.7"
"2015","Ireland","1 person","22.8"
"2015","Ireland","2 persons","29.8"
"2015","Ireland","3 persons","17.6"
"2015","Ireland","4 persons","18.6"
"2015","Ireland","5 persons","8.0"
"2015","Ireland","6 persons or more","3.2"
"2015","Greece","1 person","25.7"
"2015","Greece","2 persons","29.5"
"2015","Greece","3 persons","19.8"
"2015","Greece","4 persons","17.5"
"2015","Greece","5 persons","5.2"
"2015","Greece","6 persons or more","2.3"
"2015","Spain","1 person","25.2"
"2015","Spain","2 persons","30.3"
"2015","Spain","3 persons","21.0"
"2015","Spain","4 persons","17.6"
"2015","Spain","5 persons","4.6"
"2015","Spain","6 persons or more","1.3"
"2015","France","1 person","35.6"
"2015","France","2 persons","33.2"
"2015","France","3 persons","13.1"
"2015","France","4 persons","12.9"
"2015","France","5 persons","3.9"
"2015","France","6 persons or more","1.2"
"2015","Croatia","1 person","24.6"
"2015","Croatia","2 persons","25.6"
"2015","Croatia","3 persons","18.8"
"2015","Croatia","4 persons","17.3"
"2015","Croatia","5 persons","8.1"
"2015","Croatia","6 persons or more","5.6"
"2015","Italy","1 person","32.1"
"2015","Italy","2 persons","27.1"
"2015","Italy","3 persons","19.6"
"2015","Italy","4 persons","16.2"
"2015","Italy","5 persons","4.1"
"2015","Italy","6 persons or more","0.9"
"2015","Cyprus","1 person","20.8"
"2015","Cyprus","2 persons","34.4"
"2015","Cyprus","3 persons","16.2"
"2015","Cyprus","4 persons","16.9"
"2015","Cyprus","5 persons","8.6"
"2015","Cyprus","6 persons or more","3.2"
"2015","Latvia","1 person","30.8"
"2015","Latvia","2 persons","30.6"
"2015","Latvia","3 persons","18.1"
"2015","Latvia","4 persons","13.0"
"2015","Latvia","5 persons","4.7"
"2015","Latvia","6 persons or more","2.9"
"2015","Lithuania","1 person","37.7"
"2015","Lithuania","2 persons","26.8"
"2015","Lithuania","3 persons","17.2"
"2015","Lithuania","4 persons","12.8"
"2015","Lithuania","5 persons","3.7"
"2015","Lithuania","6 persons or more","1.8"
"2015","Luxembourg","1 person","33.0"
"2015","Luxembourg","2 persons","27.0"
"2015","Luxembourg","3 persons","16.0"
"2015","Luxembourg","4 persons","17.9"
"2015","Luxembourg","5 persons","5.1"
"2015","Luxembourg","6 persons or more","0.9"
"2015","Hungary","1 person","33.0"
"2015","Hungary","2 persons","30.4"
"2015","Hungary","3 persons","17.1"
"2015","Hungary","4 persons","12.6"
"2015","Hungary","5 persons","4.4"
"2015","Hungary","6 persons or more","2.6"
"2015","Malta","1 person","25.2"
"2015","Malta","2 persons","30.1"
"2015","Malta","3 persons","19.5"
"2015","Malta","4 persons","17.5"
"2015","Malta","5 persons","5.2"
"2015","Malta","6 persons or more","2.4"
"2015","Netherlands","1 person","37.4"
"2015","Netherlands","2 persons","32.2"
"2015","Netherlands","3 persons","12.2"
"2015","Netherlands","4 persons","12.6"
"2015","Netherlands","5 persons","4.4"
"2015","Netherlands","6 persons or more","1.2"
"2015","Austria","1 person","37.2"
"2015","Austria","2 persons","29.9"
"2015","Austria","3 persons","15.0"
"2015","Austria","4 persons","12.0"
"2015","Austria","5 persons","4.0"
"2015","Austria","6 persons or more","1.9"
"2015","Poland","1 person","23.9"
"2015","Poland","2 persons","25.9"
"2015","Poland","3 persons","20.1"
"2015","Poland","4 persons","15.6"
"2015","Poland","5 persons","8.0"
"2015","Poland","6 persons or more","6.4"
"2015","Portugal","1 person","21.8"
"2015","Portugal","2 persons","32.5"
"2015","Portugal","3 persons","24.1"
"2015","Portugal","4 persons","16.4"
"2015","Portugal","5 persons","3.7"
"2015","Portugal","6 persons or more","1.4"
"2015","Romania","1 person","28.0"
"2015","Romania","2 persons","25.8"
"2015","Romania","3 persons","18.5"
"2015","Romania","4 persons","15.6"
"2015","Romania","5 persons","7.4"
"2015","Romania","6 persons or more","4.7"
"2015","Slovenia","1 person","29.3"
"2015","Slovenia","2 persons","27.1"
"2015","Slovenia","3 persons","18.2"
"2015","Slovenia","4 persons","18.6"
"2015","Slovenia","5 persons","5.0"
"2015","Slovenia","6 persons or more","1.7"
"2015","Slovakia","1 person","23.1"
"2015","Slovakia","2 persons","24.2"
"2015","Slovakia","3 persons","19.3"
"2015","Slovakia","4 persons","21.3"
"2015","Slovakia","5 persons","7.7"
"2015","Slovakia","6 persons or more","4.3"
"2015","Finland","1 person","41.0"
"2015","Finland","2 persons","35.0"
"2015","Finland","3 persons","10.3"
"2015","Finland","4 persons","9.0"
"2015","Finland","5 persons","3.4"
"2015","Finland","6 persons or more","1.3"
"2015","Sweden","1 person","41.8"
"2015","Sweden","2 persons","32.7"
"2015","Sweden","3 persons","10.9"
"2015","Sweden","4 persons","10.0"
"2015","Sweden","5 persons","3.4"
"2015","Sweden","6 persons or more","1.1"
"2015","United Kingdom","1 person","28.7"
"2015","United Kingdom","2 persons","36.2"
"2015","United Kingdom","3 persons","16.2"
"2015","United Kingdom","4 persons","13.3"
"2015","United Kingdom","5 persons","3.9"
"2015","United Kingdom","6 persons or more","1.7"
"2015","Iceland","1 person","31.0"
"2015","Iceland","2 persons","29.2"
"2015","Iceland","3 persons","15.4"
"2015","Iceland","4 persons","14.8"
"2015","Iceland","5 persons","7.6"
"2015","Iceland","6 persons or more","2.0"
"2015","Norway","1 person","44.6"
"2015","Norway","2 persons","30.6"
"2015","Norway","3 persons","9.9"
"2015","Norway","4 persons","10.3"
"2015","Norway","5 persons","3.8"
"2015","Norway","6 persons or more","0.8"
"2015","Switzerland","1 person","36.8"
"2015","Switzerland","2 persons","33.1"
"2015","Switzerland","3 persons","12.5"
"2015","Switzerland","4 persons","12.2"
"2015","Switzerland","5 persons","4.2"
"2015","Switzerland","6 persons or more","1.2"
"2015","Montenegro","1 person","18.1"
"2015","Montenegro","2 persons","20.1"
"2015","Montenegro","3 persons","18.2"
"2015","Montenegro","4 persons","21.5"
"2015","Montenegro","5 persons","12.2"
"2015","Montenegro","6 persons or more","9.9"
"2015","North Macedonia","1 person","9.6"
"2015","North Macedonia","2 persons","19.2"
"2015","North Macedonia","3 persons","17.9"
"2015","North Macedonia","4 persons","28.4"
"2015","North Macedonia","5 persons","12.9"
"2015","North Macedonia","6 persons or more","11.9"
"2015","Serbia","1 person","22.3"
"2015","Serbia","2 persons","25.7"
"2015","Serbia","3 persons","19.2"
"2015","Serbia","4 persons","18.3"
"2015","Serbia","5 persons","7.9"
"2015","Serbia","6 persons or more","6.6"
"2015","Turkey","1 person","14.3"
"2015","Turkey","2 persons","20.3"
"2015","Turkey","3 persons","19.8"
"2015","Turkey","4 persons","21.0"
"2015","Turkey","5 persons","11.3"
"2015","Turkey","6 persons or more","13.4"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","1 person","32.4"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2 persons","31.2"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","3 persons","16.3"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","4 persons","13.7"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","5 persons","4.4"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","6 persons or more","2.0"
"2016","European Union - 27 countries (from 2020)","1 person","32.8"
"2016","European Union - 27 countries (from 2020)","2 persons","30.5"
"2016","European Union - 27 countries (from 2020)","3 persons","16.4"
"2016","European Union - 27 countries (from 2020)","4 persons","13.8"
"2016","European Union - 27 countries (from 2020)","5 persons","4.4"
"2016","European Union - 27 countries (from 2020)","6 persons or more","2.0"
"2016","European Union - 28 countries (2013-2020)","1 person","32.4"
"2016","European Union - 28 countries (2013-2020)","2 persons","31.2"
"2016","European Union - 28 countries (2013-2020)","3 persons","16.3"
"2016","European Union - 28 countries (2013-2020)","4 persons","13.7"
"2016","European Union - 28 countries (2013-2020)","5 persons","4.4"
"2016","European Union - 28 countries (2013-2020)","6 persons or more","2.0"
"2016","European Union - 27 countries (2007-2013)","1 person","32.5"
"2016","European Union - 27 countries (2007-2013)","2 persons","31.2"
"2016","European Union - 27 countries (2007-2013)","3 persons","16.3"
"2016","European Union - 27 countries (2007-2013)","4 persons","13.6"
"2016","European Union - 27 countries (2007-2013)","5 persons","4.4"
"2016","European Union - 27 countries (2007-2013)","6 persons or more","2.0"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","1 person","33.8"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","2 persons","31.4"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","3 persons","16.1"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","4 persons","13.5"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","5 persons","3.9"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","6 persons or more","1.3"
"2016","Euro area - 19 countries  (from 2015)","1 person","33.8"
"2016","Euro area - 19 countries  (from 2015)","2 persons","31.4"
"2016","Euro area - 19 countries  (from 2015)","3 persons","16.1"
"2016","Euro area - 19 countries  (from 2015)","4 persons","13.5"
"2016","Euro area - 19 countries  (from 2015)","5 persons","3.9"
"2016","Euro area - 19 countries  (from 2015)","6 persons or more","1.3"
"2016","Euro area - 18 countries (2014)","1 person","33.8"
"2016","Euro area - 18 countries (2014)","2 persons","31.4"
"2016","Euro area - 18 countries (2014)","3 persons","16.1"
"2016","Euro area - 18 countries (2014)","4 persons","13.5"
"2016","Euro area - 18 countries (2014)","5 persons","3.9"
"2016","Euro area - 18 countries (2014)","6 persons or more","1.3"
"2016","Belgium","1 person","34.4"
"2016","Belgium","2 persons","31.7"
"2016","Belgium","3 persons","14.1"
"2016","Belgium","4 persons","12.5"
"2016","Belgium","5 persons","5.4"
"2016","Belgium","6 persons or more","1.9"
"2016","Bulgaria","1 person","30.5"
"2016","Bulgaria","2 persons","28.2"
"2016","Bulgaria","3 persons","19.2"
"2016","Bulgaria","4 persons","15.1"
"2016","Bulgaria","5 persons","3.9"
"2016","Bulgaria","6 persons or more","3.2"
"2016","Czechia","1 person","28.4"
"2016","Czechia","2 persons","33.2"
"2016","Czechia","3 persons","17.2"
"2016","Czechia","4 persons","16.2"
"2016","Czechia","5 persons","4.0"
"2016","Czechia","6 persons or more","1.0"
"2016","Denmark","1 person","44.8"
"2016","Denmark","2 persons","30.8"
"2016","Denmark","3 persons","9.9"
"2016","Denmark","4 persons","10.4"
"2016","Denmark","5 persons","3.6"
"2016","Denmark","6 persons or more","0.5"
"2016","Germany (until 1990 former territory of the FRG)","1 person","40.7"
"2016","Germany (until 1990 former territory of the FRG)","2 persons","34.2"
"2016","Germany (until 1990 former territory of the FRG)","3 persons","12.4"
"2016","Germany (until 1990 former territory of the FRG)","4 persons","9.3"
"2016","Germany (until 1990 former territory of the FRG)","5 persons","2.6"
"2016","Germany (until 1990 former territory of the FRG)","6 persons or more","0.8"
"2016","Estonia","1 person","38.0"
"2016","Estonia","2 persons","28.3"
"2016","Estonia","3 persons","15.7"
"2016","Estonia","4 persons","12.9"
"2016","Estonia","5 persons","3.5"
"2016","Estonia","6 persons or more","1.7"
"2016","Ireland","1 person","23.5"
"2016","Ireland","2 persons","29.3"
"2016","Ireland","3 persons","17.4"
"2016","Ireland","4 persons","18.1"
"2016","Ireland","5 persons","8.2"
"2016","Ireland","6 persons or more","3.5"
"2016","Greece","1 person","25.7"
"2016","Greece","2 persons","29.5"
"2016","Greece","3 persons","19.8"
"2016","Greece","4 persons","17.7"
"2016","Greece","5 persons","5.1"
"2016","Greece","6 persons or more","2.3"
"2016","Spain","1 person","25.4"
"2016","Spain","2 persons","30.4"
"2016","Spain","3 persons","20.9"
"2016","Spain","4 persons","17.4"
"2016","Spain","5 persons","4.6"
"2016","Spain","6 persons or more","1.2"
"2016","France","1 person","35.5"
"2016","France","2 persons","32.9"
"2016","France","3 persons","13.4"
"2016","France","4 persons","12.6"
"2016","France","5 persons","4.2"
"2016","France","6 persons or more","1.5"
"2016","Croatia","1 person","24.6"
"2016","Croatia","2 persons","25.4"
"2016","Croatia","3 persons","18.3"
"2016","Croatia","4 persons","17.9"
"2016","Croatia","5 persons","8.5"
"2016","Croatia","6 persons or more","5.2"
"2016","Italy","1 person","32.4"
"2016","Italy","2 persons","27.5"
"2016","Italy","3 persons","19.6"
"2016","Italy","4 persons","15.8"
"2016","Italy","5 persons","3.8"
"2016","Italy","6 persons or more","0.9"
"2016","Cyprus","1 person","20.8"
"2016","Cyprus","2 persons","34.0"
"2016","Cyprus","3 persons","16.1"
"2016","Cyprus","4 persons","17.6"
"2016","Cyprus","5 persons","7.8"
"2016","Cyprus","6 persons or more","3.7"
"2016","Latvia","1 person","30.8"
"2016","Latvia","2 persons","30.5"
"2016","Latvia","3 persons","18.7"
"2016","Latvia","4 persons","12.6"
"2016","Latvia","5 persons","4.7"
"2016","Latvia","6 persons or more","2.7"
"2016","Lithuania","1 person","38.7"
"2016","Lithuania","2 persons","28.2"
"2016","Lithuania","3 persons","15.5"
"2016","Lithuania","4 persons","12.4"
"2016","Lithuania","5 persons","3.5"
"2016","Lithuania","6 persons or more","1.8"
"2016","Luxembourg","1 person","27.6"
"2016","Luxembourg","2 persons","28.2"
"2016","Luxembourg","3 persons","17.2"
"2016","Luxembourg","4 persons","19.0"
"2016","Luxembourg","5 persons","6.3"
"2016","Luxembourg","6 persons or more","1.7"
"2016","Hungary","1 person","33.7"
"2016","Hungary","2 persons","30.4"
"2016","Hungary","3 persons","16.7"
"2016","Hungary","4 persons","12.4"
"2016","Hungary","5 persons","4.2"
"2016","Hungary","6 persons or more","2.7"
"2016","Malta","1 person","25.8"
"2016","Malta","2 persons","30.5"
"2016","Malta","3 persons","19.1"
"2016","Malta","4 persons","17.1"
"2016","Malta","5 persons","5.0"
"2016","Malta","6 persons or more","2.5"
"2016","Netherlands","1 person","37.6"
"2016","Netherlands","2 persons","32.8"
"2016","Netherlands","3 persons","12.0"
"2016","Netherlands","4 persons","12.4"
"2016","Netherlands","5 persons","3.9"
"2016","Netherlands","6 persons or more","1.3"
"2016","Austria","1 person","37.0"
"2016","Austria","2 persons","30.0"
"2016","Austria","3 persons","15.1"
"2016","Austria","4 persons","11.8"
"2016","Austria","5 persons","4.2"
"2016","Austria","6 persons or more","1.8"
"2016","Poland","1 person","24.0"
"2016","Poland","2 persons","25.9"
"2016","Poland","3 persons","20.1"
"2016","Poland","4 persons","15.3"
"2016","Poland","5 persons","8.1"
"2016","Poland","6 persons or more","6.7"
"2016","Portugal","1 person","21.8"
"2016","Portugal","2 persons","32.4"
"2016","Portugal","3 persons","24.8"
"2016","Portugal","4 persons","16.0"
"2016","Portugal","5 persons","3.8"
"2016","Portugal","6 persons or more","1.3"
"2016","Romania","1 person","29.3"
"2016","Romania","2 persons","25.1"
"2016","Romania","3 persons","17.7"
"2016","Romania","4 persons","16.2"
"2016","Romania","5 persons","7.0"
"2016","Romania","6 persons or more","4.8"
"2016","Slovenia","1 person","30.4"
"2016","Slovenia","2 persons","26.4"
"2016","Slovenia","3 persons","18.0"
"2016","Slovenia","4 persons","18.7"
"2016","Slovenia","5 persons","5.0"
"2016","Slovenia","6 persons or more","1.5"
"2016","Slovakia","1 person","22.2"
"2016","Slovakia","2 persons","25.1"
"2016","Slovakia","3 persons","19.1"
"2016","Slovakia","4 persons","21.7"
"2016","Slovakia","5 persons","7.5"
"2016","Slovakia","6 persons or more","4.3"
"2016","Finland","1 person","41.3"
"2016","Finland","2 persons","34.9"
"2016","Finland","3 persons","10.3"
"2016","Finland","4 persons","8.9"
"2016","Finland","5 persons","3.1"
"2016","Finland","6 persons or more","1.6"
"2016","Sweden","1 person","41.9"
"2016","Sweden","2 persons","32.5"
"2016","Sweden","3 persons","10.6"
"2016","Sweden","4 persons","10.9"
"2016","Sweden","5 persons","3.1"
"2016","Sweden","6 persons or more","1.0"
"2016","United Kingdom","1 person","29.7"
"2016","United Kingdom","2 persons","35.5"
"2016","United Kingdom","3 persons","15.6"
"2016","United Kingdom","4 persons","13.0"
"2016","United Kingdom","5 persons","4.4"
"2016","United Kingdom","6 persons or more","1.8"
"2016","Iceland","1 person","30.9"
"2016","Iceland","2 persons","29.1"
"2016","Iceland","3 persons","15.8"
"2016","Iceland","4 persons","15.0"
"2016","Iceland","5 persons","7.4"
"2016","Iceland","6 persons or more","1.8"
"2016","Norway","1 person","45.0"
"2016","Norway","2 persons","30.7"
"2016","Norway","3 persons","9.6"
"2016","Norway","4 persons","9.9"
"2016","Norway","5 persons","4.0"
"2016","Norway","6 persons or more","0.9"
"2016","Switzerland","1 person","37.0"
"2016","Switzerland","2 persons","33.3"
"2016","Switzerland","3 persons","12.2"
"2016","Switzerland","4 persons","12.0"
"2016","Switzerland","5 persons","4.3"
"2016","Switzerland","6 persons or more","1.1"
"2016","Montenegro","1 person","18.9"
"2016","Montenegro","2 persons","19.2"
"2016","Montenegro","3 persons","16.6"
"2016","Montenegro","4 persons","22.7"
"2016","Montenegro","5 persons","13.2"
"2016","Montenegro","6 persons or more","9.4"
"2016","North Macedonia","1 person","9.6"
"2016","North Macedonia","2 persons","19.2"
"2016","North Macedonia","3 persons","17.9"
"2016","North Macedonia","4 persons","28.4"
"2016","North Macedonia","5 persons","13.0"
"2016","North Macedonia","6 persons or more","11.9"
"2016","Serbia","1 person","22.4"
"2016","Serbia","2 persons","25.6"
"2016","Serbia","3 persons","19.2"
"2016","Serbia","4 persons","18.3"
"2016","Serbia","5 persons","7.9"
"2016","Serbia","6 persons or more","6.6"
"2016","Turkey","1 person","14.8"
"2016","Turkey","2 persons","20.5"
"2016","Turkey","3 persons","19.8"
"2016","Turkey","4 persons","20.7"
