"TIME","GEO","N_PERSON","Value"
"2012","Belgium","6 persons or more","2.0"
"2012","Bulgaria","1 person","21.6"
"2012","Bulgaria","2 persons","28.8"
"2012","Bulgaria","3 persons","20.3"
"2012","Bulgaria","4 persons","18.2"
"2012","Bulgaria","5 persons","6.1"
"2012","Bulgaria","6 persons or more","5.0"
"2012","Czechia","1 person","27.2"
"2012","Czechia","2 persons","32.4"
"2012","Czechia","3 persons","18.7"
"2012","Czechia","4 persons","16.9"
"2012","Czechia","5 persons","3.6"
"2012","Czechia","6 persons or more","1.3"
"2012","Denmark","1 person","44.2"
"2012","Denmark","2 persons","30.7"
"2012","Denmark","3 persons","10.3"
"2012","Denmark","4 persons","10.5"
"2012","Denmark","5 persons","3.4"
"2012","Denmark","6 persons or more","0.9"
"2012","Germany (until 1990 former territory of the FRG)","1 person","40.2"
"2012","Germany (until 1990 former territory of the FRG)","2 persons","34.7"
"2012","Germany (until 1990 former territory of the FRG)","3 persons","12.6"
"2012","Germany (until 1990 former territory of the FRG)","4 persons","9.2"
"2012","Germany (until 1990 former territory of the FRG)","5 persons","2.5"
"2012","Germany (until 1990 former territory of the FRG)","6 persons or more","0.7"
"2012","Estonia","1 person","36.0"
"2012","Estonia","2 persons","29.6"
"2012","Estonia","3 persons","17.6"
"2012","Estonia","4 persons","12.1"
"2012","Estonia","5 persons","3.3"
"2012","Estonia","6 persons or more","1.4"
"2012","Ireland","1 person","21.9"
"2012","Ireland","2 persons","30.3"
"2012","Ireland","3 persons","19.9"
"2012","Ireland","4 persons","16.9"
"2012","Ireland","5 persons","7.7"
"2012","Ireland","6 persons or more","3.3"
"2012","Greece","1 person","20.4"
"2012","Greece","2 persons","28.3"
"2012","Greece","3 persons","21.1"
"2012","Greece","4 persons","28.5"
"2012","Greece","5 persons","1.2"
"2012","Greece","6 persons or more","0.4"
"2012","Spain","1 person","23.2"
"2012","Spain","2 persons","30.2"
"2012","Spain","3 persons","21.7"
"2012","Spain","4 persons","18.7"
"2012","Spain","5 persons","4.6"
"2012","Spain","6 persons or more","1.6"
"2012","France","1 person","34.6"
"2012","France","2 persons","33.7"
"2012","France","3 persons","13.6"
"2012","France","4 persons","12.9"
"2012","France","5 persons","3.8"
"2012","France","6 persons or more","1.5"
"2012","Croatia","1 person","24.6"
"2012","Croatia","2 persons","25.6"
"2012","Croatia","3 persons","18.8"
"2012","Croatia","4 persons","17.3"
"2012","Croatia","5 persons","8.0"
"2012","Croatia","6 persons or more","5.7"
"2012","Italy","1 person","31.6"
"2012","Italy","2 persons","27.1"
"2012","Italy","3 persons","20.0"
"2012","Italy","4 persons","16.3"
"2012","Italy","5 persons","3.8"
"2012","Italy","6 persons or more","1.2"
"2012","Cyprus","1 person","20.8"
"2012","Cyprus","2 persons","30.5"
"2012","Cyprus","3 persons","18.4"
"2012","Cyprus","4 persons","17.3"
"2012","Cyprus","5 persons","7.8"
"2012","Cyprus","6 persons or more","5.3"
"2012","Latvia","1 person","30.7"
"2012","Latvia","2 persons","29.7"
"2012","Latvia","3 persons","19.7"
"2012","Latvia","4 persons","12.4"
"2012","Latvia","5 persons","4.8"
"2012","Latvia","6 persons or more","2.8"
"2012","Lithuania","1 person","35.3"
"2012","Lithuania","2 persons","25.9"
"2012","Lithuania","3 persons","18.3"
"2012","Lithuania","4 persons","14.2"
"2012","Lithuania","5 persons","4.7"
"2012","Lithuania","6 persons or more","1.6"
"2012","Luxembourg","1 person","33.3"
"2012","Luxembourg","2 persons","27.4"
"2012","Luxembourg","3 persons","15.9"
"2012","Luxembourg","4 persons","13.0"
"2012","Luxembourg","5 persons","7.4"
"2012","Luxembourg","6 persons or more","3.1"
"2012","Hungary","1 person","31.0"
"2012","Hungary","2 persons","30.7"
"2012","Hungary","3 persons","17.2"
"2012","Hungary","4 persons","13.7"
"2012","Hungary","5 persons","4.7"
"2012","Hungary","6 persons or more","2.7"
"2012","Malta","1 person","22.6"
"2012","Malta","2 persons","27.9"
"2012","Malta","3 persons","21.4"
"2012","Malta","4 persons","19.3"
"2012","Malta","5 persons","6.3"
"2012","Malta","6 persons or more","2.5"
"2012","Netherlands","1 person","36.7"
"2012","Netherlands","2 persons","31.9"
"2012","Netherlands","3 persons","12.3"
"2012","Netherlands","4 persons","13.1"
"2012","Netherlands","5 persons","4.6"
"2012","Netherlands","6 persons or more","1.4"
"2012","Austria","1 person","36.5"
"2012","Austria","2 persons","28.8"
"2012","Austria","3 persons","15.5"
"2012","Austria","4 persons","12.6"
"2012","Austria","5 persons","4.7"
"2012","Austria","6 persons or more","2.0"
"2012","Poland","1 person","23.9"
"2012","Poland","2 persons","25.7"
"2012","Poland","3 persons","20.1"
"2012","Poland","4 persons","16.0"
"2012","Poland","5 persons","7.3"
"2012","Poland","6 persons or more","7.0"
"2012","Portugal","1 person","19.3"
"2012","Portugal","2 persons","31.3"
"2012","Portugal","3 persons","25.8"
"2012","Portugal","4 persons","18.3"
"2012","Portugal","5 persons","3.8"
"2012","Portugal","6 persons or more","1.5"
"2012","Romania","1 person","25.2"
"2012","Romania","2 persons","27.4"
"2012","Romania","3 persons","19.0"
"2012","Romania","4 persons","16.3"
"2012","Romania","5 persons","6.8"
"2012","Romania","6 persons or more","5.2"
"2012","Slovenia","1 person","28.9"
"2012","Slovenia","2 persons","26.5"
"2012","Slovenia","3 persons","18.0"
"2012","Slovenia","4 persons","19.5"
"2012","Slovenia","5 persons","5.2"
"2012","Slovenia","6 persons or more","1.8"
"2012","Slovakia","1 person","24.7"
"2012","Slovakia","2 persons","22.2"
"2012","Slovakia","3 persons","19.2"
"2012","Slovakia","4 persons","22.1"
"2012","Slovakia","5 persons","7.6"
"2012","Slovakia","6 persons or more","4.4"
"2012","Finland","1 person","40.3"
"2012","Finland","2 persons","34.6"
"2012","Finland","3 persons","10.7"
"2012","Finland","4 persons","9.4"
"2012","Finland","5 persons","3.5"
"2012","Finland","6 persons or more","1.5"
"2012","Sweden","1 person","40.7"
"2012","Sweden","2 persons","32.9"
"2012","Sweden","3 persons","11.0"
"2012","Sweden","4 persons","11.4"
"2012","Sweden","5 persons","2.9"
"2012","Sweden","6 persons or more","1.1"
"2012","United Kingdom","1 person","29.0"
"2012","United Kingdom","2 persons","35.8"
"2012","United Kingdom","3 persons","16.3"
"2012","United Kingdom","4 persons","13.1"
"2012","United Kingdom","5 persons","4.2"
"2012","United Kingdom","6 persons or more","1.6"
"2012","Iceland","1 person","31.0"
"2012","Iceland","2 persons","30.2"
"2012","Iceland","3 persons","15.3"
"2012","Iceland","4 persons","14.3"
"2012","Iceland","5 persons","7.5"
"2012","Iceland","6 persons or more","1.7"
"2012","Norway","1 person","41.2"
"2012","Norway","2 persons","30.7"
"2012","Norway","3 persons","11.4"
"2012","Norway","4 persons","11.0"
"2012","Norway","5 persons","4.7"
"2012","Norway","6 persons or more","1.1"
"2012","Switzerland","1 person","31.2"
"2012","Switzerland","2 persons","35.7"
"2012","Switzerland","3 persons","13.6"
"2012","Switzerland","4 persons","13.8"
"2012","Switzerland","5 persons","4.3"
"2012","Switzerland","6 persons or more","1.4"
"2012","Montenegro","1 person",":"
"2012","Montenegro","2 persons",":"
"2012","Montenegro","3 persons",":"
"2012","Montenegro","4 persons",":"
"2012","Montenegro","5 persons",":"
"2012","Montenegro","6 persons or more",":"
"2012","North Macedonia","1 person","9.6"
"2012","North Macedonia","2 persons","19.2"
"2012","North Macedonia","3 persons","17.9"
"2012","North Macedonia","4 persons","28.4"
"2012","North Macedonia","5 persons","13.0"
"2012","North Macedonia","6 persons or more","11.9"
"2012","Serbia","1 person",":"
"2012","Serbia","2 persons",":"
"2012","Serbia","3 persons",":"
"2012","Serbia","4 persons",":"
"2012","Serbia","5 persons",":"
"2012","Serbia","6 persons or more",":"
"2012","Turkey","1 person","8.6"
"2012","Turkey","2 persons","20.0"
"2012","Turkey","3 persons","22.7"
"2012","Turkey","4 persons","23.9"
"2012","Turkey","5 persons","12.4"
"2012","Turkey","6 persons or more","12.4"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","1 person","31.5"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2 persons","31.3"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","3 persons","16.6"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","4 persons","14.1"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","5 persons","4.5"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","6 persons or more","2.1"
"2013","European Union - 27 countries (from 2020)","1 person","31.9"
"2013","European Union - 27 countries (from 2020)","2 persons","30.5"
"2013","European Union - 27 countries (from 2020)","3 persons","16.7"
"2013","European Union - 27 countries (from 2020)","4 persons","14.2"
"2013","European Union - 27 countries (from 2020)","5 persons","4.5"
"2013","European Union - 27 countries (from 2020)","6 persons or more","2.1"
"2013","European Union - 28 countries (2013-2020)","1 person","31.5"
"2013","European Union - 28 countries (2013-2020)","2 persons","31.3"
"2013","European Union - 28 countries (2013-2020)","3 persons","16.6"
"2013","European Union - 28 countries (2013-2020)","4 persons","14.1"
"2013","European Union - 28 countries (2013-2020)","5 persons","4.5"
"2013","European Union - 28 countries (2013-2020)","6 persons or more","2.1"
"2013","European Union - 27 countries (2007-2013)","1 person","31.6"
"2013","European Union - 27 countries (2007-2013)","2 persons","31.3"
"2013","European Union - 27 countries (2007-2013)","3 persons","16.6"
"2013","European Union - 27 countries (2007-2013)","4 persons","14.1"
"2013","European Union - 27 countries (2007-2013)","5 persons","4.4"
"2013","European Union - 27 countries (2007-2013)","6 persons or more","2.0"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","1 person","33.1"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","2 persons","31.3"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","3 persons","16.3"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","4 persons","13.9"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","5 persons","4.0"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","6 persons or more","1.4"
"2013","Euro area - 19 countries  (from 2015)","1 person","33.2"
"2013","Euro area - 19 countries  (from 2015)","2 persons","31.2"
"2013","Euro area - 19 countries  (from 2015)","3 persons","16.3"
"2013","Euro area - 19 countries  (from 2015)","4 persons","13.9"
"2013","Euro area - 19 countries  (from 2015)","5 persons","4.0"
"2013","Euro area - 19 countries  (from 2015)","6 persons or more","1.4"
"2013","Euro area - 18 countries (2014)","1 person","33.1"
"2013","Euro area - 18 countries (2014)","2 persons","31.3"
"2013","Euro area - 18 countries (2014)","3 persons","16.3"
"2013","Euro area - 18 countries (2014)","4 persons","13.9"
"2013","Euro area - 18 countries (2014)","5 persons","4.0"
"2013","Euro area - 18 countries (2014)","6 persons or more","1.4"
"2013","Belgium","1 person","34.4"
"2013","Belgium","2 persons","31.1"
"2013","Belgium","3 persons","15.2"
"2013","Belgium","4 persons","12.4"
"2013","Belgium","5 persons","4.9"
"2013","Belgium","6 persons or more","2.0"
"2013","Bulgaria","1 person","22.4"
"2013","Bulgaria","2 persons","28.9"
"2013","Bulgaria","3 persons","21.9"
"2013","Bulgaria","4 persons","17.4"
"2013","Bulgaria","5 persons","5.4"
"2013","Bulgaria","6 persons or more","4.0"
"2013","Czechia","1 person","27.8"
"2013","Czechia","2 persons","32.4"
"2013","Czechia","3 persons","18.1"
"2013","Czechia","4 persons","16.8"
"2013","Czechia","5 persons","3.7"
"2013","Czechia","6 persons or more","1.3"
"2013","Denmark","1 person","45.1"
"2013","Denmark","2 persons","30.3"
"2013","Denmark","3 persons","10.1"
"2013","Denmark","4 persons","10.1"
"2013","Denmark","5 persons","3.5"
"2013","Denmark","6 persons or more","0.8"
"2013","Germany (until 1990 former territory of the FRG)","1 person","40.2"
"2013","Germany (until 1990 former territory of the FRG)","2 persons","34.6"
"2013","Germany (until 1990 former territory of the FRG)","3 persons","12.6"
"2013","Germany (until 1990 former territory of the FRG)","4 persons","9.3"
"2013","Germany (until 1990 former territory of the FRG)","5 persons","2.6"
"2013","Germany (until 1990 former territory of the FRG)","6 persons or more","0.8"
"2013","Estonia","1 person","35.8"
"2013","Estonia","2 persons","29.8"
"2013","Estonia","3 persons","16.3"
"2013","Estonia","4 persons","12.7"
"2013","Estonia","5 persons","3.8"
"2013","Estonia","6 persons or more","1.7"
"2013","Ireland","1 person","22.1"
"2013","Ireland","2 persons","30.7"
"2013","Ireland","3 persons","18.8"
"2013","Ireland","4 persons","17.3"
"2013","Ireland","5 persons","8.1"
"2013","Ireland","6 persons or more","3.1"
"2013","Greece","1 person","25.7"
"2013","Greece","2 persons","29.5"
"2013","Greece","3 persons","19.8"
"2013","Greece","4 persons","15.5"
"2013","Greece","5 persons","6.9"
"2013","Greece","6 persons or more","2.7"
"2013","Spain","1 person","23.5"
"2013","Spain","2 persons","30.7"
"2013","Spain","3 persons","21.8"
"2013","Spain","4 persons","18.4"
"2013","Spain","5 persons","4.2"
"2013","Spain","6 persons or more","1.4"
"2013","France","1 person","35.1"
"2013","France","2 persons","33.3"
"2013","France","3 persons","13.2"
"2013","France","4 persons","12.8"
"2013","France","5 persons","4.2"
"2013","France","6 persons or more","1.4"
"2013","Croatia","1 person","24.6"
"2013","Croatia","2 persons","25.6"
"2013","Croatia","3 persons","18.8"
"2013","Croatia","4 persons","17.3"
"2013","Croatia","5 persons","8.1"
"2013","Croatia","6 persons or more","5.6"
"2013","Italy","1 person","32.5"
"2013","Italy","2 persons","26.4"
"2013","Italy","3 persons","19.5"
"2013","Italy","4 persons","16.6"
"2013","Italy","5 persons","3.9"
"2013","Italy","6 persons or more","1.1"
"2013","Cyprus","1 person","20.8"
"2013","Cyprus","2 persons","30.7"
"2013","Cyprus","3 persons","18.1"
"2013","Cyprus","4 persons","17.6"
"2013","Cyprus","5 persons","8.2"
"2013","Cyprus","6 persons or more","4.7"
"2013","Latvia","1 person","30.1"
"2013","Latvia","2 persons","31.1"
"2013","Latvia","3 persons","18.7"
"2013","Latvia","4 persons","12.9"
"2013","Latvia","5 persons","4.6"
"2013","Latvia","6 persons or more","2.6"
"2013","Lithuania","1 person","36.6"
"2013","Lithuania","2 persons","26.6"
"2013","Lithuania","3 persons","16.8"
"2013","Lithuania","4 persons","14.3"
"2013","Lithuania","5 persons","4.3"
"2013","Lithuania","6 persons or more","1.4"
"2013","Luxembourg","1 person","32.9"
"2013","Luxembourg","2 persons","27.1"
"2013","Luxembourg","3 persons","15.8"
"2013","Luxembourg","4 persons","14.1"
"2013","Luxembourg","5 persons","7.1"
"2013","Luxembourg","6 persons or more","3.0"
"2013","Hungary","1 person","32.1"
"2013","Hungary","2 persons","30.4"
"2013","Hungary","3 persons","16.8"
"2013","Hungary","4 persons","13.4"
"2013","Hungary","5 persons","4.7"
"2013","Hungary","6 persons or more","2.7"
"2013","Malta","1 person","23.4"
"2013","Malta","2 persons","28.6"
"2013","Malta","3 persons","20.7"
"2013","Malta","4 persons","18.8"
"2013","Malta","5 persons","6.0"
"2013","Malta","6 persons or more","2.5"
"2013","Netherlands","1 person","37.0"
"2013","Netherlands","2 persons","32.1"
"2013","Netherlands","3 persons","12.2"
"2013","Netherlands","4 persons","13.0"
"2013","Netherlands","5 persons","4.3"
"2013","Netherlands","6 persons or more","1.3"
"2013","Austria","1 person","36.7"
"2013","Austria","2 persons","28.8"
"2013","Austria","3 persons","15.4"
"2013","Austria","4 persons","12.8"
"2013","Austria","5 persons","4.1"
"2013","Austria","6 persons or more","2.1"
"2013","Poland","1 person","23.7"
"2013","Poland","2 persons","25.8"
"2013","Poland","3 persons","20.1"
"2013","Poland","4 persons","16.1"
"2013","Poland","5 persons","7.5"
"2013","Poland","6 persons or more","6.8"
"2013","Portugal","1 person","20.0"
"2013","Portugal","2 persons","32.0"
"2013","Portugal","3 persons","24.6"
"2013","Portugal","4 persons","17.0"
"2013","Portugal","5 persons","4.2"
"2013","Portugal","6 persons or more","2.1"
"2013","Romania","1 person","26.0"
"2013","Romania","2 persons","27.2"
"2013","Romania","3 persons","18.8"
"2013","Romania","4 persons","16.4"
"2013","Romania","5 persons","6.9"
"2013","Romania","6 persons or more","4.7"
"2013","Slovenia","1 person","29.7"
"2013","Slovenia","2 persons","26.3"
"2013","Slovenia","3 persons","17.9"
"2013","Slovenia","4 persons","19.3"
"2013","Slovenia","5 persons","5.1"
"2013","Slovenia","6 persons or more","1.8"
"2013","Slovakia","1 person","23.5"
"2013","Slovakia","2 persons","20.8"
"2013","Slovakia","3 persons","20.3"
"2013","Slovakia","4 persons","20.2"
"2013","Slovakia","5 persons","9.8"
"2013","Slovakia","6 persons or more","5.4"
"2013","Finland","1 person","40.3"
"2013","Finland","2 persons","35.0"
"2013","Finland","3 persons","10.5"
"2013","Finland","4 persons","9.4"
"2013","Finland","5 persons","3.3"
"2013","Finland","6 persons or more","1.5"
"2013","Sweden","1 person","41.9"
"2013","Sweden","2 persons","32.8"
"2013","Sweden","3 persons","10.3"
"2013","Sweden","4 persons","10.8"
"2013","Sweden","5 persons","3.1"
"2013","Sweden","6 persons or more","1.1"
"2013","United Kingdom","1 person","28.5"
"2013","United Kingdom","2 persons","36.4"
"2013","United Kingdom","3 persons","16.2"
"2013","United Kingdom","4 persons","13.2"
"2013","United Kingdom","5 persons","4.1"
"2013","United Kingdom","6 persons or more","1.5"
"2013","Iceland","1 person","29.4"
"2013","Iceland","2 persons","31.3"
"2013","Iceland","3 persons","14.4"
"2013","Iceland","4 persons","15.5"
"2013","Iceland","5 persons","7.4"
"2013","Iceland","6 persons or more","2.0"
"2013","Norway","1 person","41.3"
"2013","Norway","2 persons","31.3"
"2013","Norway","3 persons","10.9"
"2013","Norway","4 persons","11.1"
"2013","Norway","5 persons","4.6"
"2013","Norway","6 persons or more","0.8"
"2013","Switzerland","1 person","31.0"
"2013","Switzerland","2 persons","36.1"
"2013","Switzerland","3 persons","13.1"
"2013","Switzerland","4 persons","13.9"
"2013","Switzerland","5 persons","4.2"
"2013","Switzerland","6 persons or more","1.8"
"2013","Montenegro","1 person","17.0"
"2013","Montenegro","2 persons","20.2"
"2013","Montenegro","3 persons","18.9"
"2013","Montenegro","4 persons","22.0"
"2013","Montenegro","5 persons","11.8"
"2013","Montenegro","6 persons or more","10.1"
"2013","North Macedonia","1 person","9.6"
"2013","North Macedonia","2 persons","19.3"
"2013","North Macedonia","3 persons","17.9"
"2013","North Macedonia","4 persons","28.4"
"2013","North Macedonia","5 persons","13.0"
"2013","North Macedonia","6 persons or more","11.9"
"2013","Serbia","1 person","22.2"
"2013","Serbia","2 persons","25.8"
"2013","Serbia","3 persons","19.2"
"2013","Serbia","4 persons","18.3"
"2013","Serbia","5 persons","7.9"
"2013","Serbia","6 persons or more","6.7"
"2013","Turkey","1 person",":"
"2013","Turkey","2 persons",":"
"2013","Turkey","3 persons",":"
"2013","Turkey","4 persons",":"
"2013","Turkey","5 persons",":"
"2013","Turkey","6 persons or more",":"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","1 person","31.9"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","2 persons","31.3"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","3 persons","16.6"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","4 persons","14.0"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","5 persons","4.4"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","6 persons or more","1.9"
"2014","European Union - 27 countries (from 2020)","1 person","32.4"
"2014","European Union - 27 countries (from 2020)","2 persons","30.5"
"2014","European Union - 27 countries (from 2020)","3 persons","16.6"
"2014","European Union - 27 countries (from 2020)","4 persons","14.0"
"2014","European Union - 27 countries (from 2020)","5 persons","4.5"
"2014","European Union - 27 countries (from 2020)","6 persons or more","2.0"
"2014","European Union - 28 countries (2013-2020)","1 person","31.9"
"2014","European Union - 28 countries (2013-2020)","2 persons","31.3"
"2014","European Union - 28 countries (2013-2020)","3 persons","16.6"
"2014","European Union - 28 countries (2013-2020)","4 persons","13.9"
"2014","European Union - 28 countries (2013-2020)","5 persons","4.4"
"2014","European Union - 28 countries (2013-2020)","6 persons or more","1.9"
"2014","European Union - 27 countries (2007-2013)","1 person","32.0"
"2014","European Union - 27 countries (2007-2013)","2 persons","31.3"
"2014","European Union - 27 countries (2007-2013)","3 persons","16.5"
"2014","European Union - 27 countries (2007-2013)","4 persons","13.9"
"2014","European Union - 27 countries (2007-2013)","5 persons","4.4"
"2014","European Union - 27 countries (2007-2013)","6 persons or more","1.9"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","1 person","33.6"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","2 persons","31.3"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","3 persons","16.1"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","4 persons","13.8"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","5 persons","3.9"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","6 persons or more","1.3"
"2014","Euro area - 19 countries  (from 2015)","1 person","33.6"
"2014","Euro area - 19 countries  (from 2015)","2 persons","31.3"
"2014","Euro area - 19 countries  (from 2015)","3 persons","16.1"
"2014","Euro area - 19 countries  (from 2015)","4 persons","13.8"
"2014","Euro area - 19 countries  (from 2015)","5 persons","3.9"
"2014","Euro area - 19 countries  (from 2015)","6 persons or more","1.3"
"2014","Euro area - 18 countries (2014)","1 person","33.6"
"2014","Euro area - 18 countries (2014)","2 persons","31.3"
"2014","Euro area - 18 countries (2014)","3 persons","16.1"
"2014","Euro area - 18 countries (2014)","4 persons","13.8"
"2014","Euro area - 18 countries (2014)","5 persons","3.9"
"2014","Euro area - 18 countries (2014)","6 persons or more","1.3"
"2014","Belgium","1 person","34.3"
"2014","Belgium","2 persons","31.3"
"2014","Belgium","3 persons","14.5"
"2014","Belgium","4 persons","13.4"
"2014","Belgium","5 persons","4.7"
"2014","Belgium","6 persons or more","1.8"
"2014","Bulgaria","1 person","24.2"
"2014","Bulgaria","2 persons","28.9"
"2014","Bulgaria","3 persons","21.3"
"2014","Bulgaria","4 persons","16.9"
"2014","Bulgaria","5 persons","5.1"
"2014","Bulgaria","6 persons or more","3.5"
"2014","Czechia","1 person","27.9"
"2014","Czechia","2 persons","32.5"
"2014","Czechia","3 persons","18.4"
"2014","Czechia","4 persons","16.2"
"2014","Czechia","5 persons","3.8"
"2014","Czechia","6 persons or more","1.2"
"2014","Denmark","1 person","45.2"
"2014","Denmark","2 persons","30.5"
"2014","Denmark","3 persons","10.1"
"2014","Denmark","4 persons","10.0"
"2014","Denmark","5 persons","3.6"
"2014","Denmark","6 persons or more","0.7"
"2014","Germany (until 1990 former territory of the FRG)","1 person","40.5"
"2014","Germany (until 1990 former territory of the FRG)","2 persons","34.6"
"2014","Germany (until 1990 former territory of the FRG)","3 persons","12.5"
"2014","Germany (until 1990 former territory of the FRG)","4 persons","9.2"
"2014","Germany (until 1990 former territory of the FRG)","5 persons","2.6"
"2014","Germany (until 1990 former territory of the FRG)","6 persons or more","0.8"
"2014","Estonia","1 person","36.0"
"2014","Estonia","2 persons","29.9"
"2014","Estonia","3 persons","16.1"
"2014","Estonia","4 persons","12.6"
"2014","Estonia","5 persons","3.7"
"2014","Estonia","6 persons or more","1.7"
"2014","Ireland","1 person","21.4"
"2014","Ireland","2 persons","30.0"
"2014","Ireland","3 persons","18.4"
"2014","Ireland","4 persons","18.2"
"2014","Ireland","5 persons","8.5"
"2014","Ireland","6 persons or more","3.5"
"2014","Greece","1 person","25.7"
"2014","Greece","2 persons","29.5"
"2014","Greece","3 persons","19.8"
"2014","Greece","4 persons","18.8"
"2014","Greece","5 persons","4.8"
"2014","Greece","6 persons or more","1.5"
"2014","Spain","1 person","24.6"
"2014","Spain","2 persons","30.6"
"2014","Spain","3 persons","21.1"
"2014","Spain","4 persons","17.8"
"2014","Spain","5 persons","4.5"
"2014","Spain","6 persons or more","1.4"
"2014","France","1 person","35.2"
"2014","France","2 persons","33.3"
"2014","France","3 persons","13.0"
"2014","France","4 persons","13.2"
"2014","France","5 persons","4.0"
"2014","France","6 persons or more","1.2"
"2014","Croatia","1 person","24.6"
"2014","Croatia","2 persons","25.6"
"2014","Croatia","3 persons","18.8"
"2014","Croatia","4 persons","17.3"
"2014","Croatia","5 persons","8.0"
"2014","Croatia","6 persons or more","5.7"
"2014","Italy","1 person","32.9"
"2014","Italy","2 persons","26.5"
"2014","Italy","3 persons","19.6"
"2014","Italy","4 persons","16.0"
"2014","Italy","5 persons","3.9"
"2014","Italy","6 persons or more","1.1"
"2014","Cyprus","1 person","20.8"
"2014","Cyprus","2 persons","33.3"
"2014","Cyprus","3 persons","16.8"
"2014","Cyprus","4 persons","16.5"
"2014","Cyprus","5 persons","8.4"
"2014","Cyprus","6 persons or more","4.3"
"2014","Latvia","1 person","32.2"
"2014","Latvia","2 persons","30.0"
"2014","Latvia","3 persons","18.4"
"2014","Latvia","4 persons","12.1"
"2014","Latvia","5 persons","4.6"
"2014","Latvia","6 persons or more","2.8"
"2014","Lithuania","1 person","36.0"
"2014","Lithuania","2 persons","28.2"
"2014","Lithuania","3 persons","16.2"
"2014","Lithuania","4 persons","14.3"
"2014","Lithuania","5 persons","3.6"
"2014","Lithuania","6 persons or more","1.7"
"2014","Luxembourg","1 person","33.3"
"2014","Luxembourg","2 persons","27.4"
"2014","Luxembourg","3 persons","16.0"
"2014","Luxembourg","4 persons","15.5"
"2014","Luxembourg","5 persons","5.6"
"2014","Luxembourg","6 persons or more","2.1"
"2014","Hungary","1 person","32.3"
"2014","Hungary","2 persons","30.5"
"2014","Hungary","3 persons","17.3"
"2014","Hungary","4 persons","12.9"
"2014","Hungary","5 persons","4.4"
"2014","Hungary","6 persons or more","2.7"
"2014","Malta","1 person","24.2"
"2014","Malta","2 persons","29.3"
"2014","Malta","3 persons","20.2"
"2014","Malta","4 persons","18.2"
