,country,continent,population,iso_code,new_tests_smoothed,new_tests_smoothed_per_thousand,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k
1536,El Salvador,North America,6486201,SLV,4.938,0.235,96.03,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1537,El Salvador,North America,6486201,SLV,5.185,0.241,96.03,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1538,El Salvador,North America,6486201,SLV,5.459,0.25,96.03,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1539,El Salvador,North America,6486201,SLV,,0.255,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1540,El Salvador,North America,6486201,SLV,5.752000000000002,0.26,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1541,El Salvador,North America,6486201,SLV,6.025,0.231,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1542,El Salvador,North America,6486201,SLV,6.636,0.279,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1543,El Salvador,North America,6486201,SLV,6.926,0.284,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1544,El Salvador,North America,6486201,SLV,7.22,0.29100000000000004,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1545,El Salvador,North America,6486201,SLV,7.541,0.297,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1546,El Salvador,North America,6486201,SLV,,0.301,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1547,El Salvador,North America,6486201,SLV,7.885,0.305,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1548,El Salvador,North America,6486201,SLV,8.235,0.316,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1549,El Salvador,North America,6486201,SLV,8.924,0.327,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1550,El Salvador,North America,6486201,SLV,9.303,0.339,100.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1551,El Salvador,North America,6486201,SLV,,,,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,8.87,2.5,18.8,1.3
1552,Equatorial Guinea,Africa,1402985,GNQ,,,,45.193999999999996,22.4,2.846,1.7519999999999998,22604.873,7.78,,,2.1
1553,Eritrea,Africa,3546427,ERI,,,,44.303999999999995,19.3,3.6069999999999998,2.171,1510.4589999999998,6.05,0.2,11.4,0.7
1554,Estonia,Europe,1326539,EST,,,,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1555,Estonia,Europe,1326539,EST,,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1556,Estonia,Europe,1326539,EST,0.004,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1557,Estonia,Europe,1326539,EST,0.01,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1558,Estonia,Europe,1326539,EST,0.017,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1559,Estonia,Europe,1326539,EST,0.027000000000000003,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1560,Estonia,Europe,1326539,EST,0.033,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1561,Estonia,Europe,1326539,EST,0.047,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1562,Estonia,Europe,1326539,EST,0.063,,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1563,Estonia,Europe,1326539,EST,0.085,0.011,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1564,Estonia,Europe,1326539,EST,0.112,0.014,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1565,Estonia,Europe,1326539,EST,0.139,0.017,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1566,Estonia,Europe,1326539,EST,0.192,0.023,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1567,Estonia,Europe,1326539,EST,0.214,0.026,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1568,Estonia,Europe,1326539,EST,0.229,0.026,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1569,Estonia,Europe,1326539,EST,0.277,0.031,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1570,Estonia,Europe,1326539,EST,0.32,0.034,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1571,Estonia,Europe,1326539,EST,0.369,0.037000000000000005,0.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1572,Estonia,Europe,1326539,EST,0.468,0.047,45.24,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1573,Estonia,Europe,1326539,EST,0.606,0.059,45.24,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1574,Estonia,Europe,1326539,EST,0.7290000000000001,0.07400000000000001,45.24,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1575,Estonia,Europe,1326539,EST,1.102,0.124,45.24,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1576,Estonia,Europe,1326539,EST,1.332,0.151,56.35,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1577,Estonia,Europe,1326539,EST,1.476,0.165,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1578,Estonia,Europe,1326539,EST,1.882,0.21600000000000005,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1579,Estonia,Europe,1326539,EST,2.147,0.24,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1580,Estonia,Europe,1326539,EST,2.442,0.262,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1581,Estonia,Europe,1326539,EST,2.923,0.314,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1582,Estonia,Europe,1326539,EST,3.043,0.277,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1583,Estonia,Europe,1326539,EST,3.4160000000000004,0.298,61.9,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1584,Estonia,Europe,1326539,EST,4.474,0.428,63.89,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1585,Estonia,Europe,1326539,EST,5.263,0.483,63.89,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1586,Estonia,Europe,1326539,EST,6.122000000000001,0.568,63.89,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1587,Estonia,Europe,1326539,EST,7.067,0.66,75.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1588,Estonia,Europe,1326539,EST,7.847,0.703,75.0,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1589,Estonia,Europe,1326539,EST,8.488,0.778,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1590,Estonia,Europe,1326539,EST,9.354,0.848,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1591,Estonia,Europe,1326539,EST,10.844,0.91,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1592,Estonia,Europe,1326539,EST,11.880999999999998,0.945,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1593,Estonia,Europe,1326539,EST,13.77,1.092,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1594,Estonia,Europe,1326539,EST,14.925,1.122,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1595,Estonia,Europe,1326539,EST,15.819,1.139,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1596,Estonia,Europe,1326539,EST,16.467,1.14,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1597,Estonia,Europe,1326539,EST,17.733,1.197,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1598,Estonia,Europe,1326539,EST,18.691,1.121,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1599,Estonia,Europe,1326539,EST,19.901,1.146,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1600,Estonia,Europe,1326539,EST,21.007,1.034,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1601,Estonia,Europe,1326539,EST,22.19,1.038,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1602,Estonia,Europe,1326539,EST,22.865,1.006,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1603,Estonia,Europe,1326539,EST,23.173,0.958,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1604,Estonia,Europe,1326539,EST,24.31,0.939,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1605,Estonia,Europe,1326539,EST,25.596,0.986,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1606,Estonia,Europe,1326539,EST,27.141,1.034,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1607,Estonia,Europe,1326539,EST,28.326,1.046,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1608,Estonia,Europe,1326539,EST,29.841,1.093,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1609,Estonia,Europe,1326539,EST,30.385,1.074,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1610,Estonia,Europe,1326539,EST,30.837,1.095,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1611,Estonia,Europe,1326539,EST,31.808000000000003,1.071,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1612,Estonia,Europe,1326539,EST,32.879,1.04,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1613,Estonia,Europe,1326539,EST,34.043,0.986,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1614,Estonia,Europe,1326539,EST,34.872,0.936,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1615,Estonia,Europe,1326539,EST,35.66300000000001,0.831,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1616,Estonia,Europe,1326539,EST,36.118,0.8190000000000001,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1617,Estonia,Europe,1326539,EST,36.472,0.805,80.29,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1618,Estonia,Europe,1326539,EST,37.307,0.7859999999999999,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1619,Estonia,Europe,1326539,EST,38.566,0.813,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1620,Estonia,Europe,1326539,EST,39.742,0.8140000000000001,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1621,Estonia,Europe,1326539,EST,40.516,0.807,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1622,Estonia,Europe,1326539,EST,41.039,0.768,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1623,Estonia,Europe,1326539,EST,41.592,0.782,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1624,Estonia,Europe,1326539,EST,42.027,0.794,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1625,Estonia,Europe,1326539,EST,43.27,0.852,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1626,Estonia,Europe,1326539,EST,44.43,0.838,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1627,Estonia,Europe,1326539,EST,45.589,0.835,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1628,Estonia,Europe,1326539,EST,46.551,0.862,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1629,Estonia,Europe,1326539,EST,47.267,0.89,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1630,Estonia,Europe,1326539,EST,47.757,0.88,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1631,Estonia,Europe,1326539,EST,48.202,0.882,66.4,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1632,Estonia,Europe,1326539,EST,48.965,0.813,63.76,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1633,Estonia,Europe,1326539,EST,49.81399999999999,0.769,63.76,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1634,Estonia,Europe,1326539,EST,50.599,0.715,63.76,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1635,Estonia,Europe,1326539,EST,51.327,0.682,63.76,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1636,Estonia,Europe,1326539,EST,51.893,0.6609999999999999,,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1637,Estonia,Europe,1326539,EST,52.404,0.664,,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1638,Estonia,Europe,1326539,EST,52.907,0.672,,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1639,Estonia,Europe,1326539,EST,53.855,0.6990000000000001,,31.033,42.7,19.452,13.491,29481.252,4.02,24.5,39.3,4.69
1640,Swaziland,Africa,1160164,SWZ,,,18.25,79.492,21.5,3.1630000000000003,1.845,7738.975,3.94,1.7,16.5,2.1
1641,Swaziland,Africa,1160164,SWZ,,,49.6,79.492,21.5,3.1630000000000003,1.845,7738.975,3.94,1.7,16.5,2.1
1642,Swaziland,Africa,1160164,SWZ,,,84.26,79.492,21.5,3.1630000000000003,1.845,7738.975,3.94,1.7,16.5,2.1
1643,Swaziland,Africa,1160164,SWZ,,,,79.492,21.5,3.1630000000000003,1.845,7738.975,3.94,1.7,16.5,2.1
1644,Ethiopia,Africa,114963583,ETH,,,0.0,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1645,Ethiopia,Africa,114963583,ETH,,,38.62,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1646,Ethiopia,Africa,114963583,ETH,0.001,,38.62,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1647,Ethiopia,Africa,114963583,ETH,0.003,,38.62,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1648,Ethiopia,Africa,114963583,ETH,,,41.4,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1649,Ethiopia,Africa,114963583,ETH,,0.001,41.4,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1650,Ethiopia,Africa,114963583,ETH,0.005,0.001,49.34,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1651,Ethiopia,Africa,114963583,ETH,,0.001,57.28,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1652,Ethiopia,Africa,114963583,ETH,0.006,0.001,57.28,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1653,Ethiopia,Africa,114963583,ETH,,0.001,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1654,Ethiopia,Africa,114963583,ETH,0.009000000000000001,0.001,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1655,Ethiopia,Africa,114963583,ETH,0.011,0.001,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1656,Ethiopia,Africa,114963583,ETH,0.016,0.001,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1657,Ethiopia,Africa,114963583,ETH,0.017,0.001,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1658,Ethiopia,Africa,114963583,ETH,0.02,0.002,65.22,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1659,Ethiopia,Africa,114963583,ETH,0.022,0.002,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1660,Ethiopia,Africa,114963583,ETH,0.024,0.002,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1661,Ethiopia,Africa,114963583,ETH,,0.002,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1662,Ethiopia,Africa,114963583,ETH,0.034,0.003,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1663,Ethiopia,Africa,114963583,ETH,0.036000000000000004,0.003,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1664,Ethiopia,Africa,114963583,ETH,0.04,0.003,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1665,Ethiopia,Africa,114963583,ETH,0.043,0.003,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1666,Ethiopia,Africa,114963583,ETH,0.047,0.003,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1667,Ethiopia,Africa,114963583,ETH,,0.004,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1668,Ethiopia,Africa,114963583,ETH,,0.005,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1669,Ethiopia,Africa,114963583,ETH,0.076,0.005,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1670,Ethiopia,Africa,114963583,ETH,,0.006,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1671,Ethiopia,Africa,114963583,ETH,0.093,0.006999999999999999,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1672,Ethiopia,Africa,114963583,ETH,0.102,0.006999999999999999,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1673,Ethiopia,Africa,114963583,ETH,0.11,0.006999999999999999,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1674,Ethiopia,Africa,114963583,ETH,,0.008,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1675,Ethiopia,Africa,114963583,ETH,0.127,0.008,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1676,Ethiopia,Africa,114963583,ETH,0.136,0.009000000000000001,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1677,Ethiopia,Africa,114963583,ETH,0.14300000000000002,0.008,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1678,Ethiopia,Africa,114963583,ETH,0.155,0.009000000000000001,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1679,Ethiopia,Africa,114963583,ETH,,0.01,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1680,Ethiopia,Africa,114963583,ETH,,0.011,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1681,Ethiopia,Africa,114963583,ETH,0.21,0.012,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1682,Ethiopia,Africa,114963583,ETH,,0.012,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1683,Ethiopia,Africa,114963583,ETH,0.231,0.013,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1684,Ethiopia,Africa,114963583,ETH,0.247,0.013,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1685,Ethiopia,Africa,114963583,ETH,0.264,0.014,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1686,Ethiopia,Africa,114963583,ETH,,0.014,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1687,Ethiopia,Africa,114963583,ETH,,0.015,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1688,Ethiopia,Africa,114963583,ETH,0.319,0.016,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1689,Ethiopia,Africa,114963583,ETH,0.34,0.017,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1690,Ethiopia,Africa,114963583,ETH,0.363,0.019,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1691,Ethiopia,Africa,114963583,ETH,0.394,0.021,76.19,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1692,Ethiopia,Africa,114963583,ETH,,0.023,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1693,Ethiopia,Africa,114963583,ETH,,0.025,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1694,Ethiopia,Africa,114963583,ETH,,0.026,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1695,Ethiopia,Africa,114963583,ETH,0.513,0.028,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1696,Ethiopia,Africa,114963583,ETH,0.542,0.029,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1697,Ethiopia,Africa,114963583,ETH,,,,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,7.47,0.4,8.5,0.3
1698,Falkland Islands,South America,3483,FLK,,,,,,,,,,,,
1699,Faeroe Islands,Europe,48865,FRO,,,,35.308,,,,,,,,
1700,Fiji,Oceania,896444,FJI,,,,49.562,28.6,6.224,3.284,8702.975,14.49,10.2,34.8,2.3
1701,Finland,Europe,5540718,FIN,,,,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1702,Finland,Europe,5540718,FIN,,,0.0,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1703,Finland,Europe,5540718,FIN,,,7.14,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1704,Finland,Europe,5540718,FIN,,,15.47,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1705,Finland,Europe,5540718,FIN,0.002,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1706,Finland,Europe,5540718,FIN,0.066,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1707,Finland,Europe,5540718,FIN,0.069,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1708,Finland,Europe,5540718,FIN,0.07200000000000001,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1709,Finland,Europe,5540718,FIN,,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1710,Finland,Europe,5540718,FIN,0.081,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1711,Finland,Europe,5540718,FIN,0.096,,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1712,Finland,Europe,5540718,FIN,0.111,0.016,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1713,Finland,Europe,5540718,FIN,0.13,0.009000000000000001,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1714,Finland,Europe,5540718,FIN,0.133,0.009000000000000001,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1715,Finland,Europe,5540718,FIN,0.136,0.009000000000000001,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1716,Finland,Europe,5540718,FIN,0.158,0.012,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1717,Finland,Europe,5540718,FIN,0.181,0.014,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1718,Finland,Europe,5540718,FIN,0.21,0.016,19.44,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1719,Finland,Europe,5540718,FIN,0.273,0.023,43.51,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1720,Finland,Europe,5540718,FIN,0.34700000000000003,0.031,47.48,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1721,Finland,Europe,5540718,FIN,0.455,0.046,47.48,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1722,Finland,Europe,5540718,FIN,0.5710000000000001,0.062,47.48,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1723,Finland,Europe,5540718,FIN,0.7170000000000001,0.08,71.55,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
1724,Finland,Europe,5540718,FIN,0.919,0.105,71.55,18.136,42.8,21.228,13.264000000000001,40585.721,5.76,18.3,22.6,3.28
