,country,date,fatal,confirmed,recovered,iso_code
0,Afghanistan,2020-01-22,0,0,0,AFG
1,Afghanistan,2020-01-23,0,0,0,AFG
2,Afghanistan,2020-01-24,0,0,0,AFG
3,Afghanistan,2020-01-25,0,0,0,AFG
4,Afghanistan,2020-01-26,0,0,0,AFG
5,Afghanistan,2020-01-27,0,0,0,AFG
6,Afghanistan,2020-01-28,0,0,0,AFG
7,Afghanistan,2020-01-29,0,0,0,AFG
8,Afghanistan,2020-01-30,0,0,0,AFG
9,Afghanistan,2020-01-31,0,0,0,AFG
10,Afghanistan,2020-02-01,0,0,0,AFG
11,Afghanistan,2020-02-02,0,0,0,AFG
12,Afghanistan,2020-02-03,0,0,0,AFG
13,Afghanistan,2020-02-04,0,0,0,AFG
14,Afghanistan,2020-02-05,0,0,0,AFG
15,Afghanistan,2020-02-06,0,0,0,AFG
16,Afghanistan,2020-02-07,0,0,0,AFG
17,Afghanistan,2020-02-08,0,0,0,AFG
18,Afghanistan,2020-02-09,0,0,0,AFG
19,Afghanistan,2020-02-10,0,0,0,AFG
20,Afghanistan,2020-02-11,0,0,0,AFG
21,Afghanistan,2020-02-12,0,0,0,AFG
22,Afghanistan,2020-02-13,0,0,0,AFG
23,Afghanistan,2020-02-14,0,0,0,AFG
24,Afghanistan,2020-02-15,0,0,0,AFG
25,Afghanistan,2020-02-16,0,0,0,AFG
26,Afghanistan,2020-02-17,0,0,0,AFG
27,Afghanistan,2020-02-18,0,0,0,AFG
28,Afghanistan,2020-02-19,0,0,0,AFG
29,Afghanistan,2020-02-20,0,0,0,AFG
30,Afghanistan,2020-02-21,0,0,0,AFG
31,Afghanistan,2020-02-22,0,0,0,AFG
32,Afghanistan,2020-02-23,0,0,0,AFG
33,Afghanistan,2020-02-24,0,1,0,AFG
34,Afghanistan,2020-02-25,0,1,0,AFG
35,Afghanistan,2020-02-26,0,1,0,AFG
36,Afghanistan,2020-02-27,0,1,0,AFG
37,Afghanistan,2020-02-28,0,1,0,AFG
38,Afghanistan,2020-02-29,0,1,0,AFG
39,Afghanistan,2020-03-01,0,1,0,AFG
40,Afghanistan,2020-03-02,0,1,0,AFG
41,Afghanistan,2020-03-03,0,1,0,AFG
42,Afghanistan,2020-03-04,0,1,0,AFG
43,Afghanistan,2020-03-05,0,1,0,AFG
44,Afghanistan,2020-03-06,0,1,0,AFG
45,Afghanistan,2020-03-07,0,1,0,AFG
46,Afghanistan,2020-03-08,0,4,0,AFG
47,Afghanistan,2020-03-09,0,4,0,AFG
48,Afghanistan,2020-03-10,0,5,0,AFG
49,Afghanistan,2020-03-11,0,7,0,AFG
50,Afghanistan,2020-03-12,0,7,0,AFG
51,Afghanistan,2020-03-13,0,7,0,AFG
52,Afghanistan,2020-03-14,0,11,0,AFG
53,Afghanistan,2020-03-15,0,16,0,AFG
54,Afghanistan,2020-03-16,0,21,1,AFG
55,Afghanistan,2020-03-17,0,22,1,AFG
56,Afghanistan,2020-03-18,0,22,1,AFG
57,Afghanistan,2020-03-19,0,22,1,AFG
58,Afghanistan,2020-03-20,0,24,1,AFG
59,Afghanistan,2020-03-21,0,24,1,AFG
60,Afghanistan,2020-03-22,1,40,1,AFG
61,Afghanistan,2020-03-23,1,40,1,AFG
62,Afghanistan,2020-03-24,1,74,1,AFG
63,Afghanistan,2020-03-25,2,84,2,AFG
64,Afghanistan,2020-03-26,4,94,2,AFG
65,Afghanistan,2020-03-27,4,110,2,AFG
66,Afghanistan,2020-03-28,4,110,2,AFG
67,Afghanistan,2020-03-29,4,120,2,AFG
68,Afghanistan,2020-03-30,4,170,2,AFG
69,Afghanistan,2020-03-31,4,174,5,AFG
70,Afghanistan,2020-04-01,4,237,5,AFG
71,Afghanistan,2020-04-02,6,273,10,AFG
72,Afghanistan,2020-04-03,6,281,10,AFG
73,Afghanistan,2020-04-04,7,299,10,AFG
74,Afghanistan,2020-04-05,7,349,15,AFG
75,Afghanistan,2020-04-06,11,367,18,AFG
76,Afghanistan,2020-04-07,14,423,18,AFG
77,Afghanistan,2020-04-08,14,444,29,AFG
78,Afghanistan,2020-04-09,15,484,32,AFG
79,Afghanistan,2020-04-10,15,521,32,AFG
80,Afghanistan,2020-04-11,18,555,32,AFG
81,Afghanistan,2020-04-12,18,607,32,AFG
82,Afghanistan,2020-04-13,21,665,32,AFG
83,Afghanistan,2020-04-14,23,714,40,AFG
84,Afghanistan,2020-04-15,25,784,43,AFG
85,Afghanistan,2020-04-16,30,840,54,AFG
86,Afghanistan,2020-04-17,30,906,99,AFG
87,Afghanistan,2020-04-18,30,933,112,AFG
88,Afghanistan,2020-04-19,33,996,131,AFG
89,Afghanistan,2020-04-20,36,1026,135,AFG
90,Afghanistan,2020-04-21,36,1092,150,AFG
91,Afghanistan,2020-04-22,40,1176,166,AFG
92,Afghanistan,2020-04-23,42,1279,179,AFG
93,Afghanistan,2020-04-24,43,1351,188,AFG
94,Afghanistan,2020-04-25,47,1463,188,AFG
95,Afghanistan,2020-04-26,50,1531,207,AFG
96,Afghanistan,2020-04-27,57,1703,220,AFG
97,Afghanistan,2020-04-28,58,1828,228,AFG
98,Afghanistan,2020-04-29,60,1939,252,AFG
99,Afghanistan,2020-04-30,64,2171,260,AFG
100,Afghanistan,2020-05-01,68,2335,310,AFG
101,Afghanistan,2020-05-02,72,2469,331,AFG
102,Afghanistan,2020-05-03,85,2704,345,AFG
103,Afghanistan,2020-05-04,90,2894,397,AFG
104,Afghanistan,2020-05-05,95,3224,421,AFG
105,Afghanistan,2020-05-06,104,3392,458,AFG
106,Afghanistan,2020-05-07,106,3563,468,AFG
107,Afghanistan,2020-05-08,109,3778,472,AFG
108,Afghanistan,2020-05-09,115,4033,502,AFG
109,Afghanistan,2020-05-10,120,4402,558,AFG
110,Afghanistan,2020-05-11,122,4687,558,AFG
111,Afghanistan,2020-05-12,127,4963,610,AFG
112,Afghanistan,2020-05-13,132,5226,648,AFG
113,Afghanistan,2020-05-14,136,5639,691,AFG
114,Afghanistan,2020-05-15,153,6053,745,AFG
115,Afghanistan,2020-05-16,168,6402,745,AFG
116,Afghanistan,2020-05-17,169,6664,778,AFG
117,Namibia,2020-01-22,0,0,0,NAM
118,Namibia,2020-01-23,0,0,0,NAM
119,Namibia,2020-01-24,0,0,0,NAM
120,Namibia,2020-01-25,0,0,0,NAM
121,Namibia,2020-01-26,0,0,0,NAM
122,Namibia,2020-01-27,0,0,0,NAM
123,Namibia,2020-01-28,0,0,0,NAM
124,Namibia,2020-01-29,0,0,0,NAM
125,Namibia,2020-01-30,0,0,0,NAM
126,Namibia,2020-01-31,0,0,0,NAM
127,Namibia,2020-02-01,0,0,0,NAM
128,Namibia,2020-02-02,0,0,0,NAM
129,Namibia,2020-02-03,0,0,0,NAM
130,Namibia,2020-02-04,0,0,0,NAM
131,Namibia,2020-02-05,0,0,0,NAM
132,Namibia,2020-02-06,0,0,0,NAM
133,Namibia,2020-02-07,0,0,0,NAM
134,Namibia,2020-02-08,0,0,0,NAM
135,Namibia,2020-02-09,0,0,0,NAM
136,Namibia,2020-02-10,0,0,0,NAM
137,Namibia,2020-02-11,0,0,0,NAM
138,Namibia,2020-02-12,0,0,0,NAM
139,Namibia,2020-02-13,0,0,0,NAM
140,Namibia,2020-02-14,0,0,0,NAM
141,Namibia,2020-02-15,0,0,0,NAM
142,Namibia,2020-02-16,0,0,0,NAM
143,Namibia,2020-02-17,0,0,0,NAM
144,Namibia,2020-02-18,0,0,0,NAM
145,Namibia,2020-02-19,0,0,0,NAM
146,Namibia,2020-02-20,0,0,0,NAM
147,Namibia,2020-02-21,0,0,0,NAM
148,Namibia,2020-02-22,0,0,0,NAM
149,Namibia,2020-02-23,0,0,0,NAM
150,Namibia,2020-02-24,0,0,0,NAM
151,Namibia,2020-02-25,0,0,0,NAM
152,Namibia,2020-02-26,0,0,0,NAM
153,Namibia,2020-02-27,0,0,0,NAM
154,Namibia,2020-02-28,0,0,0,NAM
155,Namibia,2020-02-29,0,0,0,NAM
156,Namibia,2020-03-01,0,0,0,NAM
157,Namibia,2020-03-02,0,0,0,NAM
158,Namibia,2020-03-03,0,0,0,NAM
159,Namibia,2020-03-04,0,0,0,NAM
160,Namibia,2020-03-05,0,0,0,NAM
161,Namibia,2020-03-06,0,0,0,NAM
162,Namibia,2020-03-07,0,0,0,NAM
163,Namibia,2020-03-08,0,0,0,NAM
164,Namibia,2020-03-09,0,0,0,NAM
165,Namibia,2020-03-10,0,0,0,NAM
166,Namibia,2020-03-11,0,0,0,NAM
167,Namibia,2020-03-12,0,0,0,NAM
168,Namibia,2020-03-13,0,0,0,NAM
169,Namibia,2020-03-14,0,2,0,NAM
170,Namibia,2020-03-15,0,2,0,NAM
171,Namibia,2020-03-16,0,2,0,NAM
172,Namibia,2020-03-17,0,2,0,NAM
173,Namibia,2020-03-18,0,2,0,NAM
174,Namibia,2020-03-19,0,3,0,NAM
175,Namibia,2020-03-20,0,3,0,NAM
176,Namibia,2020-03-21,0,3,0,NAM
177,Namibia,2020-03-22,0,3,0,NAM
178,Namibia,2020-03-23,0,4,0,NAM
179,Namibia,2020-03-24,0,7,2,NAM
180,Namibia,2020-03-25,0,7,2,NAM
181,Namibia,2020-03-26,0,8,2,NAM
182,Namibia,2020-03-27,0,8,2,NAM
183,Namibia,2020-03-28,0,8,2,NAM
184,Namibia,2020-03-29,0,11,2,NAM
185,Namibia,2020-03-30,0,11,2,NAM
186,Namibia,2020-03-31,0,11,2,NAM
187,Namibia,2020-04-01,0,14,2,NAM
188,Namibia,2020-04-02,0,14,3,NAM
189,Namibia,2020-04-03,0,14,3,NAM
190,Namibia,2020-04-04,0,14,3,NAM
191,Namibia,2020-04-05,0,16,3,NAM
192,Namibia,2020-04-06,0,16,3,NAM
193,Namibia,2020-04-07,0,16,3,NAM
194,Namibia,2020-04-08,0,16,3,NAM
195,Namibia,2020-04-09,0,16,3,NAM
196,Namibia,2020-04-10,0,16,3,NAM
197,Namibia,2020-04-11,0,16,3,NAM
198,Namibia,2020-04-12,0,16,3,NAM
199,Namibia,2020-04-13,0,16,3,NAM
200,Namibia,2020-04-14,0,16,3,NAM
201,Namibia,2020-04-15,0,16,3,NAM
202,Namibia,2020-04-16,0,16,4,NAM
203,Namibia,2020-04-17,0,16,4,NAM
204,Namibia,2020-04-18,0,16,6,NAM
205,Namibia,2020-04-19,0,16,6,NAM
206,Namibia,2020-04-20,0,16,6,NAM
207,Namibia,2020-04-21,0,16,6,NAM
208,Namibia,2020-04-22,0,16,6,NAM
209,Namibia,2020-04-23,0,16,7,NAM
210,Namibia,2020-04-24,0,16,7,NAM
211,Namibia,2020-04-25,0,16,7,NAM
212,Namibia,2020-04-26,0,16,8,NAM
213,Namibia,2020-04-27,0,16,8,NAM
214,Namibia,2020-04-28,0,16,8,NAM
215,Namibia,2020-04-29,0,16,8,NAM
216,Namibia,2020-04-30,0,16,8,NAM
217,Namibia,2020-05-01,0,16,8,NAM
218,Namibia,2020-05-02,0,16,8,NAM
219,Namibia,2020-05-03,0,16,8,NAM
220,Namibia,2020-05-04,0,16,8,NAM
221,Namibia,2020-05-05,0,16,8,NAM
222,Namibia,2020-05-06,0,16,8,NAM
223,Namibia,2020-05-07,0,16,9,NAM
224,Namibia,2020-05-08,0,16,9,NAM
225,Namibia,2020-05-09,0,16,10,NAM
226,Namibia,2020-05-10,0,16,11,NAM
227,Namibia,2020-05-11,0,16,11,NAM
228,Namibia,2020-05-12,0,16,11,NAM
229,Namibia,2020-05-13,0,16,11,NAM
230,Namibia,2020-05-14,0,16,12,NAM
231,Namibia,2020-05-15,0,16,13,NAM
232,Namibia,2020-05-16,0,16,13,NAM
233,Namibia,2020-05-17,0,16,13,NAM
234,Nepal,2020-01-22,0,0,0,NPL
235,Nepal,2020-01-23,0,0,0,NPL
236,Nepal,2020-01-24,0,0,0,NPL
237,Nepal,2020-01-25,0,1,0,NPL
238,Nepal,2020-01-26,0,1,0,NPL
239,Nepal,2020-01-27,0,1,0,NPL
240,Nepal,2020-01-28,0,1,0,NPL
241,Nepal,2020-01-29,0,1,0,NPL
242,Nepal,2020-01-30,0,1,0,NPL
243,Nepal,2020-01-31,0,1,0,NPL
244,Nepal,2020-02-01,0,1,0,NPL
245,Nepal,2020-02-02,0,1,0,NPL
246,Nepal,2020-02-03,0,1,0,NPL
247,Nepal,2020-02-04,0,1,0,NPL
248,Nepal,2020-02-05,0,1,0,NPL
249,Nepal,2020-02-06,0,1,0,NPL
250,Nepal,2020-02-07,0,1,0,NPL
251,Nepal,2020-02-08,0,1,0,NPL
252,Nepal,2020-02-09,0,1,0,NPL
253,Nepal,2020-02-10,0,1,0,NPL
254,Nepal,2020-02-11,0,1,0,NPL
255,Nepal,2020-02-12,0,1,1,NPL
256,Nepal,2020-02-13,0,1,1,NPL
257,Nepal,2020-02-14,0,1,1,NPL
258,Nepal,2020-02-15,0,1,1,NPL
259,Nepal,2020-02-16,0,1,1,NPL
260,Nepal,2020-02-17,0,1,1,NPL
261,Nepal,2020-02-18,0,1,1,NPL
262,Nepal,2020-02-19,0,1,1,NPL
263,Nepal,2020-02-20,0,1,1,NPL
264,Nepal,2020-02-21,0,1,1,NPL
265,Nepal,2020-02-22,0,1,1,NPL
266,Nepal,2020-02-23,0,1,1,NPL
267,Nepal,2020-02-24,0,1,1,NPL
268,Nepal,2020-02-25,0,1,1,NPL
269,Nepal,2020-02-26,0,1,1,NPL
270,Nepal,2020-02-27,0,1,1,NPL
271,Nepal,2020-02-28,0,1,1,NPL
272,Nepal,2020-02-29,0,1,1,NPL
273,Nepal,2020-03-01,0,1,1,NPL
274,Nepal,2020-03-02,0,1,1,NPL
275,Nepal,2020-03-03,0,1,1,NPL
276,Nepal,2020-03-04,0,1,1,NPL
277,Nepal,2020-03-05,0,1,1,NPL
278,Nepal,2020-03-06,0,1,1,NPL
279,Nepal,2020-03-07,0,1,1,NPL
280,Nepal,2020-03-08,0,1,1,NPL
281,Nepal,2020-03-09,0,1,1,NPL
282,Nepal,2020-03-10,0,1,1,NPL
283,Nepal,2020-03-11,0,1,1,NPL
284,Nepal,2020-03-12,0,1,1,NPL
285,Nepal,2020-03-13,0,1,1,NPL
286,Nepal,2020-03-14,0,1,1,NPL
287,Nepal,2020-03-15,0,1,1,NPL
288,Nepal,2020-03-16,0,1,1,NPL
289,Nepal,2020-03-17,0,1,1,NPL
290,Nepal,2020-03-18,0,1,1,NPL
291,Nepal,2020-03-19,0,1,1,NPL
292,Nepal,2020-03-20,0,1,1,NPL
293,Nepal,2020-03-21,0,1,1,NPL
294,Nepal,2020-03-22,0,1,1,NPL
295,Nepal,2020-03-23,0,2,1,NPL
296,Nepal,2020-03-24,0,2,1,NPL
297,Nepal,2020-03-25,0,3,1,NPL
298,Nepal,2020-03-26,0,3,1,NPL
299,Nepal,2020-03-27,0,4,1,NPL
300,Nepal,2020-03-28,0,5,1,NPL
301,Nepal,2020-03-29,0,5,1,NPL
302,Nepal,2020-03-30,0,5,1,NPL
303,Nepal,2020-03-31,0,5,1,NPL
304,Nepal,2020-04-01,0,5,1,NPL
305,Nepal,2020-04-02,0,6,1,NPL
306,Nepal,2020-04-03,0,6,1,NPL
307,Nepal,2020-04-04,0,9,1,NPL
308,Nepal,2020-04-05,0,9,1,NPL
309,Nepal,2020-04-06,0,9,1,NPL
310,Nepal,2020-04-07,0,9,1,NPL
311,Nepal,2020-04-08,0,9,1,NPL
312,Nepal,2020-04-09,0,9,1,NPL
313,Nepal,2020-04-10,0,9,1,NPL
314,Nepal,2020-04-11,0,9,1,NPL
315,Nepal,2020-04-12,0,12,1,NPL
316,Nepal,2020-04-13,0,14,1,NPL
317,Nepal,2020-04-14,0,16,1,NPL
318,Nepal,2020-04-15,0,16,1,NPL
319,Nepal,2020-04-16,0,16,2,NPL
320,Nepal,2020-04-17,0,30,2,NPL
321,Nepal,2020-04-18,0,31,2,NPL
322,Nepal,2020-04-19,0,31,4,NPL
323,Nepal,2020-04-20,0,31,4,NPL
324,Nepal,2020-04-21,0,43,4,NPL
325,Nepal,2020-04-22,0,45,7,NPL
326,Nepal,2020-04-23,0,48,10,NPL
327,Nepal,2020-04-24,0,49,11,NPL
328,Nepal,2020-04-25,0,49,12,NPL
329,Nepal,2020-04-26,0,52,16,NPL
330,Nepal,2020-04-27,0,52,16,NPL
331,Nepal,2020-04-28,0,54,16,NPL
332,Nepal,2020-04-29,0,57,16,NPL
333,Nepal,2020-04-30,0,57,16,NPL
334,Nepal,2020-05-01,0,59,16,NPL
335,Nepal,2020-05-02,0,59,16,NPL
336,Nepal,2020-05-03,0,75,16,NPL
337,Nepal,2020-05-04,0,75,16,NPL
338,Nepal,2020-05-05,0,82,16,NPL
339,Nepal,2020-05-06,0,99,22,NPL
340,Nepal,2020-05-07,0,101,22,NPL
341,Nepal,2020-05-08,0,102,31,NPL
342,Nepal,2020-05-09,0,110,31,NPL
343,Nepal,2020-05-10,0,110,31,NPL
344,Nepal,2020-05-11,0,134,33,NPL
345,Nepal,2020-05-12,0,217,33,NPL
346,Nepal,2020-05-13,0,250,35,NPL
347,Nepal,2020-05-14,0,249,35,NPL
348,Nepal,2020-05-15,0,267,36,NPL
349,Nepal,2020-05-16,1,291,36,NPL
350,Nepal,2020-05-17,2,295,36,NPL
351,Netherlands,2020-01-22,0,0,0,NLD
352,Netherlands,2020-01-23,0,0,0,NLD
353,Netherlands,2020-01-24,0,0,0,NLD
354,Netherlands,2020-01-25,0,0,0,NLD
355,Netherlands,2020-01-26,0,0,0,NLD
356,Netherlands,2020-01-27,0,0,0,NLD
357,Netherlands,2020-01-28,0,0,0,NLD
358,Netherlands,2020-01-29,0,0,0,NLD
359,Netherlands,2020-01-30,0,0,0,NLD
360,Netherlands,2020-01-31,0,0,0,NLD
361,Netherlands,2020-02-01,0,0,0,NLD
362,Netherlands,2020-02-02,0,0,0,NLD
363,Netherlands,2020-02-03,0,0,0,NLD
364,Netherlands,2020-02-04,0,0,0,NLD
365,Netherlands,2020-02-05,0,0,0,NLD
366,Netherlands,2020-02-06,0,0,0,NLD
367,Netherlands,2020-02-07,0,0,0,NLD
368,Netherlands,2020-02-08,0,0,0,NLD
369,Netherlands,2020-02-09,0,0,0,NLD
370,Netherlands,2020-02-10,0,0,0,NLD
371,Netherlands,2020-02-11,0,0,0,NLD
372,Netherlands,2020-02-12,0,0,0,NLD
373,Netherlands,2020-02-13,0,0,0,NLD
374,Netherlands,2020-02-14,0,0,0,NLD
375,Netherlands,2020-02-15,0,0,0,NLD
376,Netherlands,2020-02-16,0,0,0,NLD
377,Netherlands,2020-02-17,0,0,0,NLD
378,Netherlands,2020-02-18,0,0,0,NLD
379,Netherlands,2020-02-19,0,0,0,NLD
380,Netherlands,2020-02-20,0,0,0,NLD
381,Netherlands,2020-02-21,0,0,0,NLD
382,Netherlands,2020-02-22,0,0,0,NLD
383,Netherlands,2020-02-23,0,0,0,NLD
384,Netherlands,2020-02-24,0,0,0,NLD
385,Netherlands,2020-02-25,0,0,0,NLD
386,Netherlands,2020-02-26,0,0,0,NLD
387,Netherlands,2020-02-27,0,1,0,NLD
388,Netherlands,2020-02-28,0,1,0,NLD
389,Netherlands,2020-02-29,0,6,0,NLD
390,Netherlands,2020-03-01,0,10,0,NLD
391,Netherlands,2020-03-02,0,18,0,NLD
392,Netherlands,2020-03-03,0,24,0,NLD
393,Netherlands,2020-03-04,0,38,0,NLD
394,Netherlands,2020-03-05,0,82,0,NLD
395,Netherlands,2020-03-06,1,128,0,NLD
396,Netherlands,2020-03-07,1,188,0,NLD
397,Netherlands,2020-03-08,3,265,0,NLD
398,Netherlands,2020-03-09,3,321,0,NLD
399,Netherlands,2020-03-10,4,382,0,NLD
400,Netherlands,2020-03-11,5,503,0,NLD
401,Netherlands,2020-03-12,5,503,0,NLD
402,Netherlands,2020-03-13,10,806,0,NLD
403,Netherlands,2020-03-14,12,962,2,NLD
404,Netherlands,2020-03-15,20,1138,2,NLD
405,Netherlands,2020-03-16,24,1416,2,NLD
406,Netherlands,2020-03-17,43,1711,2,NLD
407,Netherlands,2020-03-18,58,2058,2,NLD
408,Netherlands,2020-03-19,77,2467,2,NLD
409,Netherlands,2020-03-20,107,3003,2,NLD
410,Netherlands,2020-03-21,137,3640,2,NLD
411,Netherlands,2020-03-22,180,4217,2,NLD
412,Netherlands,2020-03-23,214,4764,2,NLD
413,Netherlands,2020-03-24,277,5580,3,NLD
414,Netherlands,2020-03-25,357,6438,4,NLD
415,Netherlands,2020-03-26,435,7468,6,NLD
416,Netherlands,2020-03-27,547,8647,6,NLD
417,Netherlands,2020-03-28,640,9819,6,NLD
418,Netherlands,2020-03-29,772,10930,253,NLD
419,Netherlands,2020-03-30,865,11817,253,NLD
420,Netherlands,2020-03-31,1040,12667,253,NLD
421,Netherlands,2020-04-01,1175,13696,260,NLD
422,Netherlands,2020-04-02,1341,14788,260,NLD
423,Netherlands,2020-04-03,1490,15821,260,NLD
424,Netherlands,2020-04-04,1656,16727,262,NLD
425,Netherlands,2020-04-05,1771,17953,257,NLD
426,Netherlands,2020-04-06,1874,18926,258,NLD
427,Netherlands,2020-04-07,2108,19709,272,NLD
428,Netherlands,2020-04-08,2255,20682,272,NLD
429,Netherlands,2020-04-09,2403,21903,278,NLD
430,Netherlands,2020-04-10,2520,23249,287,NLD
431,Netherlands,2020-04-11,2653,24571,291,NLD
432,Netherlands,2020-04-12,2747,25746,295,NLD
433,Netherlands,2020-04-13,2833,26710,295,NLD
434,Netherlands,2020-04-14,2955,27580,297,NLD
435,Netherlands,2020-04-15,3145,28316,304,NLD
436,Netherlands,2020-04-16,3327,29383,311,NLD
437,Netherlands,2020-04-17,3471,30619,315,NLD
438,Netherlands,2020-04-18,3613,31766,317,NLD
439,Netherlands,2020-04-19,3697,32838,322,NLD
440,Netherlands,2020-04-20,3764,33588,322,NLD
441,Netherlands,2020-04-21,3929,34317,74,NLD
442,Netherlands,2020-04-22,4068,35032,101,NLD
443,Netherlands,2020-04-23,4192,35921,101,NLD
444,Netherlands,2020-04-24,4304,36729,102,NLD
445,Netherlands,2020-04-25,4424,37384,102,NLD
446,Netherlands,2020-04-26,4491,38040,117,NLD
447,Netherlands,2020-04-27,4534,38440,117,NLD
448,Netherlands,2020-04-28,4582,38612,117,NLD
449,Netherlands,2020-04-29,4727,38998,119,NLD
450,Netherlands,2020-04-30,4811,39512,125,NLD
451,Netherlands,2020-05-01,4909,39989,138,NLD
452,Netherlands,2020-05-02,5003,40434,138,NLD
453,Netherlands,2020-05-03,5072,40769,138,NLD
454,Netherlands,2020-05-04,5098,40968,138,NLD
455,Netherlands,2020-05-05,5185,41286,139,NLD
456,Netherlands,2020-05-06,5221,41518,146,NLD
457,Netherlands,2020-05-07,5306,41973,147,NLD
458,Netherlands,2020-05-08,5377,42292,147,NLD
459,Netherlands,2020-05-09,5441,42581,149,NLD
460,Netherlands,2020-05-10,5459,42826,149,NLD
461,Netherlands,2020-05-11,5475,42987,149,NLD
462,Netherlands,2020-05-12,5529,43183,149,NLD
463,Netherlands,2020-05-13,5581,43410,157,NLD
464,Netherlands,2020-05-14,5609,43680,159,NLD
465,Netherlands,2020-05-15,5662,43880,159,NLD
466,Netherlands,2020-05-16,5689,44070,167,NLD
467,Netherlands,2020-05-17,5699,44195,167,NLD
468,New Zealand,2020-01-22,0,0,0,NZL
469,New Zealand,2020-01-23,0,0,0,NZL
470,New Zealand,2020-01-24,0,0,0,NZL
471,New Zealand,2020-01-25,0,0,0,NZL
472,New Zealand,2020-01-26,0,0,0,NZL
473,New Zealand,2020-01-27,0,0,0,NZL
474,New Zealand,2020-01-28,0,0,0,NZL
475,New Zealand,2020-01-29,0,0,0,NZL
476,New Zealand,2020-01-30,0,0,0,NZL
477,New Zealand,2020-01-31,0,0,0,NZL
478,New Zealand,2020-02-01,0,0,0,NZL
479,New Zealand,2020-02-02,0,0,0,NZL
480,New Zealand,2020-02-03,0,0,0,NZL
481,New Zealand,2020-02-04,0,0,0,NZL
482,New Zealand,2020-02-05,0,0,0,NZL
483,New Zealand,2020-02-06,0,0,0,NZL
484,New Zealand,2020-02-07,0,0,0,NZL
485,New Zealand,2020-02-08,0,0,0,NZL
486,New Zealand,2020-02-09,0,0,0,NZL
487,New Zealand,2020-02-10,0,0,0,NZL
488,New Zealand,2020-02-11,0,0,0,NZL
489,New Zealand,2020-02-12,0,0,0,NZL
490,New Zealand,2020-02-13,0,0,0,NZL
491,New Zealand,2020-02-14,0,0,0,NZL
492,New Zealand,2020-02-15,0,0,0,NZL
493,New Zealand,2020-02-16,0,0,0,NZL
494,New Zealand,2020-02-17,0,0,0,NZL
495,New Zealand,2020-02-18,0,0,0,NZL
496,New Zealand,2020-02-19,0,0,0,NZL
497,New Zealand,2020-02-20,0,0,0,NZL
498,New Zealand,2020-02-21,0,0,0,NZL
499,New Zealand,2020-02-22,0,0,0,NZL
500,New Zealand,2020-02-23,0,0,0,NZL
501,New Zealand,2020-02-24,0,0,0,NZL
502,New Zealand,2020-02-25,0,0,0,NZL
503,New Zealand,2020-02-26,0,0,0,NZL
504,New Zealand,2020-02-27,0,0,0,NZL
505,New Zealand,2020-02-28,0,1,0,NZL
506,New Zealand,2020-02-29,0,1,0,NZL
507,New Zealand,2020-03-01,0,1,0,NZL
508,New Zealand,2020-03-02,0,1,0,NZL
509,New Zealand,2020-03-03,0,1,0,NZL
510,New Zealand,2020-03-04,0,3,0,NZL
511,New Zealand,2020-03-05,0,3,0,NZL
512,New Zealand,2020-03-06,0,4,0,NZL
513,New Zealand,2020-03-07,0,5,0,NZL
514,New Zealand,2020-03-08,0,5,0,NZL
515,New Zealand,2020-03-09,0,5,0,NZL
516,New Zealand,2020-03-10,0,5,0,NZL
517,New Zealand,2020-03-11,0,5,0,NZL
518,New Zealand,2020-03-12,0,5,0,NZL
519,New Zealand,2020-03-13,0,5,0,NZL
520,New Zealand,2020-03-14,0,6,0,NZL
521,New Zealand,2020-03-15,0,8,0,NZL
522,New Zealand,2020-03-16,0,8,0,NZL
523,New Zealand,2020-03-17,0,12,0,NZL
524,New Zealand,2020-03-18,0,20,0,NZL
525,New Zealand,2020-03-19,0,28,0,NZL
526,New Zealand,2020-03-20,0,39,0,NZL
527,New Zealand,2020-03-21,0,52,0,NZL
528,New Zealand,2020-03-22,0,102,0,NZL
529,New Zealand,2020-03-23,0,102,0,NZL
530,New Zealand,2020-03-24,0,155,12,NZL
531,New Zealand,2020-03-25,0,205,22,NZL
532,New Zealand,2020-03-26,0,283,27,NZL
533,New Zealand,2020-03-27,0,368,37,NZL
534,New Zealand,2020-03-28,0,451,50,NZL
535,New Zealand,2020-03-29,1,514,56,NZL
536,New Zealand,2020-03-30,1,589,63,NZL
537,New Zealand,2020-03-31,1,647,74,NZL
538,New Zealand,2020-04-01,1,708,83,NZL
539,New Zealand,2020-04-02,1,797,92,NZL
540,New Zealand,2020-04-03,1,868,103,NZL
541,New Zealand,2020-04-04,1,950,127,NZL
542,New Zealand,2020-04-05,1,1039,156,NZL
543,New Zealand,2020-04-06,1,1106,176,NZL
544,New Zealand,2020-04-07,1,1160,241,NZL
545,New Zealand,2020-04-08,1,1210,282,NZL
546,New Zealand,2020-04-09,1,1239,317,NZL
547,New Zealand,2020-04-10,2,1283,373,NZL
548,New Zealand,2020-04-11,4,1312,422,NZL
549,New Zealand,2020-04-12,4,1330,471,NZL
550,New Zealand,2020-04-13,5,1349,546,NZL
551,New Zealand,2020-04-14,9,1366,628,NZL
552,New Zealand,2020-04-15,9,1386,728,NZL
553,New Zealand,2020-04-16,9,1401,770,NZL
554,New Zealand,2020-04-17,11,1409,816,NZL
555,New Zealand,2020-04-18,11,1422,867,NZL
556,New Zealand,2020-04-19,12,1431,912,NZL
