,Year,Month,births,country,deaths
1369,2015,January,56.0,Cayman Islands,19.0
1370,2015,February,42.0,Cayman Islands,16.0
1371,2015,March,58.0,Cayman Islands,13.0
1372,2015,April,49.0,Cayman Islands,14.0
1373,2015,May,62.0,Cayman Islands,15.0
1374,2015,June,44.0,Cayman Islands,14.0
1375,2015,July,44.0,Cayman Islands,12.0
1376,2015,August,67.0,Cayman Islands,8.0
1377,2015,September,60.0,Cayman Islands,16.0
1378,2015,October,59.0,Cayman Islands,12.0
1379,2015,November,53.0,Cayman Islands,19.0
1380,2015,December,55.0,Cayman Islands,12.0
1381,2014,Total,711.0,Cayman Islands,163.0
1382,2014,January,57.0,Cayman Islands,13.0
1383,2014,February,57.0,Cayman Islands,12.0
1384,2014,March,54.0,Cayman Islands,8.0
1385,2014,April,53.0,Cayman Islands,11.0
1386,2014,May,45.0,Cayman Islands,11.0
1387,2014,June,51.0,Cayman Islands,14.0
1388,2014,July,57.0,Cayman Islands,15.0
1389,2014,August,59.0,Cayman Islands,13.0
1390,2014,September,67.0,Cayman Islands,20.0
1391,2014,October,76.0,Cayman Islands,11.0
1392,2014,November,63.0,Cayman Islands,18.0
1393,2014,December,72.0,Cayman Islands,17.0
1394,2013,Total,705.0,Cayman Islands,182.0
1395,2013,January,78.0,Cayman Islands,15.0
1396,2013,February,64.0,Cayman Islands,18.0
1397,2013,March,57.0,Cayman Islands,14.0
1398,2013,April,54.0,Cayman Islands,12.0
1399,2013,May,49.0,Cayman Islands,12.0
1400,2013,June,44.0,Cayman Islands,14.0
1401,2013,July,53.0,Cayman Islands,16.0
1402,2013,August,67.0,Cayman Islands,16.0
1403,2013,September,60.0,Cayman Islands,11.0
1404,2013,October,65.0,Cayman Islands,17.0
1405,2013,November,55.0,Cayman Islands,22.0
1406,2013,December,59.0,Cayman Islands,15.0
1407,2012,Total,765.0,Cayman Islands,184.0
1408,2012,January,60.0,Cayman Islands,18.0
1409,2012,February,52.0,Cayman Islands,17.0
1410,2012,March,59.0,Cayman Islands,15.0
1411,2012,April,64.0,Cayman Islands,16.0
1412,2012,May,64.0,Cayman Islands,12.0
1413,2012,June,44.0,Cayman Islands,13.0
1414,2012,July,73.0,Cayman Islands,16.0
1415,2012,August,79.0,Cayman Islands,21.0
1416,2012,September,64.0,Cayman Islands,14.0
1417,2012,October,73.0,Cayman Islands,16.0
1418,2012,November,63.0,Cayman Islands,12.0
1419,2012,December,70.0,Cayman Islands,14.0
1420,2011,Total,800.0,Cayman Islands,176.0
1421,2011,January,70.0,Cayman Islands,16.0
1422,2011,February,62.0,Cayman Islands,17.0
1423,2011,March,59.0,Cayman Islands,15.0
1424,2011,April,44.0,Cayman Islands,11.0
1425,2011,May,63.0,Cayman Islands,15.0
1426,2011,June,60.0,Cayman Islands,16.0
1427,2011,July,79.0,Cayman Islands,10.0
1428,2011,August,74.0,Cayman Islands,15.0
1429,2011,September,81.0,Cayman Islands,18.0
1430,2011,October,68.0,Cayman Islands,13.0
1431,2011,November,69.0,Cayman Islands,16.0
1432,2011,December,71.0,Cayman Islands,14.0
1433,2016,Total,231749.0,Chile,104026.0
1434,2016,January,20197.0,Chile,8398.0
1435,2016,February,19094.0,Chile,7438.0
1436,2016,March,21495.0,Chile,7806.0
1437,2016,April,19414.0,Chile,8119.0
1438,2016,May,19321.0,Chile,8744.0
1439,2016,June,19120.0,Chile,9439.0
1440,2016,July,19132.0,Chile,10732.0
1441,2016,August,19214.0,Chile,9695.0
1442,2016,September,19489.0,Chile,9245.0
1443,2016,October,18297.0,Chile,8555.0
1444,2016,November,18294.0,Chile,7980.0
1445,2016,December,18682.0,Chile,7875.0
1446,2015,Total,244670.0,Chile,103327.0
1447,2015,January,22271.0,Chile,8085.0
1448,2015,February,19739.0,Chile,7328.0
1449,2015,March,21701.0,Chile,7921.0
1450,2015,April,20524.0,Chile,7900.0
1451,2015,May,20369.0,Chile,8781.0
1452,2015,June,20180.0,Chile,9097.0
1453,2015,July,20318.0,Chile,9951.0
1454,2015,August,19953.0,Chile,9658.0
1455,2015,September,20873.0,Chile,9264.0
1456,2015,October,19773.0,Chile,8829.0
1457,2015,November,18985.0,Chile,8170.0
1458,2015,December,19984.0,Chile,8343.0
1459,2014,Total,250997.0,Chile,101960.0
1460,2014,January,22023.0,Chile,8139.0
1461,2014,February,19139.0,Chile,6887.0
1462,2014,March,21535.0,Chile,7596.0
1463,2014,April,20922.0,Chile,8149.0
1464,2014,May,20852.0,Chile,8416.0
1465,2014,June,20610.0,Chile,9551.0
1466,2014,July,21333.0,Chile,10821.0
1467,2014,August,20518.0,Chile,9174.0
1468,2014,September,21230.0,Chile,8658.0
1469,2014,October,21476.0,Chile,8409.0
1470,2014,November,20097.0,Chile,8097.0
1471,2014,December,21262.0,Chile,8063.0
1472,2013,Total,242005.0,Chile,99770.0
1473,2013,January,21302.0,Chile,8006.0
1474,2013,February,18755.0,Chile,7019.0
1475,2013,March,20586.0,Chile,7557.0
1476,2013,April,20375.0,Chile,7606.0
1477,2013,May,20301.0,Chile,8556.0
1478,2013,June,19753.0,Chile,8895.0
1479,2013,July,20267.0,Chile,9771.0
1480,2013,August,19799.0,Chile,9343.0
1481,2013,September,20420.0,Chile,8773.0
1482,2013,October,20444.0,Chile,8473.0
1483,2013,November,19422.0,Chile,7883.0
1484,2013,December,20581.0,Chile,7888.0
1485,2013,Unknown,0.0,Chile,0.0
1486,2012,Total,243635.0,Chile,98711.0
1487,2012,January,21118.0,Chile,7795.0
1488,2012,February,19972.0,Chile,6980.0
1489,2012,March,21474.0,Chile,7535.0
1490,2012,April,20586.0,Chile,7541.0
1491,2012,May,20732.0,Chile,8325.0
1492,2012,June,20125.0,Chile,8830.0
1493,2012,July,20441.0,Chile,10000.0
1494,2012,August,20309.0,Chile,9365.0
1495,2012,September,19856.0,Chile,8505.0
1496,2012,October,20293.0,Chile,8452.0
1497,2012,November,19116.0,Chile,7683.0
1498,2012,December,19613.0,Chile,7700.0
1499,2011,Total,247358.0,Chile,94985.0
1500,2011,January,21940.0,Chile,7771.0
1501,2011,February,19422.0,Chile,6553.0
1502,2011,March,22496.0,Chile,7095.0
1503,2011,April,20527.0,Chile,7346.0
1504,2011,May,20448.0,Chile,8176.0
1505,2011,June,20003.0,Chile,8580.0
1506,2011,July,19963.0,Chile,9408.0
1507,2011,August,20611.0,Chile,8860.0
1508,2011,September,21182.0,Chile,8195.0
1509,2011,October,20217.0,Chile,7738.0
1510,2011,November,20073.0,Chile,7504.0
1511,2011,December,20476.0,Chile,7759.0
1512,2010,Total,250643.0,Chile,97930.0
1513,2010,January,21644.0,Chile,7528.0
1514,2010,February,19111.0,Chile,7172.0
1515,2010,March,21638.0,Chile,7338.0
1516,2010,April,20411.0,Chile,7403.0
1517,2010,May,20723.0,Chile,8294.0
1518,2010,June,20499.0,Chile,8478.0
1519,2010,July,20663.0,Chile,9339.0
1520,2010,August,21117.0,Chile,9366.0
1521,2010,September,21715.0,Chile,9391.0
1522,2010,October,21180.0,Chile,8606.0
1523,2010,November,20150.0,Chile,7356.0
1524,2010,December,21792.0,Chile,7659.0
1525,2018,Total,53716.0,China,47400.0
1526,2018,Total,53716.0,China,2069.0
1527,2018,Total,5925.0,China,47400.0
1528,2018,Total,5925.0,China,2069.0
1529,2018,January,4926.0,China,4607.0
1530,2018,January,4926.0,China,188.0
1531,2018,January,547.0,China,4607.0
1532,2018,January,547.0,China,188.0
1533,2018,February,4165.0,China,4660.0
1534,2018,February,4165.0,China,170.0
1535,2018,February,420.0,China,4660.0
1536,2018,February,420.0,China,170.0
1537,2018,March,4248.0,China,4264.0
1538,2018,March,4248.0,China,165.0
1539,2018,March,447.0,China,4264.0
1540,2018,March,447.0,China,165.0
1541,2018,April,4190.0,China,3862.0
1542,2018,April,4190.0,China,156.0
1543,2018,April,437.0,China,3862.0
1544,2018,April,437.0,China,156.0
1545,2018,May,4469.0,China,3738.0
1546,2018,May,4469.0,China,163.0
1547,2018,May,505.0,China,3738.0
1548,2018,May,505.0,China,163.0
1549,2018,June,4334.0,China,3551.0
1550,2018,June,4334.0,China,157.0
1551,2018,June,499.0,China,3551.0
1552,2018,June,499.0,China,157.0
1553,2018,July,4271.0,China,3608.0
1554,2018,July,4271.0,China,180.0
1555,2018,July,542.0,China,3608.0
1556,2018,July,542.0,China,180.0
1557,2018,August,4499.0,China,3714.0
1558,2018,August,4499.0,China,174.0
1559,2018,August,508.0,China,3714.0
1560,2018,August,508.0,China,174.0
1561,2018,September,4570.0,China,3478.0
1562,2018,September,4570.0,China,164.0
1563,2018,September,502.0,China,3478.0
1564,2018,September,502.0,China,164.0
1565,2018,October,4619.0,China,3844.0
1566,2018,October,4619.0,China,177.0
1567,2018,October,478.0,China,3844.0
1568,2018,October,478.0,China,177.0
1569,2018,November,4783.0,China,3783.0
1570,2018,November,4783.0,China,177.0
1571,2018,November,533.0,China,3783.0
1572,2018,November,533.0,China,177.0
1573,2018,December,4642.0,China,4291.0
1574,2018,December,4642.0,China,198.0
1575,2018,December,507.0,China,4291.0
1576,2018,December,507.0,China,198.0
1577,2018,Unknown,0.0,China,0.0
1578,2017,Total,56548.0,China,46829.0
1579,2017,Total,56548.0,China,2120.0
1580,2017,Total,6529.0,China,46829.0
1581,2017,Total,6529.0,China,2120.0
1582,2017,January,5030.0,China,4203.0
1583,2017,January,5030.0,China,167.0
1584,2017,January,558.0,China,4203.0
1585,2017,January,558.0,China,167.0
1586,2017,February,4486.0,China,3917.0
1587,2017,February,4486.0,China,151.0
1588,2017,February,478.0,China,3917.0
1589,2017,February,478.0,China,151.0
1590,2017,March,4870.0,China,4183.0
1591,2017,March,4870.0,China,189.0
1592,2017,March,524.0,China,4183.0
1593,2017,March,524.0,China,189.0
1594,2017,April,4414.0,China,3785.0
1595,2017,April,4414.0,China,168.0
1596,2017,April,525.0,China,3785.0
1597,2017,April,525.0,China,168.0
1598,2017,May,4548.0,China,3819.0
1599,2017,May,4548.0,China,176.0
1600,2017,May,538.0,China,3819.0
1601,2017,May,538.0,China,176.0
1602,2017,June,4549.0,China,3710.0
1603,2017,June,4549.0,China,178.0
1604,2017,June,533.0,China,3710.0
1605,2017,June,533.0,China,178.0
1606,2017,July,4389.0,China,4176.0
1607,2017,July,4389.0,China,179.0
1608,2017,July,551.0,China,4176.0
1609,2017,July,551.0,China,179.0
1610,2017,August,4626.0,China,3872.0
1611,2017,August,4626.0,China,212.0
1612,2017,August,571.0,China,3872.0
1613,2017,August,571.0,China,212.0
1614,2017,September,4904.0,China,3500.0
1615,2017,September,4904.0,China,154.0
1616,2017,September,569.0,China,3500.0
1617,2017,September,569.0,China,154.0
1618,2017,October,5016.0,China,3789.0
1619,2017,October,5016.0,China,187.0
1620,2017,October,599.0,China,3789.0
1621,2017,October,599.0,China,187.0
1622,2017,November,4851.0,China,3605.0
1623,2017,November,4851.0,China,162.0
1624,2017,November,533.0,China,3605.0
1625,2017,November,533.0,China,162.0
1626,2017,December,4865.0,China,4270.0
1627,2017,December,4865.0,China,197.0
1628,2017,December,550.0,China,4270.0
1629,2017,December,550.0,China,197.0
1630,2017,Unknown,0.0,China,0.0
1631,2016,Total,60856.0,China,46905.0
1632,2016,Total,60856.0,China,2248.0
1633,2016,Total,7146.0,China,46905.0
1634,2016,Total,7146.0,China,2248.0
1635,2016,January,4988.0,China,4316.0
1636,2016,January,4988.0,China,250.0
1637,2016,January,544.0,China,4316.0
1638,2016,January,544.0,China,250.0
1639,2016,February,4706.0,China,4698.0
1640,2016,February,4706.0,China,203.0
1641,2016,February,547.0,China,4698.0
1642,2016,February,547.0,China,203.0
1643,2016,March,4951.0,China,4589.0
1644,2016,March,4951.0,China,205.0
1645,2016,March,573.0,China,4589.0
1646,2016,March,573.0,China,205.0
1647,2016,April,4826.0,China,4067.0
1648,2016,April,4826.0,China,185.0
1649,2016,April,521.0,China,4067.0
1650,2016,April,521.0,China,185.0
1651,2016,May,4889.0,China,3996.0
1652,2016,May,4889.0,China,206.0
1653,2016,May,584.0,China,3996.0
1654,2016,May,584.0,China,206.0
1655,2016,June,4881.0,China,3471.0
1656,2016,June,4881.0,China,175.0
1657,2016,June,534.0,China,3471.0
1658,2016,June,534.0,China,175.0
1659,2016,July,4722.0,China,3606.0
1660,2016,July,4722.0,China,198.0
1661,2016,July,644.0,China,3606.0
1662,2016,July,644.0,China,198.0
1663,2016,August,5171.0,China,3535.0
1664,2016,August,5171.0,China,148.0
1665,2016,August,607.0,China,3535.0
1666,2016,August,607.0,China,148.0
1667,2016,September,5408.0,China,3375.0
1668,2016,September,5408.0,China,140.0
1669,2016,September,635.0,China,3375.0
1670,2016,September,635.0,China,140.0
1671,2016,October,5397.0,China,3602.0
1672,2016,October,5397.0,China,157.0
1673,2016,October,630.0,China,3602.0
1674,2016,October,630.0,China,157.0
1675,2016,November,5519.0,China,3643.0
1676,2016,November,5519.0,China,191.0
1677,2016,November,693.0,China,3643.0
1678,2016,November,693.0,China,191.0
1679,2016,December,5398.0,China,4006.0
1680,2016,December,5398.0,China,190.0
1681,2016,December,634.0,China,4006.0
1682,2016,December,634.0,China,190.0
1683,2016,Unknown,0.0,China,1.0
1684,2015,Total,59878.0,China,46108.0
1685,2015,Total,59878.0,China,2002.0
1686,2015,Total,7055.0,China,46108.0
1687,2015,Total,7055.0,China,2002.0
1688,2015,January,5612.0,China,4838.0
1689,2015,January,5612.0,China,193.0
1690,2015,January,632.0,China,4838.0
1691,2015,January,632.0,China,193.0
1692,2015,February,4647.0,China,4329.0
1693,2015,February,4647.0,China,163.0
1694,2015,February,529.0,China,4329.0
1695,2015,February,529.0,China,163.0
1696,2015,March,4833.0,China,4197.0
1697,2015,March,4833.0,China,186.0
1698,2015,March,551.0,China,4197.0
1699,2015,March,551.0,China,186.0
1700,2015,April,4653.0,China,3720.0
1701,2015,April,4653.0,China,167.0
1702,2015,April,536.0,China,3720.0
1703,2015,April,536.0,China,167.0
1704,2015,May,4870.0,China,3792.0
1705,2015,May,4870.0,China,132.0
1706,2015,May,588.0,China,3792.0
1707,2015,May,588.0,China,132.0
1708,2015,June,4641.0,China,3684.0
1709,2015,June,4641.0,China,181.0
1710,2015,June,538.0,China,3684.0
1711,2015,June,538.0,China,181.0
1712,2015,July,4779.0,China,3665.0
1713,2015,July,4779.0,China,170.0
1714,2015,July,585.0,China,3665.0
1715,2015,July,585.0,China,170.0
1716,2015,August,4936.0,China,3519.0
1717,2015,August,4936.0,China,163.0
1718,2015,August,596.0,China,3519.0
1719,2015,August,596.0,China,163.0
1720,2015,September,5215.0,China,3418.0
1721,2015,September,5215.0,China,162.0
1722,2015,September,638.0,China,3418.0
1723,2015,September,638.0,China,162.0
1724,2015,October,5250.0,China,3678.0
1725,2015,October,5250.0,China,158.0
1726,2015,October,657.0,China,3678.0
1727,2015,October,657.0,China,158.0
1728,2015,November,5232.0,China,3302.0
1729,2015,November,5232.0,China,141.0
1730,2015,November,631.0,China,3302.0
1731,2015,November,631.0,China,141.0
1732,2015,December,5210.0,China,3966.0
1733,2015,December,5210.0,China,186.0
1734,2015,December,574.0,China,3966.0
1735,2015,December,574.0,China,186.0
1736,2015,Unknown,0.0,China,0.0
1737,2014,Total,62305.0,China,45087.0
1738,2014,Total,62305.0,China,1939.0
1739,2014,Total,7360.0,China,45087.0
1740,2014,Total,7360.0,China,1939.0
1741,2014,January,4937.0,China,4766.0
1742,2014,January,4937.0,China,214.0
1743,2014,January,557.0,China,4766.0
1744,2014,January,557.0,China,214.0
1745,2014,February,4604.0,China,4165.0
1746,2014,February,4604.0,China,158.0
1747,2014,February,525.0,China,4165.0
1748,2014,February,525.0,China,158.0
1749,2014,March,4839.0,China,4197.0
1750,2014,March,4839.0,China,178.0
1751,2014,March,555.0,China,4197.0
1752,2014,March,555.0,China,178.0
1753,2014,April,4823.0,China,3717.0
1754,2014,April,4823.0,China,165.0
1755,2014,April,524.0,China,3717.0
1756,2014,April,524.0,China,165.0
1757,2014,May,4920.0,China,3659.0
1758,2014,May,4920.0,China,173.0
1759,2014,May,560.0,China,3659.0
1760,2014,May,560.0,China,173.0
1761,2014,June,4917.0,China,3553.0
1762,2014,June,4917.0,China,139.0
1763,2014,June,582.0,China,3553.0
1764,2014,June,582.0,China,139.0
1765,2014,July,5057.0,China,3496.0
1766,2014,July,5057.0,China,130.0
1767,2014,July,645.0,China,3496.0
1768,2014,July,645.0,China,130.0
1769,2014,August,5209.0,China,3412.0
1770,2014,August,5209.0,China,158.0
1771,2014,August,652.0,China,3412.0
1772,2014,August,652.0,China,158.0
1773,2014,September,5651.0,China,3175.0
1774,2014,September,5651.0,China,137.0
1775,2014,September,674.0,China,3175.0
1776,2014,September,674.0,China,137.0
1777,2014,October,6065.0,China,3485.0
1778,2014,October,6065.0,China,160.0
1779,2014,October,712.0,China,3485.0
1780,2014,October,712.0,China,160.0
1781,2014,November,5606.0,China,3404.0
1782,2014,November,5606.0,China,141.0
1783,2014,November,729.0,China,3404.0
1784,2014,November,729.0,China,141.0
1785,2014,December,5677.0,China,4058.0
1786,2014,December,5677.0,China,186.0
1787,2014,December,645.0,China,4058.0
1788,2014,December,645.0,China,186.0
1789,2013,Total,57084.0,China,43397.0
1790,2013,Total,57084.0,China,1920.0
1791,2013,Total,6571.0,China,43397.0
1792,2013,Total,6571.0,China,1920.0
1793,2013,January,5346.0,China,4178.0
1794,2013,January,5346.0,China,182.0
1795,2013,January,585.0,China,4178.0
1796,2013,January,585.0,China,182.0
1797,2013,February,4139.0,China,3516.0
1798,2013,February,4139.0,China,153.0
1799,2013,February,474.0,China,3516.0
1800,2013,February,474.0,China,153.0
1801,2013,March,4578.0,China,3815.0
1802,2013,March,4578.0,China,158.0
1803,2013,March,550.0,China,3815.0
1804,2013,March,550.0,China,158.0
1805,2013,April,4346.0,China,3664.0
1806,2013,April,4346.0,China,143.0
1807,2013,April,453.0,China,3664.0
1808,2013,April,453.0,China,143.0
1809,2013,May,4480.0,China,3490.0
1810,2013,May,4480.0,China,164.0
1811,2013,May,548.0,China,3490.0
1812,2013,May,548.0,China,164.0
1813,2013,June,4404.0,China,3356.0
1814,2013,June,4404.0,China,138.0
1815,2013,June,523.0,China,3356.0
1816,2013,June,523.0,China,138.0
1817,2013,July,4662.0,China,3529.0
1818,2013,July,4662.0,China,151.0
1819,2013,July,519.0,China,3529.0
1820,2013,July,519.0,China,151.0
1821,2013,August,5017.0,China,3421.0
1822,2013,August,5017.0,China,151.0
1823,2013,August,594.0,China,3421.0
1824,2013,August,594.0,China,151.0
1825,2013,September,4966.0,China,3364.0
1826,2013,September,4966.0,China,152.0
1827,2013,September,569.0,China,3364.0
1828,2013,September,569.0,China,152.0
1829,2013,October,5147.0,China,3452.0
1830,2013,October,5147.0,China,180.0
1831,2013,October,582.0,China,3452.0
1832,2013,October,582.0,China,180.0
1833,2013,November,4991.0,China,3449.0
1834,2013,November,4991.0,China,164.0
1835,2013,November,582.0,China,3449.0
1836,2013,November,582.0,China,164.0
1837,2013,December,5008.0,China,4163.0
1838,2013,December,5008.0,China,184.0
1839,2013,December,592.0,China,4163.0
1840,2013,December,592.0,China,184.0
1841,2012,Total,91558.0,China,43917.0
1842,2012,Total,91558.0,China,1841.0
1843,2012,Total,7315.0,China,43917.0
1844,2012,Total,7315.0,China,1841.0
1845,2012,January,7582.0,China,4236.0
1846,2012,January,7582.0,China,175.0
1847,2012,January,562.0,China,4236.0
1848,2012,January,562.0,China,175.0
1849,2012,February,7100.0,China,4079.0
1850,2012,February,7100.0,China,154.0
1851,2012,February,485.0,China,4079.0
1852,2012,February,485.0,China,154.0
1853,2012,March,7678.0,China,4218.0
1854,2012,March,7678.0,China,189.0
1855,2012,March,531.0,China,4218.0
1856,2012,March,531.0,China,189.0
1857,2012,April,7071.0,China,3737.0
1858,2012,April,7071.0,China,167.0
1859,2012,April,490.0,China,3737.0
1860,2012,April,490.0,China,167.0
1861,2012,May,7623.0,China,3873.0
1862,2012,May,7623.0,China,155.0
1863,2012,May,599.0,China,3873.0
1864,2012,May,599.0,China,155.0
1865,2012,June,7526.0,China,3385.0
1866,2012,June,7526.0,China,150.0
1867,2012,June,566.0,China,3385.0
1868,2012,June,566.0,China,150.0
1869,2012,July,7534.0,China,3319.0
1870,2012,July,7534.0,China,130.0
1871,2012,July,575.0,China,3319.0
1872,2012,July,575.0,China,130.0
1873,2012,August,7948.0,China,3380.0
1874,2012,August,7948.0,China,154.0
1875,2012,August,618.0,China,3380.0
1876,2012,August,618.0,China,154.0
1877,2012,September,8164.0,China,3156.0
1878,2012,September,8164.0,China,123.0
1879,2012,September,780.0,China,3156.0
1880,2012,September,780.0,China,123.0
1881,2012,October,8599.0,China,3313.0
1882,2012,October,8599.0,China,132.0
1883,2012,October,797.0,China,3313.0
1884,2012,October,797.0,China,132.0
1885,2012,November,7791.0,China,3357.0
1886,2012,November,7791.0,China,155.0
1887,2012,November,680.0,China,3357.0
1888,2012,November,680.0,China,155.0
1889,2012,December,6942.0,China,3864.0
1890,2012,December,6942.0,China,157.0
1891,2012,December,632.0,China,3864.0
1892,2012,December,632.0,China,157.0
1893,2011,Total,95451.0,China,42346.0
1894,2011,Total,95451.0,China,1845.0
1895,2011,Total,5852.0,China,42346.0
1896,2011,Total,5852.0,China,1845.0
1897,2011,January,8115.0,China,4522.0
1898,2011,January,8115.0,China,207.0
1899,2011,January,422.0,China,4522.0
1900,2011,January,422.0,China,207.0
1901,2011,February,7184.0,China,3970.0
1902,2011,February,7184.0,China,147.0
1903,2011,February,374.0,China,3970.0
1904,2011,February,374.0,China,147.0
1905,2011,March,8143.0,China,3866.0
1906,2011,March,8143.0,China,161.0
1907,2011,March,478.0,China,3866.0
1908,2011,March,478.0,China,161.0
1909,2011,April,7694.0,China,3658.0
1910,2011,April,7694.0,China,147.0
1911,2011,April,430.0,China,3658.0
1912,2011,April,430.0,China,147.0
1913,2011,May,7925.0,China,3327.0
1914,2011,May,7925.0,China,130.0
1915,2011,May,468.0,China,3327.0
1916,2011,May,468.0,China,130.0
1917,2011,June,8051.0,China,3165.0
1918,2011,June,8051.0,China,131.0
1919,2011,June,455.0,China,3165.0
1920,2011,June,455.0,China,131.0
1921,2011,July,8128.0,China,3120.0
1922,2011,July,8128.0,China,140.0
1923,2011,July,473.0,China,3120.0
1924,2011,July,473.0,China,140.0
1925,2011,August,8531.0,China,3245.0
1926,2011,August,8531.0,China,173.0
1927,2011,August,482.0,China,3245.0
1928,2011,August,482.0,China,173.0
1929,2011,September,8099.0,China,3150.0
1930,2011,September,8099.0,China,161.0
1931,2011,September,518.0,China,3150.0
1932,2011,September,518.0,China,161.0
1933,2011,October,8352.0,China,3348.0
1934,2011,October,8352.0,China,129.0
1935,2011,October,595.0,China,3348.0
1936,2011,October,595.0,China,129.0
1937,2011,November,7816.0,China,3203.0
1938,2011,November,7816.0,China,131.0
1939,2011,November,591.0,China,3203.0
1940,2011,November,591.0,China,131.0
1941,2011,December,7413.0,China,3772.0
1942,2011,December,7413.0,China,188.0
1943,2011,December,566.0,China,3772.0
1944,2011,December,566.0,China,188.0
1945,2010,Total,88584.0,China,42194.0
1946,2010,Total,88584.0,China,1774.0
1947,2010,Total,5114.0,China,42194.0
1948,2010,Total,5114.0,China,1774.0
1949,2010,January,7116.0,China,4209.0
1950,2010,January,7116.0,China,171.0
1951,2010,January,432.0,China,4209.0
1952,2010,January,432.0,China,171.0
1953,2010,February,6324.0,China,3637.0
1954,2010,February,6324.0,China,133.0
1955,2010,February,377.0,China,3637.0
1956,2010,February,377.0,China,133.0
1957,2010,March,6937.0,China,3911.0
1958,2010,March,6937.0,China,162.0
1959,2010,March,381.0,China,3911.0
1960,2010,March,381.0,China,162.0
1961,2010,April,6363.0,China,3547.0
1962,2010,April,6363.0,China,157.0
1963,2010,April,359.0,China,3547.0
1964,2010,April,359.0,China,157.0
1965,2010,May,6564.0,China,3398.0
1966,2010,May,6564.0,China,155.0
1967,2010,May,395.0,China,3398.0
1968,2010,May,395.0,China,155.0
1969,2010,June,6879.0,China,3045.0
1970,2010,June,6879.0,China,137.0
1971,2010,June,368.0,China,3045.0
1972,2010,June,368.0,China,137.0
1973,2010,July,7319.0,China,3255.0
1974,2010,July,7319.0,China,143.0
1975,2010,July,403.0,China,3255.0
1976,2010,July,403.0,China,143.0
1977,2010,August,7788.0,China,3271.0
1978,2010,August,7788.0,China,128.0
1979,2010,August,462.0,China,3271.0
1980,2010,August,462.0,China,128.0
1981,2010,September,8193.0,China,3437.0
1982,2010,September,8193.0,China,150.0
1983,2010,September,516.0,China,3437.0
1984,2010,September,516.0,China,150.0
1985,2010,October,8281.0,China,3376.0
1986,2010,October,8281.0,China,149.0
1987,2010,October,461.0,China,3376.0
1988,2010,October,461.0,China,149.0
1989,2010,November,8442.0,China,3401.0
1990,2010,November,8442.0,China,140.0
1991,2010,November,493.0,China,3401.0
1992,2010,November,493.0,China,140.0
1993,2010,December,8378.0,China,3707.0
1994,2010,December,8378.0,China,149.0
1995,2010,December,467.0,China,3707.0
1996,2010,December,467.0,China,149.0
1997,2019,January,501.0,China,245.0
1998,2019,February,463.0,China,185.0
1999,2019,March,511.0,China,185.0
2000,2019,April,456.0,China,191.0
2001,2019,May,490.0,China,184.0
2002,2019,June,454.0,China,167.0
2003,2019,July,511.0,China,188.0
2004,2019,August,464.0,China,195.0
2005,2019,September,545.0,China,185.0
2006,2019,October,514.0,China,147.0
2007,2011,Unknown,0.0,China,0.0
2008,2014,Total,204.0,Cook Islands,113.0
2009,2014,January - March,49.0,Cook Islands,37.0
2010,2014,April - June,50.0,Cook Islands,27.0
2011,2014,July - September,57.0,Cook Islands,29.0
2012,2014,October - December,48.0,Cook Islands,20.0
2013,2013,Total,256.0,Cook Islands,115.0
2014,2013,January - March,61.0,Cook Islands,23.0
2015,2013,April - June,70.0,Cook Islands,25.0
2016,2013,July - September,67.0,Cook Islands,30.0
2017,2013,October - December,58.0,Cook Islands,37.0
2018,2019,January,5699.0,Costa Rica,2184.0
2019,2019,February,4903.0,Costa Rica,1737.0
2020,2019,March,5478.0,Costa Rica,1927.0
2021,2019,May,5336.0,Costa Rica,2044.0
2022,2019,June,5061.0,Costa Rica,2232.0
2023,2019,July,5267.0,Costa Rica,2056.0
2024,2019,August,5376.0,Costa Rica,1977.0
2025,2019,September,5641.0,Costa Rica,2029.0
2026,2018,Total,68479.0,Costa Rica,23786.0
2027,2018,January,5717.0,Costa Rica,1973.0
2028,2018,February,4854.0,Costa Rica,1773.0
2029,2018,March,5423.0,Costa Rica,1956.0
2030,2018,April,5404.0,Costa Rica,1870.0
2031,2018,May,5576.0,Costa Rica,2061.0
2032,2018,June,5484.0,Costa Rica,2013.0
2033,2018,July,5625.0,Costa Rica,1936.0
2034,2018,August,5908.0,Costa Rica,2017.0
2035,2018,September,6212.0,Costa Rica,2027.0
2036,2018,October,6399.0,Costa Rica,1971.0
2037,2018,November,5968.0,Costa Rica,1933.0
2038,2018,December,5909.0,Costa Rica,2256.0
2039,2017,Total,68816.0,Costa Rica,23251.0
2040,2017,January,5435.0,Costa Rica,2147.0
2041,2017,February,5046.0,Costa Rica,1639.0
2042,2017,March,5808.0,Costa Rica,1886.0
2043,2017,April,5751.0,Costa Rica,1827.0
2044,2017,May,5825.0,Costa Rica,1869.0
2045,2017,June,5528.0,Costa Rica,1818.0
2046,2017,July,5778.0,Costa Rica,1961.0
2047,2017,August,5702.0,Costa Rica,1965.0
2048,2017,September,6053.0,Costa Rica,1980.0
2049,2017,October,6074.0,Costa Rica,2042.0
2050,2017,November,6049.0,Costa Rica,2037.0
2051,2017,December,5767.0,Costa Rica,2080.0
2052,2016,Total,70004.0,Costa Rica,22603.0
2053,2016,January,5894.0,Costa Rica,1977.0
