,Year,Month,births,country,deaths
0,2017,Total,279.0,Islands,235.0
1,2017,January,25.0,Islands,17.0
2,2017,February,23.0,Islands,7.0
3,2017,March,19.0,Islands,24.0
4,2017,April,19.0,Islands,19.0
5,2017,May,26.0,Islands,12.0
6,2017,June,31.0,Islands,17.0
7,2017,July,21.0,Islands,29.0
8,2017,August,24.0,Islands,16.0
9,2017,September,24.0,Islands,23.0
10,2017,October,27.0,Islands,26.0
11,2017,November,16.0,Islands,22.0
12,2017,December,24.0,Islands,23.0
13,2016,Total,293.0,Islands,297.0
14,2016,January,18.0,Islands,16.0
15,2016,February,21.0,Islands,23.0
16,2016,March,24.0,Islands,37.0
17,2016,April,30.0,Islands,32.0
18,2016,May,29.0,Islands,22.0
19,2016,June,32.0,Islands,29.0
20,2016,July,23.0,Islands,24.0
21,2016,August,23.0,Islands,17.0
22,2016,September,27.0,Islands,25.0
23,2016,October,27.0,Islands,18.0
24,2016,November,18.0,Islands,30.0
25,2016,December,21.0,Islands,24.0
26,2015,Total,275.0,Islands,285.0
27,2015,January,20.0,Islands,26.0
28,2015,February,24.0,Islands,29.0
29,2015,March,20.0,Islands,28.0
30,2015,April,28.0,Islands,36.0
31,2015,May,25.0,Islands,26.0
32,2015,June,17.0,Islands,19.0
33,2015,July,15.0,Islands,12.0
34,2015,August,32.0,Islands,24.0
35,2015,September,23.0,Islands,23.0
36,2015,October,20.0,Islands,19.0
37,2015,November,28.0,Islands,23.0
38,2015,December,23.0,Islands,20.0
39,2014,Total,282.0,Islands,251.0
40,2014,January,16.0,Islands,26.0
41,2014,February,26.0,Islands,11.0
42,2014,March,22.0,Islands,19.0
43,2014,April,21.0,Islands,19.0
44,2014,May,18.0,Islands,22.0
45,2014,June,25.0,Islands,12.0
46,2014,July,32.0,Islands,17.0
47,2014,August,24.0,Islands,29.0
48,2014,September,33.0,Islands,26.0
49,2014,October,25.0,Islands,25.0
50,2014,November,24.0,Islands,17.0
51,2014,December,16.0,Islands,28.0
52,2013,Total,287.0,Islands,269.0
53,2013,January,23.0,Islands,26.0
54,2013,February,17.0,Islands,14.0
55,2013,March,28.0,Islands,19.0
56,2013,April,22.0,Islands,19.0
57,2013,May,32.0,Islands,29.0
58,2013,June,32.0,Islands,26.0
59,2013,July,19.0,Islands,18.0
60,2013,August,28.0,Islands,24.0
61,2013,September,27.0,Islands,17.0
62,2013,October,24.0,Islands,29.0
63,2013,November,19.0,Islands,20.0
64,2013,December,16.0,Islands,28.0
65,2012,Total,292.0,Islands,323.0
66,2012,January,29.0,Islands,35.0
67,2012,February,27.0,Islands,27.0
68,2012,March,25.0,Islands,32.0
69,2012,April,26.0,Islands,26.0
70,2012,May,23.0,Islands,19.0
71,2012,June,33.0,Islands,27.0
72,2012,July,26.0,Islands,30.0
73,2012,August,27.0,Islands,27.0
74,2012,September,18.0,Islands,18.0
75,2012,October,21.0,Islands,24.0
76,2012,November,23.0,Islands,25.0
77,2012,December,14.0,Islands,33.0
78,2017,Total,30869.0,Albania,22232.0
79,2017,January,2423.0,Albania,3129.0
80,2017,February,2169.0,Albania,1845.0
81,2017,March,2324.0,Albania,1817.0
82,2017,April,2231.0,Albania,1665.0
83,2017,May,2541.0,Albania,1660.0
84,2017,June,2711.0,Albania,1605.0
85,2017,July,2814.0,Albania,1788.0
86,2017,August,2827.0,Albania,1833.0
87,2017,September,2898.0,Albania,1482.0
88,2017,October,2803.0,Albania,1679.0
89,2017,November,2538.0,Albania,1716.0
90,2017,December,2590.0,Albania,2013.0
91,2016,Total,31733.0,Albania,21388.0
92,2016,January,2517.0,Albania,2065.0
93,2016,February,2274.0,Albania,1905.0
94,2016,March,2372.0,Albania,1910.0
95,2016,April,2269.0,Albania,1652.0
96,2016,May,2456.0,Albania,1716.0
97,2016,June,2640.0,Albania,1678.0
98,2016,July,2999.0,Albania,1643.0
99,2016,August,2946.0,Albania,1578.0
100,2016,September,3141.0,Albania,1459.0
101,2016,October,2882.0,Albania,1743.0
102,2016,November,2580.0,Albania,1855.0
103,2016,December,2657.0,Albania,2184.0
104,2013,Total,35750.0,Albania,20442.0
105,2013,January,2839.0,Albania,2037.0
106,2013,February,2408.0,Albania,1675.0
107,2013,March,2621.0,Albania,1960.0
108,2013,April,2450.0,Albania,1766.0
109,2013,May,2870.0,Albania,1618.0
110,2013,June,3062.0,Albania,1565.0
111,2013,July,3451.0,Albania,1551.0
112,2013,August,3258.0,Albania,1646.0
113,2013,September,3499.0,Albania,1481.0
114,2013,October,3429.0,Albania,1652.0
115,2013,November,2949.0,Albania,1570.0
116,2013,December,2914.0,Albania,1921.0
117,2017,Total,1001.0,American Samoa,310.0
118,2017,January,75.0,American Samoa,25.0
119,2017,February,90.0,American Samoa,19.0
120,2017,March,100.0,American Samoa,24.0
121,2017,April,79.0,American Samoa,19.0
122,2017,May,91.0,American Samoa,26.0
123,2017,June,66.0,American Samoa,31.0
124,2017,July,85.0,American Samoa,28.0
125,2017,August,85.0,American Samoa,25.0
126,2017,September,96.0,American Samoa,28.0
127,2017,October,59.0,American Samoa,31.0
128,2017,November,84.0,American Samoa,23.0
129,2017,December,91.0,American Samoa,31.0
130,2016,Total,1013.0,American Samoa,280.0
131,2016,January,90.0,American Samoa,28.0
132,2016,February,92.0,American Samoa,23.0
133,2016,March,80.0,American Samoa,27.0
134,2016,April,85.0,American Samoa,24.0
135,2016,May,118.0,American Samoa,44.0
136,2016,June,87.0,American Samoa,23.0
137,2016,July,80.0,American Samoa,14.0
138,2016,August,87.0,American Samoa,21.0
139,2016,September,74.0,American Samoa,21.0
140,2016,October,89.0,American Samoa,13.0
141,2016,November,64.0,American Samoa,27.0
142,2016,December,67.0,American Samoa,15.0
143,2015,Total,1096.0,American Samoa,314.0
144,2015,January,80.0,American Samoa,35.0
145,2015,February,88.0,American Samoa,22.0
146,2015,March,92.0,American Samoa,17.0
147,2015,April,100.0,American Samoa,24.0
148,2015,May,100.0,American Samoa,28.0
149,2015,June,107.0,American Samoa,23.0
150,2015,July,103.0,American Samoa,28.0
151,2015,August,87.0,American Samoa,20.0
152,2015,September,85.0,American Samoa,22.0
153,2015,October,81.0,American Samoa,37.0
154,2015,November,81.0,American Samoa,31.0
155,2015,December,92.0,American Samoa,27.0
156,2014,Total,1084.0,American Samoa,259.0
157,2014,January,94.0,American Samoa,24.0
158,2014,February,99.0,American Samoa,27.0
159,2014,March,96.0,American Samoa,14.0
160,2014,April,91.0,American Samoa,24.0
161,2014,May,98.0,American Samoa,26.0
162,2014,June,93.0,American Samoa,14.0
163,2014,July,92.0,American Samoa,26.0
164,2014,August,80.0,American Samoa,21.0
165,2014,September,97.0,American Samoa,14.0
166,2014,October,88.0,American Samoa,31.0
167,2014,November,87.0,American Samoa,15.0
168,2014,December,69.0,American Samoa,23.0
169,2013,Total,1161.0,American Samoa,270.0
170,2013,January,105.0,American Samoa,25.0
171,2013,February,97.0,American Samoa,35.0
172,2013,March,98.0,American Samoa,24.0
173,2013,April,102.0,American Samoa,21.0
174,2013,May,102.0,American Samoa,12.0
175,2013,June,97.0,American Samoa,24.0
176,2013,July,96.0,American Samoa,23.0
177,2013,August,91.0,American Samoa,20.0
178,2013,September,106.0,American Samoa,17.0
179,2013,October,94.0,American Samoa,24.0
180,2013,November,87.0,American Samoa,21.0
181,2013,December,86.0,American Samoa,24.0
182,2012,Total,1175.0,American Samoa,282.0
183,2012,January,94.0,American Samoa,26.0
184,2012,February,89.0,American Samoa,25.0
185,2012,March,91.0,American Samoa,25.0
186,2012,April,93.0,American Samoa,23.0
187,2012,May,96.0,American Samoa,22.0
188,2012,June,110.0,American Samoa,19.0
189,2012,July,126.0,American Samoa,29.0
190,2012,August,102.0,American Samoa,22.0
191,2012,September,81.0,American Samoa,26.0
192,2012,October,88.0,American Samoa,20.0
193,2012,November,104.0,American Samoa,28.0
194,2012,December,101.0,American Samoa,17.0
195,2011,Total,1287.0,American Samoa,283.0
196,2011,January,90.0,American Samoa,19.0
197,2011,February,97.0,American Samoa,33.0
198,2011,March,115.0,American Samoa,28.0
199,2011,April,116.0,American Samoa,27.0
200,2011,May,139.0,American Samoa,20.0
201,2011,June,104.0,American Samoa,17.0
202,2011,July,107.0,American Samoa,13.0
203,2011,August,102.0,American Samoa,23.0
204,2011,September,120.0,American Samoa,27.0
205,2011,October,97.0,American Samoa,29.0
206,2011,November,111.0,American Samoa,26.0
207,2011,December,89.0,American Samoa,21.0
208,2010,Total,1279.0,American Samoa,247.0
209,2010,January,110.0,American Samoa,26.0
210,2010,February,108.0,American Samoa,18.0
211,2010,March,125.0,American Samoa,23.0
212,2010,April,133.0,American Samoa,28.0
213,2010,May,125.0,American Samoa,21.0
214,2010,June,117.0,American Samoa,16.0
215,2010,July,112.0,American Samoa,16.0
216,2010,August,93.0,American Samoa,18.0
217,2010,September,94.0,American Samoa,11.0
218,2010,October,83.0,American Samoa,32.0
219,2010,November,93.0,American Samoa,16.0
220,2010,December,86.0,American Samoa,22.0
221,2015,Total,659.0,Andorra,282.0
222,2015,January,44.0,Andorra,22.0
223,2015,February,68.0,Andorra,25.0
224,2015,March,54.0,Andorra,29.0
225,2015,April,59.0,Andorra,26.0
226,2015,May,56.0,Andorra,26.0
227,2015,June,57.0,Andorra,16.0
228,2015,July,59.0,Andorra,27.0
229,2015,August,52.0,Andorra,18.0
230,2015,September,55.0,Andorra,25.0
231,2015,October,49.0,Andorra,25.0
232,2015,November,54.0,Andorra,16.0
233,2015,December,52.0,Andorra,27.0
234,2012,Total,737.0,Andorra,303.0
235,2012,January,59.0,Andorra,38.0
236,2012,February,64.0,Andorra,30.0
237,2012,March,71.0,Andorra,22.0
238,2012,April,62.0,Andorra,21.0
239,2012,May,77.0,Andorra,17.0
240,2012,June,54.0,Andorra,22.0
241,2012,July,62.0,Andorra,21.0
242,2012,August,59.0,Andorra,30.0
243,2012,September,51.0,Andorra,17.0
244,2012,October,62.0,Andorra,32.0
245,2012,November,59.0,Andorra,28.0
246,2012,December,57.0,Andorra,25.0
247,2011,Total,793.0,Andorra,275.0
248,2011,January,68.0,Andorra,17.0
249,2011,February,65.0,Andorra,17.0
250,2011,March,59.0,Andorra,25.0
251,2011,April,67.0,Andorra,23.0
252,2011,May,74.0,Andorra,32.0
253,2011,June,77.0,Andorra,33.0
254,2011,July,68.0,Andorra,11.0
255,2011,August,76.0,Andorra,17.0
256,2011,September,52.0,Andorra,26.0
257,2011,October,59.0,Andorra,19.0
258,2011,November,63.0,Andorra,34.0
259,2011,December,65.0,Andorra,21.0
260,2010,Total,828.0,Andorra,239.0
261,2010,January,69.0,Andorra,29.0
262,2010,February,57.0,Andorra,19.0
263,2010,March,63.0,Andorra,19.0
264,2010,April,70.0,Andorra,13.0
265,2010,May,59.0,Andorra,21.0
266,2010,June,90.0,Andorra,14.0
267,2010,July,67.0,Andorra,25.0
268,2010,August,75.0,Andorra,20.0
269,2010,September,67.0,Andorra,17.0
270,2010,October,81.0,Andorra,25.0
271,2010,November,68.0,Andorra,23.0
272,2010,December,62.0,Andorra,14.0
273,2010,Unknown,0.0,Andorra,0.0
274,2013,Total,165.0,Anguilla,72.0
275,2013,January,13.0,Anguilla,7.0
276,2013,February,10.0,Anguilla,3.0
277,2013,March,14.0,Anguilla,7.0
278,2013,April,17.0,Anguilla,5.0
279,2013,May,12.0,Anguilla,5.0
280,2013,June,9.0,Anguilla,9.0
281,2013,July,12.0,Anguilla,1.0
282,2013,August,17.0,Anguilla,3.0
283,2013,September,20.0,Anguilla,12.0
284,2013,October,10.0,Anguilla,7.0
285,2013,November,16.0,Anguilla,2.0
286,2013,December,15.0,Anguilla,7.0
287,2012,Total,192.0,Anguilla,38.0
288,2012,January,15.0,Anguilla,6.0
289,2012,February,14.0,Anguilla,4.0
290,2012,March,12.0,Anguilla,5.0
291,2012,April,19.0,Anguilla,3.0
292,2012,May,13.0,Anguilla,5.0
293,2012,June,10.0,Anguilla,2.0
294,2012,July,14.0,Anguilla,7.0
295,2012,August,16.0,Anguilla,0.0
296,2012,September,27.0,Anguilla,2.0
297,2012,October,18.0,Anguilla,1.0
298,2012,November,19.0,Anguilla,0.0
299,2012,December,15.0,Anguilla,2.0
300,2011,Total,185.0,Anguilla,59.0
301,2011,January,14.0,Anguilla,6.0
302,2011,February,12.0,Anguilla,6.0
303,2011,March,16.0,Anguilla,5.0
304,2011,April,12.0,Anguilla,3.0
305,2011,May,20.0,Anguilla,7.0
306,2011,June,15.0,Anguilla,4.0
307,2011,July,14.0,Anguilla,6.0
308,2011,August,15.0,Anguilla,5.0
309,2011,September,17.0,Anguilla,7.0
310,2011,October,19.0,Anguilla,0.0
311,2011,November,20.0,Anguilla,3.0
312,2011,December,11.0,Anguilla,7.0
313,2017,Total,37700.0,Armenia,27157.0
314,2017,January,3081.0,Armenia,2817.0
315,2017,February,2591.0,Armenia,2442.0
316,2017,March,2864.0,Armenia,2568.0
317,2017,April,2617.0,Armenia,2246.0
318,2017,May,2972.0,Armenia,2323.0
319,2017,June,3046.0,Armenia,2103.0
320,2017,July,3286.0,Armenia,2063.0
321,2017,August,3597.0,Armenia,2174.0
322,2017,September,3602.0,Armenia,1712.0
323,2017,October,3675.0,Armenia,2142.0
324,2017,November,3272.0,Armenia,2263.0
325,2017,December,3097.0,Armenia,2304.0
326,2016,Total,40592.0,Armenia,28226.0
327,2016,January,4009.0,Armenia,3065.0
328,2016,February,2218.0,Armenia,1582.0
329,2016,March,2352.0,Armenia,2258.0
330,2016,April,2344.0,Armenia,1686.0
331,2016,May,2507.0,Armenia,2475.0
332,2016,June,2565.0,Armenia,1952.0
333,2016,July,3007.0,Armenia,2329.0
334,2016,August,4533.0,Armenia,2258.0
335,2016,September,4659.0,Armenia,2049.0
336,2016,October,4421.0,Armenia,2500.0
337,2016,November,4125.0,Armenia,2686.0
338,2016,December,3852.0,Armenia,3386.0
339,2015,January - March,9452.0,Armenia,7708.0
340,2014,Total,43031.0,Armenia,27714.0
341,2014,January,3597.0,Armenia,2885.0
342,2014,February,2842.0,Armenia,2555.0
343,2014,March,3102.0,Armenia,2491.0
344,2014,April,2939.0,Armenia,2374.0
345,2014,May,3380.0,Armenia,2247.0
346,2014,June,3328.0,Armenia,2142.0
347,2014,July,3834.0,Armenia,2194.0
348,2014,August,4148.0,Armenia,2107.0
349,2014,September,4394.0,Armenia,1871.0
350,2014,October,4205.0,Armenia,2185.0
351,2014,November,3642.0,Armenia,2314.0
352,2014,December,3620.0,Armenia,2349.0
353,2013,January - March,9564.0,Armenia,7489.0
354,2012,January - March,9569.0,Armenia,7953.0
355,2019,January,96.0,Aruba,49.0
356,2019,February,74.0,Aruba,55.0
357,2019,March,73.0,Aruba,64.0
358,2019,April,78.0,Aruba,50.0
359,2019,May,70.0,Aruba,55.0
360,2019,June,77.0,Aruba,52.0
361,2018,Total,1028.0,Aruba,717.0
362,2018,January,86.0,Aruba,70.0
363,2018,February,64.0,Aruba,63.0
364,2018,March,88.0,Aruba,60.0
365,2018,April,72.0,Aruba,66.0
366,2018,May,76.0,Aruba,62.0
367,2018,June,82.0,Aruba,49.0
368,2018,July,83.0,Aruba,65.0
369,2018,August,108.0,Aruba,55.0
370,2018,September,99.0,Aruba,46.0
371,2018,October,78.0,Aruba,57.0
372,2018,November,103.0,Aruba,68.0
373,2018,December,89.0,Aruba,56.0
374,2017,Total,1202.0,Aruba,707.0
375,2017,January,72.0,Aruba,66.0
376,2017,February,76.0,Aruba,62.0
377,2017,March,97.0,Aruba,50.0
378,2017,April,99.0,Aruba,58.0
379,2017,May,111.0,Aruba,63.0
380,2017,June,94.0,Aruba,61.0
381,2017,July,75.0,Aruba,58.0
382,2017,August,115.0,Aruba,63.0
383,2017,September,124.0,Aruba,63.0
384,2017,October,105.0,Aruba,56.0
385,2017,November,106.0,Aruba,56.0
386,2017,December,128.0,Aruba,51.0
387,2016,Total,1259.0,Aruba,781.0
388,2016,January,106.0,Aruba,64.0
389,2016,February,124.0,Aruba,64.0
390,2016,March,118.0,Aruba,70.0
391,2016,April,116.0,Aruba,71.0
392,2016,May,109.0,Aruba,80.0
393,2016,June,79.0,Aruba,62.0
394,2016,July,82.0,Aruba,63.0
395,2016,August,93.0,Aruba,62.0
396,2016,September,110.0,Aruba,50.0
397,2016,October,106.0,Aruba,64.0
398,2016,November,114.0,Aruba,61.0
399,2016,December,102.0,Aruba,70.0
400,2015,Total,1244.0,Aruba,679.0
401,2015,January,111.0,Aruba,51.0
402,2015,February,96.0,Aruba,55.0
403,2015,March,108.0,Aruba,57.0
404,2015,April,109.0,Aruba,63.0
405,2015,May,88.0,Aruba,62.0
406,2015,June,82.0,Aruba,47.0
407,2015,July,95.0,Aruba,42.0
408,2015,August,98.0,Aruba,55.0
409,2015,September,110.0,Aruba,53.0
410,2015,October,123.0,Aruba,48.0
411,2015,November,97.0,Aruba,68.0
412,2015,December,127.0,Aruba,78.0
413,2014,Total,1376.0,Aruba,643.0
414,2014,January,119.0,Aruba,45.0
415,2014,February,112.0,Aruba,57.0
416,2014,March,100.0,Aruba,60.0
417,2014,April,130.0,Aruba,33.0
418,2014,May,115.0,Aruba,44.0
419,2014,June,110.0,Aruba,45.0
420,2014,July,98.0,Aruba,50.0
421,2014,August,113.0,Aruba,69.0
422,2014,September,130.0,Aruba,48.0
423,2014,October,107.0,Aruba,54.0
424,2014,November,115.0,Aruba,67.0
425,2014,December,127.0,Aruba,71.0
426,2013,Total,1346.0,Aruba,560.0
427,2013,January,114.0,Aruba,48.0
428,2013,February,106.0,Aruba,59.0
429,2013,March,83.0,Aruba,41.0
430,2013,April,116.0,Aruba,45.0
431,2013,May,95.0,Aruba,57.0
432,2013,June,93.0,Aruba,52.0
433,2013,July,130.0,Aruba,54.0
434,2013,August,102.0,Aruba,43.0
435,2013,September,106.0,Aruba,34.0
436,2013,October,132.0,Aruba,49.0
437,2013,November,116.0,Aruba,37.0
438,2013,December,153.0,Aruba,41.0
439,2012,Total,1288.0,Aruba,595.0
440,2012,January,102.0,Aruba,44.0
441,2012,February,90.0,Aruba,41.0
442,2012,March,86.0,Aruba,39.0
443,2012,April,116.0,Aruba,40.0
444,2012,May,99.0,Aruba,62.0
445,2012,June,90.0,Aruba,63.0
446,2012,July,113.0,Aruba,43.0
447,2012,August,117.0,Aruba,45.0
448,2012,September,115.0,Aruba,52.0
449,2012,October,131.0,Aruba,60.0
450,2012,November,111.0,Aruba,52.0
451,2012,December,117.0,Aruba,54.0
452,2012,Unknown,1.0,Aruba,0.0
453,2011,Total,1092.0,Aruba,633.0
454,2011,January,99.0,Aruba,53.0
455,2011,February,54.0,Aruba,60.0
456,2011,March,91.0,Aruba,61.0
457,2011,April,84.0,Aruba,57.0
458,2011,May,79.0,Aruba,47.0
459,2011,June,90.0,Aruba,55.0
460,2011,July,89.0,Aruba,44.0
461,2011,August,93.0,Aruba,53.0
462,2011,September,114.0,Aruba,58.0
463,2011,October,93.0,Aruba,52.0
464,2011,November,115.0,Aruba,39.0
465,2011,December,91.0,Aruba,54.0
466,2017,Total,255739.0,Australia,152082.0
467,2017,January,24650.0,Australia,12598.0
468,2017,February,22749.0,Australia,11448.0
469,2017,March,25543.0,Australia,12655.0
470,2017,April,23596.0,Australia,12712.0
471,2017,May,24546.0,Australia,13545.0
472,2017,June,23996.0,Australia,13765.0
473,2017,July,23788.0,Australia,15672.0
474,2017,August,24186.0,Australia,16275.0
475,2017,September,22977.0,Australia,15123.0
476,2017,October,21098.0,Australia,13457.0
477,2017,November,15020.0,Australia,11313.0
478,2017,December,3590.0,Australia,3519.0
479,2017,Unknown,0.0,Australia,0.0
480,2016,Total,301846.0,Australia,158429.0
481,2016,January,24896.0,Australia,12344.0
482,2016,February,24910.0,Australia,11422.0
483,2016,March,26738.0,Australia,12324.0
484,2016,April,25323.0,Australia,12363.0
485,2016,May,25700.0,Australia,13150.0
486,2016,June,25445.0,Australia,13638.0
487,2016,July,25211.0,Australia,14655.0
488,2016,August,25382.0,Australia,15022.0
489,2016,September,25603.0,Australia,13974.0
490,2016,October,25035.0,Australia,13944.0
491,2016,November,23783.0,Australia,12936.0
492,2016,December,23820.0,Australia,12657.0
493,2016,Unknown,0.0,Australia,0.0
494,2015,Total,296332.0,Australia,157162.0
495,2015,January,25085.0,Australia,12232.0
496,2015,February,23144.0,Australia,11168.0
497,2015,March,25639.0,Australia,12430.0
498,2015,April,24448.0,Australia,12591.0
499,2015,May,24618.0,Australia,13476.0
500,2015,June,24365.0,Australia,13405.0
501,2015,July,25705.0,Australia,14730.0
502,2015,August,24911.0,Australia,15236.0
503,2015,September,25361.0,Australia,14070.0
504,2015,October,25247.0,Australia,13266.0
505,2015,November,23437.0,Australia,12161.0
506,2015,December,24372.0,Australia,12397.0
507,2015,Unknown,0.0,Australia,0.0
508,2014,Total,301115.0,Australia,153795.0
509,2014,January,24932.0,Australia,12172.0
510,2014,February,24389.0,Australia,10716.0
511,2014,March,25980.0,Australia,11950.0
512,2014,April,25122.0,Australia,12001.0
513,2014,May,25456.0,Australia,13366.0
514,2014,June,24472.0,Australia,13083.0
515,2014,July,25764.0,Australia,14702.0
516,2014,August,24945.0,Australia,14794.0
517,2014,September,25733.0,Australia,13546.0
518,2014,October,26153.0,Australia,13032.0
519,2014,November,23693.0,Australia,12102.0
520,2014,December,24476.0,Australia,12331.0
521,2013,Total,299261.0,Australia,148119.0
522,2013,January,25669.0,Australia,11629.0
523,2013,February,23698.0,Australia,10593.0
524,2013,March,25965.0,Australia,11978.0
525,2013,April,24684.0,Australia,11874.0
526,2013,May,26022.0,Australia,12694.0
527,2013,June,24575.0,Australia,12736.0
528,2013,July,25200.0,Australia,13764.0
529,2013,August,24964.0,Australia,13428.0
530,2013,September,25038.0,Australia,12491.0
531,2013,October,25294.0,Australia,12597.0
532,2013,November,23932.0,Australia,12020.0
533,2013,December,24220.0,Australia,12315.0
534,2012,Total,302785.0,Australia,148824.0
535,2012,January,25321.0,Australia,11539.0
536,2012,February,24192.0,Australia,10731.0
537,2012,March,26004.0,Australia,11803.0
538,2012,April,24625.0,Australia,11639.0
539,2012,May,25943.0,Australia,12699.0
540,2012,June,24789.0,Australia,12935.0
541,2012,July,25456.0,Australia,14730.0
542,2012,August,25935.0,Australia,14458.0
543,2012,September,24974.0,Australia,12956.0
544,2012,October,26363.0,Australia,12402.0
545,2012,November,24836.0,Australia,11484.0
546,2012,December,24347.0,Australia,11448.0
547,2011,Total,294072.0,Australia,146623.0
548,2011,January,24550.0,Australia,11483.0
549,2011,February,23209.0,Australia,10522.0
550,2011,March,26116.0,Australia,11700.0
551,2011,April,24353.0,Australia,11716.0
552,2011,May,25125.0,Australia,12658.0
553,2011,June,24625.0,Australia,12988.0
554,2011,July,24440.0,Australia,13490.0
555,2011,August,24726.0,Australia,13307.0
556,2011,September,24897.0,Australia,12728.0
557,2011,October,24624.0,Australia,12735.0
558,2011,November,23653.0,Australia,11411.0
559,2011,December,23754.0,Australia,11885.0
560,2011,Unknown,0.0,Australia,0.0
561,2010,Total,290670.0,Australia,142630.0
562,2010,January,24343.0,Australia,11385.0
563,2010,February,22922.0,Australia,10148.0
564,2010,March,26155.0,Australia,11156.0
565,2010,April,24129.0,Australia,11044.0
566,2010,May,24865.0,Australia,12301.0
567,2010,June,24485.0,Australia,12349.0
568,2010,July,24799.0,Australia,13365.0
569,2010,August,24424.0,Australia,12807.0
570,2010,September,24551.0,Australia,12267.0
571,2010,October,24308.0,Australia,12412.0
572,2010,November,22725.0,Australia,11694.0
573,2010,December,22964.0,Australia,11702.0
574,2010,Unknown,0.0,Australia,0.0
575,2017,Total,87633.0,Austria,83270.0
576,2017,January,7040.0,Austria,9728.0
577,2017,February,6723.0,Austria,7460.0
578,2017,March,7148.0,Austria,7110.0
579,2017,April,7038.0,Austria,6513.0
580,2017,May,7459.0,Austria,6584.0
581,2017,June,7498.0,Austria,6163.0
582,2017,July,7941.0,Austria,6345.0
583,2017,August,7840.0,Austria,6531.0
584,2017,September,7495.0,Austria,6138.0
585,2017,October,7361.0,Austria,6764.0
586,2017,November,7043.0,Austria,6681.0
587,2017,December,7047.0,Austria,7253.0
588,2016,Total,87675.0,Austria,80669.0
589,2016,January,6980.0,Austria,7189.0
590,2016,February,6596.0,Austria,6816.0
591,2016,March,7128.0,Austria,7059.0
592,2016,April,6772.0,Austria,6541.0
593,2016,May,7265.0,Austria,6636.0
594,2016,June,7414.0,Austria,6066.0
595,2016,July,8006.0,Austria,6258.0
596,2016,August,7891.0,Austria,6298.0
597,2016,September,8039.0,Austria,6132.0
598,2016,October,7465.0,Austria,6929.0
599,2016,November,6946.0,Austria,6718.0
600,2016,December,7173.0,Austria,8027.0
601,2015,Total,84381.0,Austria,83073.0
602,2015,January,6985.0,Austria,8068.0
603,2015,February,6281.0,Austria,7953.0
604,2015,March,6886.0,Austria,7879.0
605,2015,April,6784.0,Austria,6827.0
606,2015,May,7118.0,Austria,6333.0
607,2015,June,7120.0,Austria,6088.0
608,2015,July,7414.0,Austria,6884.0
609,2015,August,7583.0,Austria,6805.0
610,2015,September,7439.0,Austria,6228.0
611,2015,October,7271.0,Austria,6624.0
612,2015,November,6702.0,Austria,6474.0
613,2015,December,6798.0,Austria,6910.0
614,2014,Total,81722.0,Austria,78252.0
615,2014,January,6666.0,Austria,6798.0
616,2014,February,6063.0,Austria,6546.0
617,2014,March,6513.0,Austria,7000.0
618,2014,April,6470.0,Austria,6543.0
619,2014,May,6863.0,Austria,6586.0
620,2014,June,6825.0,Austria,6190.0
621,2014,July,7542.0,Austria,6227.0
622,2014,August,7272.0,Austria,6112.0
623,2014,September,7340.0,Austria,6121.0
624,2014,October,7097.0,Austria,6521.0
625,2014,November,6418.0,Austria,6502.0
626,2014,December,6653.0,Austria,7106.0
627,2013,Total,79330.0,Austria,79526.0
628,2013,January,6629.0,Austria,7254.0
629,2013,February,5845.0,Austria,7019.0
630,2013,March,6474.0,Austria,7454.0
631,2013,April,6010.0,Austria,6739.0
632,2013,May,6615.0,Austria,6329.0
633,2013,June,6499.0,Austria,6312.0
634,2013,July,7197.0,Austria,6447.0
635,2013,August,7020.0,Austria,6425.0
636,2013,September,7173.0,Austria,6050.0
637,2013,October,6989.0,Austria,6476.0
638,2013,November,6382.0,Austria,6269.0
639,2013,December,6497.0,Austria,6752.0
640,2012,Total,78952.0,Austria,79436.0
641,2012,January,6389.0,Austria,6988.0
642,2012,February,6052.0,Austria,7317.0
643,2012,March,6454.0,Austria,7656.0
644,2012,April,6362.0,Austria,6469.0
645,2012,May,6750.0,Austria,6440.0
646,2012,June,6382.0,Austria,6158.0
647,2012,July,7198.0,Austria,6326.0
648,2012,August,7039.0,Austria,6064.0
649,2012,September,6947.0,Austria,6054.0
650,2012,October,6839.0,Austria,6536.0
651,2012,November,6258.0,Austria,6435.0
652,2012,December,6282.0,Austria,6993.0
653,2011,Total,78109.0,Austria,76479.0
654,2011,January,6651.0,Austria,6966.0
655,2011,February,6112.0,Austria,6345.0
656,2011,March,6336.0,Austria,6938.0
657,2011,April,6057.0,Austria,6203.0
658,2011,May,6430.0,Austria,6360.0
659,2011,June,6731.0,Austria,5837.0
660,2011,July,6994.0,Austria,6102.0
661,2011,August,6865.0,Austria,6180.0
662,2011,September,6983.0,Austria,5836.0
663,2011,October,6643.0,Austria,6376.0
664,2011,November,5908.0,Austria,6399.0
665,2011,December,6399.0,Austria,6937.0
666,2010,Total,78742.0,Austria,77199.0
667,2010,January,6414.0,Austria,6937.0
668,2010,February,5972.0,Austria,6340.0
669,2010,March,6484.0,Austria,6910.0
670,2010,April,6211.0,Austria,6163.0
671,2010,May,6585.0,Austria,6305.0
672,2010,June,6545.0,Austria,6115.0
673,2010,July,7067.0,Austria,6528.0
674,2010,August,6896.0,Austria,6122.0
