,country,date,fatal,confirmed,recovered
4162,Spain,2020-05-07,26070,26070,26070
4159,Portugal,2020-05-07,1105,1105,1105
4163,Sweden,2020-05-07,3040,3040,3040
4168,Turkey,2020-05-07,3641,3641,3641
4165,Taiwan*,2020-05-07,6,6,6
4166,Thailand,2020-05-07,55,55,55
4167,Tunisia,2020-05-07,44,44,44
4169,US,2020-05-07,75662,75662,75662
4170,United Arab Emirates,2020-05-07,165,165,165
4171,United Kingdom,2020-05-07,30689,30689,30689
4172,Vietnam,2020-05-07,0,0,0
4155,Netherlands,2020-05-07,5306,5306,5306
4164,Switzerland,2020-05-07,1810,1810,1810
4154,Mexico,2020-05-07,2961,2961,2961
4153,Luxembourg,2020-05-07,100,100,100
4152,"Korea, South",2020-05-07,256,256,256
4135,Austria,2020-05-07,609,609,609
4136,Belgium,2020-05-07,8415,8415,8415
4137,Brazil,2020-05-07,9190,9190,9190
4138,Canada,2020-05-07,4541,4541,4541
4139,China,2020-05-07,4637,4637,4637
4140,Denmark,2020-05-07,514,514,514
4141,Finland,2020-05-07,255,255,255
4142,France,2020-05-07,25990,25990,25990
4134,Australia,2020-05-07,97,97,97
4144,Greece,2020-05-07,148,148,148
4145,Hungary,2020-05-07,383,383,383
4146,India,2020-05-07,1889,1889,1889
4147,Indonesia,2020-05-07,930,930,930
4148,Iran,2020-05-07,6486,6486,6486
4149,Israel,2020-05-07,240,240,240
4150,Italy,2020-05-07,29958,29958,29958
4151,Japan,2020-05-07,577,577,577
4143,Germany,2020-05-07,7392,7392,7392
4200,South Africa,2020-05-08,178,178,178
4199,Russia,2020-05-08,1723,1723,1723
4195,Norway,2020-05-08,218,218,218
4197,Poland,2020-05-08,776,776,776
4196,Philippines,2020-05-08,696,696,696
4201,Spain,2020-05-08,26299,26299,26299
4198,Portugal,2020-05-08,1114,1114,1114
4202,Sweden,2020-05-08,3175,3175,3175
4207,Turkey,2020-05-08,3689,3689,3689
4204,Taiwan*,2020-05-08,6,6,6
4205,Thailand,2020-05-08,55,55,55
4206,Tunisia,2020-05-08,45,45,45
4208,US,2020-05-08,77180,77180,77180
4209,United Arab Emirates,2020-05-08,174,174,174
4210,United Kingdom,2020-05-08,31316,31316,31316
4211,Vietnam,2020-05-08,0,0,0
4194,Netherlands,2020-05-08,5377,5377,5377
4203,Switzerland,2020-05-08,1823,1823,1823
4193,Mexico,2020-05-08,3160,3160,3160
4192,Luxembourg,2020-05-08,100,100,100
4191,"Korea, South",2020-05-08,256,256,256
4174,Austria,2020-05-08,614,614,614
4175,Belgium,2020-05-08,8521,8521,8521
4176,Brazil,2020-05-08,10017,10017,10017
4177,Canada,2020-05-08,4697,4697,4697
4178,China,2020-05-08,4637,4637,4637
4179,Denmark,2020-05-08,522,522,522
4180,Finland,2020-05-08,260,260,260
4181,France,2020-05-08,26233,26233,26233
4173,Australia,2020-05-08,97,97,97
4183,Greece,2020-05-08,150,150,150
4184,Hungary,2020-05-08,392,392,392
4185,India,2020-05-08,1985,1985,1985
4186,Indonesia,2020-05-08,943,943,943
4187,Iran,2020-05-08,6541,6541,6541
4188,Israel,2020-05-08,245,245,245
4189,Italy,2020-05-08,30201,30201,30201
4190,Japan,2020-05-08,590,590,590
4182,Germany,2020-05-08,7510,7510,7510
4239,South Africa,2020-05-09,186,186,186
4238,Russia,2020-05-09,1827,1827,1827
4234,Norway,2020-05-09,219,219,219
4236,Poland,2020-05-09,785,785,785
4235,Philippines,2020-05-09,704,704,704
4240,Spain,2020-05-09,26478,26478,26478
4237,Portugal,2020-05-09,1126,1126,1126
4250,Vietnam,2020-05-09,0,0,0
4245,Tunisia,2020-05-09,45,45,45
4242,Switzerland,2020-05-09,1830,1830,1830
4243,Taiwan*,2020-05-09,6,6,6
4244,Thailand,2020-05-09,56,56,56
4246,Turkey,2020-05-09,3739,3739,3739
4247,US,2020-05-09,78795,78795,78795
4248,United Arab Emirates,2020-05-09,185,185,185
4249,United Kingdom,2020-05-09,31662,31662,31662
4233,Netherlands,2020-05-09,5441,5441,5441
4241,Sweden,2020-05-09,3220,3220,3220
4232,Mexico,2020-05-09,3353,3353,3353
4221,Germany,2020-05-09,7549,7549,7549
4230,"Korea, South",2020-05-09,256,256,256
4212,Australia,2020-05-09,97,97,97
4213,Austria,2020-05-09,615,615,615
4214,Belgium,2020-05-09,8581,8581,8581
4215,Brazil,2020-05-09,10656,10656,10656
4216,Canada,2020-05-09,4823,4823,4823
4217,China,2020-05-09,4637,4637,4637
4218,Denmark,2020-05-09,526,526,526
4219,Finland,2020-05-09,265,265,265
4231,Luxembourg,2020-05-09,101,101,101
4222,Greece,2020-05-09,151,151,151
4223,Hungary,2020-05-09,405,405,405
4224,India,2020-05-09,2101,2101,2101
4225,Indonesia,2020-05-09,959,959,959
4226,Iran,2020-05-09,6589,6589,6589
4227,Israel,2020-05-09,247,247,247
4228,Italy,2020-05-09,30395,30395,30395
4229,Japan,2020-05-09,607,607,607
4220,France,2020-05-09,26313,26313,26313
4278,South Africa,2020-05-10,194,194,194
4277,Russia,2020-05-10,1915,1915,1915
4273,Norway,2020-05-10,219,219,219
4275,Poland,2020-05-10,800,800,800
4274,Philippines,2020-05-10,719,719,719
4279,Spain,2020-05-10,26621,26621,26621
4276,Portugal,2020-05-10,1135,1135,1135
4280,Sweden,2020-05-10,3225,3225,3225
4285,Turkey,2020-05-10,3786,3786,3786
4282,Taiwan*,2020-05-10,6,6,6
4283,Thailand,2020-05-10,56,56,56
4284,Tunisia,2020-05-10,45,45,45
4286,US,2020-05-10,79526,79526,79526
4287,United Arab Emirates,2020-05-10,198,198,198
4288,United Kingdom,2020-05-10,31930,31930,31930
4289,Vietnam,2020-05-10,0,0,0
4272,Netherlands,2020-05-10,5459,5459,5459
4281,Switzerland,2020-05-10,1833,1833,1833
4271,Mexico,2020-05-10,3465,3465,3465
4270,Luxembourg,2020-05-10,101,101,101
4269,"Korea, South",2020-05-10,256,256,256
4252,Austria,2020-05-10,618,618,618
4253,Belgium,2020-05-10,8656,8656,8656
4254,Brazil,2020-05-10,11123,11123,11123
4255,Canada,2020-05-10,4991,4991,4991
4256,China,2020-05-10,4637,4637,4637
4257,Denmark,2020-05-10,529,529,529
4258,Finland,2020-05-10,267,267,267
4259,France,2020-05-10,26383,26383,26383
4251,Australia,2020-05-10,97,97,97
4261,Greece,2020-05-10,151,151,151
4262,Hungary,2020-05-10,413,413,413
4263,India,2020-05-10,2212,2212,2212
4264,Indonesia,2020-05-10,973,973,973
4265,Iran,2020-05-10,6640,6640,6640
4266,Israel,2020-05-10,252,252,252
4267,Italy,2020-05-10,30560,30560,30560
4268,Japan,2020-05-10,624,624,624
4260,Germany,2020-05-10,7569,7569,7569
4317,South Africa,2020-05-11,206,206,206
4316,Russia,2020-05-11,2009,2009,2009
4312,Norway,2020-05-11,224,224,224
4314,Poland,2020-05-11,811,811,811
4313,Philippines,2020-05-11,726,726,726
4318,Spain,2020-05-11,26744,26744,26744
4315,Portugal,2020-05-11,1144,1144,1144
4328,Vietnam,2020-05-11,0,0,0
4323,Tunisia,2020-05-11,45,45,45
4320,Switzerland,2020-05-11,1845,1845,1845
4321,Taiwan*,2020-05-11,7,7,7
4322,Thailand,2020-05-11,56,56,56
4324,Turkey,2020-05-11,3841,3841,3841
4325,US,2020-05-11,80682,80682,80682
4326,United Arab Emirates,2020-05-11,201,201,201
4327,United Kingdom,2020-05-11,32141,32141,32141
4311,Netherlands,2020-05-11,5475,5475,5475
4319,Sweden,2020-05-11,3256,3256,3256
4310,Mexico,2020-05-11,3573,3573,3573
4299,Germany,2020-05-11,7661,7661,7661
4308,"Korea, South",2020-05-11,258,258,258
4290,Australia,2020-05-11,97,97,97
4291,Austria,2020-05-11,620,620,620
4292,Belgium,2020-05-11,8707,8707,8707
4293,Brazil,2020-05-11,11653,11653,11653
4294,Canada,2020-05-11,5115,5115,5115
4309,Luxembourg,2020-05-11,101,101,101
4296,Denmark,2020-05-11,533,533,533
4297,Finland,2020-05-11,271,271,271
4295,China,2020-05-11,4637,4637,4637
4300,Greece,2020-05-11,151,151,151
4301,Hungary,2020-05-11,421,421,421
4302,India,2020-05-11,2294,2294,2294
4303,Indonesia,2020-05-11,991,991,991
4304,Iran,2020-05-11,6685,6685,6685
4305,Israel,2020-05-11,258,258,258
4306,Italy,2020-05-11,30739,30739,30739
4307,Japan,2020-05-11,633,633,633
4298,France,2020-05-11,26646,26646,26646
4350,Netherlands,2020-05-12,5529,5529,5529
4351,Norway,2020-05-12,228,228,228
4352,Philippines,2020-05-12,751,751,751
4353,Poland,2020-05-12,839,839,839
4354,Portugal,2020-05-12,1163,1163,1163
4355,Russia,2020-05-12,2116,2116,2116
4356,South Africa,2020-05-12,206,206,206
4365,United Arab Emirates,2020-05-12,203,203,203
4358,Sweden,2020-05-12,3313,3313,3313
4359,Switzerland,2020-05-12,1867,1867,1867
4360,Taiwan*,2020-05-12,7,7,7
4361,Thailand,2020-05-12,56,56,56
4362,Tunisia,2020-05-12,45,45,45
4363,Turkey,2020-05-12,3894,3894,3894
4364,US,2020-05-12,82356,82356,82356
4349,Mexico,2020-05-12,3926,3926,3926
4357,Spain,2020-05-12,26920,26920,26920
4348,Luxembourg,2020-05-12,102,102,102
4338,Germany,2020-05-12,7738,7738,7738
4346,Japan,2020-05-12,657,657,657
4366,United Kingdom,2020-05-12,32769,32769,32769
4329,Australia,2020-05-12,98,98,98
4330,Austria,2020-05-12,623,623,623
4331,Belgium,2020-05-12,8761,8761,8761
4332,Brazil,2020-05-12,12461,12461,12461
4333,Canada,2020-05-12,5300,5300,5300
4334,China,2020-05-12,4637,4637,4637
4335,Denmark,2020-05-12,527,527,527
4336,Finland,2020-05-12,275,275,275
4337,France,2020-05-12,26994,26994,26994
4339,Greece,2020-05-12,152,152,152
4340,Hungary,2020-05-12,425,425,425
4341,India,2020-05-12,2415,2415,2415
4342,Indonesia,2020-05-12,1007,1007,1007
4343,Iran,2020-05-12,6733,6733,6733
4344,Israel,2020-05-12,260,260,260
4345,Italy,2020-05-12,30911,30911,30911
4347,"Korea, South",2020-05-12,259,259,259
4367,Vietnam,2020-05-12,0,0,0
