,country,date,fatal,confirmed,recovered
2867,Mexico,2020-04-04,79,79,79
2871,Poland,2020-04-04,79,79,79
2866,Luxembourg,2020-04-04,31,31,31
2865,"Korea, South",2020-04-04,177,177,177
2847,Australia,2020-04-04,30,30,30
2848,Austria,2020-04-04,186,186,186
2849,Belgium,2020-04-04,1283,1283,1283
2850,Brazil,2020-04-04,445,445,445
2851,Canada,2020-04-04,218,218,218
2853,Denmark,2020-04-04,161,161,161
2854,Finland,2020-04-04,25,25,25
2855,France,2020-04-04,7574,7574,7574
2852,China,2020-04-04,3330,3330,3330
2857,Greece,2020-04-04,68,68,68
2856,Germany,2020-04-04,1444,1444,1444
2863,Italy,2020-04-04,15362,15362,15362
2862,Israel,2020-04-04,44,44,44
2861,Iran,2020-04-04,3452,3452,3452
2864,Japan,2020-04-04,77,77,77
2859,India,2020-04-04,86,86,86
2858,Hungary,2020-04-04,32,32,32
2860,Indonesia,2020-04-04,191,191,191
2913,South Africa,2020-04-05,11,11,11
2907,Netherlands,2020-04-05,1771,1771,1771
2908,Norway,2020-04-05,71,71,71
2909,Philippines,2020-04-05,152,152,152
2910,Poland,2020-04-05,94,94,94
2911,Portugal,2020-04-05,295,295,295
2912,Russia,2020-04-05,45,45,45
2914,Spain,2020-04-05,12641,12641,12641
2906,Mexico,2020-04-05,94,94,94
2916,Switzerland,2020-04-05,715,715,715
2917,Taiwan*,2020-04-05,5,5,5
2918,Thailand,2020-04-05,23,23,23
2919,Tunisia,2020-04-05,22,22,22
2920,Turkey,2020-04-05,574,574,574
2921,US,2020-04-05,12375,12375,12375
2922,United Arab Emirates,2020-04-05,10,10,10
2923,United Kingdom,2020-04-05,5874,5874,5874
2915,Sweden,2020-04-05,401,401,401
2924,Vietnam,2020-04-05,0,0,0
2905,Luxembourg,2020-04-05,36,36,36
2903,Japan,2020-04-05,77,77,77
2886,Australia,2020-04-05,35,35,35
2887,Austria,2020-04-05,204,204,204
2888,Belgium,2020-04-05,1447,1447,1447
2889,Brazil,2020-04-05,486,486,486
2890,Canada,2020-04-05,259,259,259
2891,China,2020-04-05,3333,3333,3333
2892,Denmark,2020-04-05,179,179,179
2893,Finland,2020-04-05,28,28,28
2904,"Korea, South",2020-04-05,183,183,183
2895,Germany,2020-04-05,1584,1584,1584
2896,Greece,2020-04-05,73,73,73
2897,Hungary,2020-04-05,34,34,34
2898,India,2020-04-05,99,99,99
2899,Indonesia,2020-04-05,198,198,198
2900,Iran,2020-04-05,3603,3603,3603
2901,Israel,2020-04-05,49,49,49
2902,Italy,2020-04-05,15887,15887,15887
2894,France,2020-04-05,8093,8093,8093
2951,Russia,2020-04-06,47,47,47
2950,Portugal,2020-04-06,311,311,311
2946,Netherlands,2020-04-06,1874,1874,1874
2948,Philippines,2020-04-06,163,163,163
2947,Norway,2020-04-06,76,76,76
2952,South Africa,2020-04-06,12,12,12
2949,Poland,2020-04-06,107,107,107
2953,Spain,2020-04-06,13341,13341,13341
2958,Tunisia,2020-04-06,22,22,22
2955,Switzerland,2020-04-06,765,765,765
2956,Taiwan*,2020-04-06,5,5,5
2957,Thailand,2020-04-06,26,26,26
2959,Turkey,2020-04-06,649,649,649
2960,US,2020-04-06,13894,13894,13894
2961,United Arab Emirates,2020-04-06,11,11,11
2962,United Kingdom,2020-04-06,6445,6445,6445
2945,Mexico,2020-04-06,125,125,125
2954,Sweden,2020-04-06,477,477,477
2963,Vietnam,2020-04-06,0,0,0
2944,Luxembourg,2020-04-06,41,41,41
2942,Japan,2020-04-06,85,85,85
2943,"Korea, South",2020-04-06,186,186,186
2925,Australia,2020-04-06,40,40,40
2926,Austria,2020-04-06,220,220,220
2927,Belgium,2020-04-06,1632,1632,1632
2928,Brazil,2020-04-06,564,564,564
2930,China,2020-04-06,3335,3335,3335
2931,Denmark,2020-04-06,187,187,187
2932,Finland,2020-04-06,27,27,27
2929,Canada,2020-04-06,339,339,339
2934,Germany,2020-04-06,1810,1810,1810
2933,France,2020-04-06,8926,8926,8926
2940,Israel,2020-04-06,57,57,57
2939,Iran,2020-04-06,3739,3739,3739
2938,Indonesia,2020-04-06,209,209,209
2941,Italy,2020-04-06,16523,16523,16523
2936,Hungary,2020-04-06,38,38,38
2935,Greece,2020-04-06,79,79,79
2937,India,2020-04-06,136,136,136
2992,Spain,2020-04-07,14045,14045,14045
2986,Norway,2020-04-07,89,89,89
2987,Philippines,2020-04-07,177,177,177
2988,Poland,2020-04-07,129,129,129
2989,Portugal,2020-04-07,345,345,345
2990,Russia,2020-04-07,58,58,58
2991,South Africa,2020-04-07,13,13,13
2993,Sweden,2020-04-07,591,591,591
2985,Netherlands,2020-04-07,2108,2108,2108
2995,Taiwan*,2020-04-07,5,5,5
2996,Thailand,2020-04-07,27,27,27
2997,Tunisia,2020-04-07,23,23,23
2998,Turkey,2020-04-07,725,725,725
2999,US,2020-04-07,16191,16191,16191
3000,United Arab Emirates,2020-04-07,12,12,12
3001,United Kingdom,2020-04-07,7483,7483,7483
3002,Vietnam,2020-04-07,0,0,0
2994,Switzerland,2020-04-07,821,821,821
2984,Mexico,2020-04-07,141,141,141
2983,Luxembourg,2020-04-07,44,44,44
2982,"Korea, South",2020-04-07,192,192,192
2965,Austria,2020-04-07,243,243,243
2966,Belgium,2020-04-07,2035,2035,2035
2967,Brazil,2020-04-07,686,686,686
2968,Canada,2020-04-07,375,375,375
2969,China,2020-04-07,3335,3335,3335
2970,Denmark,2020-04-07,203,203,203
2971,Finland,2020-04-07,34,34,34
2972,France,2020-04-07,10343,10343,10343
2964,Australia,2020-04-07,45,45,45
2974,Greece,2020-04-07,81,81,81
2975,Hungary,2020-04-07,47,47,47
2976,India,2020-04-07,150,150,150
2977,Indonesia,2020-04-07,221,221,221
2978,Iran,2020-04-07,3872,3872,3872
2979,Israel,2020-04-07,65,65,65
2980,Italy,2020-04-07,17127,17127,17127
2981,Japan,2020-04-07,92,92,92
2973,Germany,2020-04-07,2016,2016,2016
3029,Russia,2020-04-08,63,63,63
3028,Portugal,2020-04-08,380,380,380
3024,Netherlands,2020-04-08,2255,2255,2255
3026,Philippines,2020-04-08,182,182,182
3025,Norway,2020-04-08,101,101,101
3030,South Africa,2020-04-08,18,18,18
3027,Poland,2020-04-08,159,159,159
3031,Spain,2020-04-08,14792,14792,14792
3036,Tunisia,2020-04-08,24,24,24
3033,Switzerland,2020-04-08,895,895,895
3034,Taiwan*,2020-04-08,5,5,5
3035,Thailand,2020-04-08,30,30,30
3037,Turkey,2020-04-08,812,812,812
3038,US,2020-04-08,18270,18270,18270
3039,United Arab Emirates,2020-04-08,12,12,12
3040,United Kingdom,2020-04-08,8519,8519,8519
3023,Mexico,2020-04-08,174,174,174
3032,Sweden,2020-04-08,687,687,687
3022,Luxembourg,2020-04-08,46,46,46
3041,Vietnam,2020-04-08,0,0,0
3020,Japan,2020-04-08,93,93,93
3003,Australia,2020-04-08,50,50,50
3004,Austria,2020-04-08,273,273,273
3005,Belgium,2020-04-08,2240,2240,2240
3006,Brazil,2020-04-08,819,819,819
3007,Canada,2020-04-08,407,407,407
3008,China,2020-04-08,3337,3337,3337
3009,Denmark,2020-04-08,218,218,218
3010,Finland,2020-04-08,40,40,40
3021,"Korea, South",2020-04-08,200,200,200
3012,Germany,2020-04-08,2349,2349,2349
3013,Greece,2020-04-08,83,83,83
3014,Hungary,2020-04-08,58,58,58
3015,India,2020-04-08,178,178,178
3016,Indonesia,2020-04-08,240,240,240
3017,Iran,2020-04-08,3993,3993,3993
3018,Israel,2020-04-08,73,73,73
3019,Italy,2020-04-08,17669,17669,17669
3011,France,2020-04-08,10887,10887,10887
3068,Russia,2020-04-09,76,76,76
3067,Portugal,2020-04-09,409,409,409
3063,Netherlands,2020-04-09,2403,2403,2403
3065,Philippines,2020-04-09,203,203,203
3064,Norway,2020-04-09,108,108,108
3069,South Africa,2020-04-09,18,18,18
3066,Poland,2020-04-09,174,174,174
3070,Spain,2020-04-09,15447,15447,15447
3075,Tunisia,2020-04-09,25,25,25
3072,Switzerland,2020-04-09,948,948,948
3073,Taiwan*,2020-04-09,5,5,5
3074,Thailand,2020-04-09,32,32,32
3076,Turkey,2020-04-09,908,908,908
3077,US,2020-04-09,20255,20255,20255
3078,United Arab Emirates,2020-04-09,14,14,14
3079,United Kingdom,2020-04-09,9623,9623,9623
3062,Mexico,2020-04-09,194,194,194
3071,Sweden,2020-04-09,793,793,793
3080,Vietnam,2020-04-09,0,0,0
3061,Luxembourg,2020-04-09,52,52,52
3059,Japan,2020-04-09,94,94,94
3060,"Korea, South",2020-04-09,204,204,204
3042,Australia,2020-04-09,51,51,51
3043,Austria,2020-04-09,295,295,295
3044,Belgium,2020-04-09,2523,2523,2523
3045,Brazil,2020-04-09,950,950,950
3047,China,2020-04-09,3339,3339,3339
3048,Denmark,2020-04-09,237,237,237
3049,Finland,2020-04-09,42,42,42
3046,Canada,2020-04-09,503,503,503
3051,Germany,2020-04-09,2607,2607,2607
3050,France,2020-04-09,12228,12228,12228
3057,Israel,2020-04-09,86,86,86
3056,Iran,2020-04-09,4110,4110,4110
3055,Indonesia,2020-04-09,280,280,280
3058,Italy,2020-04-09,18279,18279,18279
3053,Hungary,2020-04-09,66,66,66
3052,Greece,2020-04-09,87,87,87
3054,India,2020-04-09,226,226,226
3108,South Africa,2020-04-10,24,24,24
3102,Netherlands,2020-04-10,2520,2520,2520
3103,Norway,2020-04-10,113,113,113
3104,Philippines,2020-04-10,221,221,221
3105,Poland,2020-04-10,181,181,181
3106,Portugal,2020-04-10,435,435,435
3107,Russia,2020-04-10,94,94,94
3109,Spain,2020-04-10,16081,16081,16081
3101,Mexico,2020-04-10,233,233,233
3111,Switzerland,2020-04-10,1002,1002,1002
3112,Taiwan*,2020-04-10,6,6,6
3113,Thailand,2020-04-10,33,33,33
3114,Tunisia,2020-04-10,25,25,25
3115,Turkey,2020-04-10,1006,1006,1006
3116,US,2020-04-10,22333,22333,22333
3117,United Arab Emirates,2020-04-10,16,16,16
3118,United Kingdom,2020-04-10,10776,10776,10776
3110,Sweden,2020-04-10,870,870,870
3100,Luxembourg,2020-04-10,54,54,54
3119,Vietnam,2020-04-10,0,0,0
3098,Japan,2020-04-10,99,99,99
3081,Australia,2020-04-10,54,54,54
3082,Austria,2020-04-10,319,319,319
3083,Belgium,2020-04-10,3019,3019,3019
3084,Brazil,2020-04-10,1057,1057,1057
3085,Canada,2020-04-10,557,557,557
3086,China,2020-04-10,3340,3340,3340
3087,Denmark,2020-04-10,247,247,247
3088,Finland,2020-04-10,48,48,48
3099,"Korea, South",2020-04-10,208,208,208
3090,Germany,2020-04-10,2767,2767,2767
3091,Greece,2020-04-10,92,92,92
3092,Hungary,2020-04-10,77,77,77
3093,India,2020-04-10,246,246,246
3094,Indonesia,2020-04-10,306,306,306
3095,Iran,2020-04-10,4232,4232,4232
3096,Israel,2020-04-10,95,95,95
3097,Italy,2020-04-10,18849,18849,18849
3089,France,2020-04-10,13215,13215,13215
3142,Norway,2020-04-11,119,119,119
3143,Philippines,2020-04-11,247,247,247
3145,Portugal,2020-04-11,470,470,470
3146,Russia,2020-04-11,106,106,106
3147,South Africa,2020-04-11,25,25,25
3148,Spain,2020-04-11,16606,16606,16606
3149,Sweden,2020-04-11,887,887,887
3153,Tunisia,2020-04-11,28,28,28
3151,Taiwan*,2020-04-11,6,6,6
3152,Thailand,2020-04-11,35,35,35
3141,Netherlands,2020-04-11,2653,2653,2653
3154,Turkey,2020-04-11,1101,1101,1101
3155,US,2020-04-11,24342,24342,24342
3156,United Arab Emirates,2020-04-11,20,20,20
3157,United Kingdom,2020-04-11,11616,11616,11616
3158,Vietnam,2020-04-11,0,0,0
3150,Switzerland,2020-04-11,1036,1036,1036
3140,Mexico,2020-04-11,273,273,273
3144,Poland,2020-04-11,208,208,208
3139,Luxembourg,2020-04-11,62,62,62
3138,"Korea, South",2020-04-11,211,211,211
3120,Australia,2020-04-11,57,57,57
3121,Austria,2020-04-11,337,337,337
3122,Belgium,2020-04-11,3346,3346,3346
3123,Brazil,2020-04-11,1124,1124,1124
3124,Canada,2020-04-11,654,654,654
3126,Denmark,2020-04-11,260,260,260
3127,Finland,2020-04-11,49,49,49
3128,France,2020-04-11,13851,13851,13851
3125,China,2020-04-11,3343,3343,3343
3130,Greece,2020-04-11,93,93,93
3129,Germany,2020-04-11,2736,2736,2736
3136,Italy,2020-04-11,19468,19468,19468
3135,Israel,2020-04-11,101,101,101
3134,Iran,2020-04-11,4357,4357,4357
3137,Japan,2020-04-11,99,99,99
3132,India,2020-04-11,288,288,288
3131,Hungary,2020-04-11,85,85,85
3133,Indonesia,2020-04-11,327,327,327
3186,South Africa,2020-04-12,25,25,25
3180,Netherlands,2020-04-12,2747,2747,2747
3181,Norway,2020-04-12,128,128,128
3182,Philippines,2020-04-12,297,297,297
3183,Poland,2020-04-12,232,232,232
3184,Portugal,2020-04-12,504,504,504
3185,Russia,2020-04-12,130,130,130
3187,Spain,2020-04-12,17209,17209,17209
3179,Mexico,2020-04-12,296,296,296
3189,Switzerland,2020-04-12,1106,1106,1106
3190,Taiwan*,2020-04-12,6,6,6
3191,Thailand,2020-04-12,38,38,38
3192,Tunisia,2020-04-12,31,31,31
3193,Turkey,2020-04-12,1198,1198,1198
3194,US,2020-04-12,26086,26086,26086
3195,United Arab Emirates,2020-04-12,22,22,22
3196,United Kingdom,2020-04-12,12302,12302,12302
3188,Sweden,2020-04-12,899,899,899
3197,Vietnam,2020-04-12,0,0,0
3178,Luxembourg,2020-04-12,66,66,66
3176,Japan,2020-04-12,108,108,108
3159,Australia,2020-04-12,60,60,60
3160,Austria,2020-04-12,350,350,350
3161,Belgium,2020-04-12,3600,3600,3600
3162,Brazil,2020-04-12,1223,1223,1223
3163,Canada,2020-04-12,714,714,714
3164,China,2020-04-12,3343,3343,3343
3165,Denmark,2020-04-12,273,273,273
3166,Finland,2020-04-12,56,56,56
3177,"Korea, South",2020-04-12,214,214,214
3168,Germany,2020-04-12,3022,3022,3022
3169,Greece,2020-04-12,98,98,98
3170,Hungary,2020-04-12,99,99,99
3171,India,2020-04-12,331,331,331
3172,Indonesia,2020-04-12,373,373,373
3173,Iran,2020-04-12,4474,4474,4474
3174,Israel,2020-04-12,103,103,103
3175,Italy,2020-04-12,19899,19899,19899
3167,France,2020-04-12,14412,14412,14412
3224,Russia,2020-04-13,148,148,148
3223,Portugal,2020-04-13,535,535,535
3219,Netherlands,2020-04-13,2833,2833,2833
3221,Philippines,2020-04-13,315,315,315
3220,Norway,2020-04-13,134,134,134
3225,South Africa,2020-04-13,27,27,27
3222,Poland,2020-04-13,245,245,245
3226,Spain,2020-04-13,17756,17756,17756
3231,Tunisia,2020-04-13,34,34,34
3228,Switzerland,2020-04-13,1138,1138,1138
3229,Taiwan*,2020-04-13,6,6,6
3230,Thailand,2020-04-13,40,40,40
3232,Turkey,2020-04-13,1296,1296,1296
3233,US,2020-04-13,27870,27870,27870
3234,United Arab Emirates,2020-04-13,25,25,25
3235,United Kingdom,2020-04-13,13047,13047,13047
3218,Mexico,2020-04-13,332,332,332
3227,Sweden,2020-04-13,919,919,919
3236,Vietnam,2020-04-13,0,0,0
3217,Luxembourg,2020-04-13,69,69,69
3215,Japan,2020-04-13,123,123,123
3216,"Korea, South",2020-04-13,217,217,217
3198,Australia,2020-04-13,61,61,61
3199,Austria,2020-04-13,368,368,368
3200,Belgium,2020-04-13,3903,3903,3903
3201,Brazil,2020-04-13,1328,1328,1328
3203,China,2020-04-13,3345,3345,3345
3204,Denmark,2020-04-13,285,285,285
3205,Finland,2020-04-13,59,59,59
3202,Canada,2020-04-13,781,781,781
3207,Germany,2020-04-13,3194,3194,3194
3206,France,2020-04-13,14986,14986,14986
3213,Israel,2020-04-13,116,116,116
3212,Iran,2020-04-13,4585,4585,4585
3211,Indonesia,2020-04-13,399,399,399
3214,Italy,2020-04-13,20465,20465,20465
3209,Hungary,2020-04-13,109,109,109
3208,Greece,2020-04-13,99,99,99
3210,India,2020-04-13,358,358,358
3264,South Africa,2020-04-14,27,27,27
3258,Netherlands,2020-04-14,2955,2955,2955
3259,Norway,2020-04-14,139,139,139
3260,Philippines,2020-04-14,335,335,335
3261,Poland,2020-04-14,263,263,263
3262,Portugal,2020-04-14,567,567,567
3263,Russia,2020-04-14,170,170,170
3265,Spain,2020-04-14,18056,18056,18056
3257,Mexico,2020-04-14,406,406,406
3267,Switzerland,2020-04-14,1174,1174,1174
3268,Taiwan*,2020-04-14,6,6,6
3269,Thailand,2020-04-14,41,41,41
3270,Tunisia,2020-04-14,34,34,34
3271,Turkey,2020-04-14,1403,1403,1403
3272,US,2020-04-14,30262,30262,30262
3273,United Arab Emirates,2020-04-14,28,28,28
3274,United Kingdom,2020-04-14,14095,14095,14095
3275,Vietnam,2020-04-14,0,0,0
3256,Luxembourg,2020-04-14,67,67,67
3266,Sweden,2020-04-14,1033,1033,1033
3254,Japan,2020-04-14,143,143,143
3237,Australia,2020-04-14,62,62,62
3238,Austria,2020-04-14,384,384,384
3239,Belgium,2020-04-14,4157,4157,4157
3240,Brazil,2020-04-14,1532,1532,1532
3241,Canada,2020-04-14,901,901,901
3242,China,2020-04-14,3345,3345,3345
3243,Denmark,2020-04-14,299,299,299
3244,Finland,2020-04-14,64,64,64
3255,"Korea, South",2020-04-14,222,222,222
3246,Germany,2020-04-14,3294,3294,3294
3247,Greece,2020-04-14,101,101,101
3248,Hungary,2020-04-14,122,122,122
3249,India,2020-04-14,393,393,393
3250,Indonesia,2020-04-14,459,459,459
3251,Iran,2020-04-14,4683,4683,4683
3252,Israel,2020-04-14,123,123,123
3253,Italy,2020-04-14,21067,21067,21067
3245,France,2020-04-14,15731,15731,15731
3302,Russia,2020-04-15,198,198,198
3301,Portugal,2020-04-15,599,599,599
3297,Netherlands,2020-04-15,3145,3145,3145
3299,Philippines,2020-04-15,349,349,349
3298,Norway,2020-04-15,150,150,150
3303,South Africa,2020-04-15,34,34,34
3300,Poland,2020-04-15,286,286,286
3304,Spain,2020-04-15,18708,18708,18708
3309,Tunisia,2020-04-15,35,35,35
3306,Switzerland,2020-04-15,1239,1239,1239
3307,Taiwan*,2020-04-15,6,6,6
3308,Thailand,2020-04-15,43,43,43
3310,Turkey,2020-04-15,1518,1518,1518
3311,US,2020-04-15,32734,32734,32734
3312,United Arab Emirates,2020-04-15,33,33,33
3313,United Kingdom,2020-04-15,14941,14941,14941
3296,Mexico,2020-04-15,449,449,449
3305,Sweden,2020-04-15,1203,1203,1203
3295,Luxembourg,2020-04-15,69,69,69
3314,Vietnam,2020-04-15,0,0,0
3293,Japan,2020-04-15,146,146,146
3276,Australia,2020-04-15,63,63,63
3277,Austria,2020-04-15,393,393,393
3278,Belgium,2020-04-15,4440,4440,4440
3279,Brazil,2020-04-15,1736,1736,1736
3280,Canada,2020-04-15,1008,1008,1008
3281,China,2020-04-15,3346,3346,3346
3282,Denmark,2020-04-15,309,309,309
3283,Finland,2020-04-15,72,72,72
3294,"Korea, South",2020-04-15,225,225,225
3285,Germany,2020-04-15,3804,3804,3804
3286,Greece,2020-04-15,102,102,102
3287,Hungary,2020-04-15,134,134,134
3288,India,2020-04-15,405,405,405
3289,Indonesia,2020-04-15,469,469,469
3290,Iran,2020-04-15,4777,4777,4777
3291,Israel,2020-04-15,130,130,130
3292,Italy,2020-04-15,21645,21645,21645
3284,France,2020-04-15,17169,17169,17169
3341,Russia,2020-04-16,232,232,232
3340,Portugal,2020-04-16,629,629,629
3336,Netherlands,2020-04-16,3327,3327,3327
3338,Philippines,2020-04-16,362,362,362
3337,Norway,2020-04-16,152,152,152
3342,South Africa,2020-04-16,48,48,48
3339,Poland,2020-04-16,314,314,314
3343,Spain,2020-04-16,19315,19315,19315
3348,Tunisia,2020-04-16,37,37,37
3345,Switzerland,2020-04-16,1281,1281,1281
3346,Taiwan*,2020-04-16,6,6,6
3347,Thailand,2020-04-16,46,46,46
3349,Turkey,2020-04-16,1643,1643,1643
3350,US,2020-04-16,34827,34827,34827
3351,United Arab Emirates,2020-04-16,35,35,35
3352,United Kingdom,2020-04-16,15974,15974,15974
3335,Mexico,2020-04-16,486,486,486
3344,Sweden,2020-04-16,1333,1333,1333
3353,Vietnam,2020-04-16,0,0,0
3334,Luxembourg,2020-04-16,69,69,69
3332,Japan,2020-04-16,178,178,178
3333,"Korea, South",2020-04-16,229,229,229
3315,Australia,2020-04-16,63,63,63
3316,Austria,2020-04-16,410,410,410
3317,Belgium,2020-04-16,4857,4857,4857
3318,Brazil,2020-04-16,1924,1924,1924
3320,China,2020-04-16,3346,3346,3346
3321,Denmark,2020-04-16,321,321,321
3322,Finland,2020-04-16,75,75,75
3319,Canada,2020-04-16,1259,1259,1259
3324,Germany,2020-04-16,4052,4052,4052
3323,France,2020-04-16,17922,17922,17922
3330,Israel,2020-04-16,142,142,142
3329,Iran,2020-04-16,4869,4869,4869
3328,Indonesia,2020-04-16,496,496,496
3331,Italy,2020-04-16,22170,22170,22170
3326,Hungary,2020-04-16,142,142,142
3325,Greece,2020-04-16,105,105,105
3327,India,2020-04-16,448,448,448
3381,South Africa,2020-04-17,50,50,50
3375,Netherlands,2020-04-17,3471,3471,3471
3376,Norway,2020-04-17,161,161,161
3377,Philippines,2020-04-17,387,387,387
3378,Poland,2020-04-17,332,332,332
3379,Portugal,2020-04-17,657,657,657
3380,Russia,2020-04-17,273,273,273
3382,Spain,2020-04-17,20002,20002,20002
3374,Mexico,2020-04-17,546,546,546
3384,Switzerland,2020-04-17,1327,1327,1327
3385,Taiwan*,2020-04-17,6,6,6
3386,Thailand,2020-04-17,47,47,47
3387,Tunisia,2020-04-17,37,37,37
3388,Turkey,2020-04-17,1769,1769,1769
3389,US,2020-04-17,37411,37411,37411
3390,United Arab Emirates,2020-04-17,37,37,37
3391,United Kingdom,2020-04-17,16910,16910,16910
3383,Sweden,2020-04-17,1400,1400,1400
3373,Luxembourg,2020-04-17,72,72,72
3392,Vietnam,2020-04-17,0,0,0
3371,Japan,2020-04-17,190,190,190
3354,Australia,2020-04-17,66,66,66
3355,Austria,2020-04-17,431,431,431
3356,Belgium,2020-04-17,5163,5163,5163
3357,Brazil,2020-04-17,2141,2141,2141
3358,Canada,2020-04-17,1356,1356,1356
3359,China,2020-04-17,4636,4636,4636
3360,Denmark,2020-04-17,336,336,336
3361,Finland,2020-04-17,82,82,82
3372,"Korea, South",2020-04-17,230,230,230
3363,Germany,2020-04-17,4352,4352,4352
3364,Greece,2020-04-17,108,108,108
3365,Hungary,2020-04-17,156,156,156
3366,India,2020-04-17,486,486,486
3367,Indonesia,2020-04-17,520,520,520
3368,Iran,2020-04-17,4958,4958,4958
3369,Israel,2020-04-17,151,151,151
3370,Italy,2020-04-17,22745,22745,22745
3362,France,2020-04-17,18683,18683,18683
3415,Norway,2020-04-18,164,164,164
3416,Philippines,2020-04-18,397,397,397
3418,Portugal,2020-04-18,687,687,687
3419,Russia,2020-04-18,313,313,313
3420,South Africa,2020-04-18,52,52,52
3421,Spain,2020-04-18,20043,20043,20043
3422,Sweden,2020-04-18,1511,1511,1511
3426,Tunisia,2020-04-18,37,37,37
3424,Taiwan*,2020-04-18,6,6,6
3425,Thailand,2020-04-18,47,47,47
3414,Netherlands,2020-04-18,3613,3613,3613
3427,Turkey,2020-04-18,1890,1890,1890
3428,US,2020-04-18,39753,39753,39753
3429,United Arab Emirates,2020-04-18,37,37,37
3430,United Kingdom,2020-04-18,18028,18028,18028
3431,Vietnam,2020-04-18,0,0,0
3423,Switzerland,2020-04-18,1368,1368,1368
3413,Mexico,2020-04-18,650,650,650
3417,Poland,2020-04-18,347,347,347
3412,Luxembourg,2020-04-18,72,72,72
3411,"Korea, South",2020-04-18,232,232,232
3393,Australia,2020-04-18,67,67,67
3394,Austria,2020-04-18,443,443,443
3395,Belgium,2020-04-18,5453,5453,5453
3396,Brazil,2020-04-18,2354,2354,2354
3397,Canada,2020-04-18,1401,1401,1401
3399,Denmark,2020-04-18,346,346,346
3400,Finland,2020-04-18,90,90,90
3401,France,2020-04-18,19325,19325,19325
3398,China,2020-04-18,4636,4636,4636
3403,Greece,2020-04-18,110,110,110
3402,Germany,2020-04-18,4459,4459,4459
3409,Italy,2020-04-18,23227,23227,23227
3408,Israel,2020-04-18,164,164,164
3407,Iran,2020-04-18,5031,5031,5031
3410,Japan,2020-04-18,222,222,222
3405,India,2020-04-18,521,521,521
3404,Hungary,2020-04-18,172,172,172
3406,Indonesia,2020-04-18,535,535,535
3459,South Africa,2020-04-19,54,54,54
3453,Netherlands,2020-04-19,3697,3697,3697
3454,Norway,2020-04-19,165,165,165
3455,Philippines,2020-04-19,409,409,409
3456,Poland,2020-04-19,360,360,360
3457,Portugal,2020-04-19,714,714,714
3458,Russia,2020-04-19,361,361,361
3460,Spain,2020-04-19,20453,20453,20453
3452,Mexico,2020-04-19,686,686,686
3462,Switzerland,2020-04-19,1393,1393,1393
3463,Taiwan*,2020-04-19,6,6,6
3464,Thailand,2020-04-19,47,47,47
3465,Tunisia,2020-04-19,38,38,38
3466,Turkey,2020-04-19,2017,2017,2017
3467,US,2020-04-19,40945,40945,40945
3468,United Arab Emirates,2020-04-19,41,41,41
3469,United Kingdom,2020-04-19,18527,18527,18527
3461,Sweden,2020-04-19,1540,1540,1540
3470,Vietnam,2020-04-19,0,0,0
3451,Luxembourg,2020-04-19,73,73,73
3449,Japan,2020-04-19,236,236,236
3432,Australia,2020-04-19,67,67,67
3433,Austria,2020-04-19,452,452,452
3434,Belgium,2020-04-19,5683,5683,5683
3435,Brazil,2020-04-19,2462,2462,2462
3436,Canada,2020-04-19,1565,1565,1565
3437,China,2020-04-19,4636,4636,4636
3438,Denmark,2020-04-19,355,355,355
3439,Finland,2020-04-19,94,94,94
3450,"Korea, South",2020-04-19,234,234,234
3441,Germany,2020-04-19,4586,4586,4586
3442,Greece,2020-04-19,113,113,113
3443,Hungary,2020-04-19,189,189,189
3444,India,2020-04-19,559,559,559
3445,Indonesia,2020-04-19,582,582,582
3446,Iran,2020-04-19,5118,5118,5118
3447,Israel,2020-04-19,172,172,172
3448,Italy,2020-04-19,23660,23660,23660
3440,France,2020-04-19,19720,19720,19720
3497,Russia,2020-04-20,405,405,405
3496,Portugal,2020-04-20,735,735,735
3492,Netherlands,2020-04-20,3764,3764,3764
3494,Philippines,2020-04-20,428,428,428
3493,Norway,2020-04-20,181,181,181
3498,South Africa,2020-04-20,58,58,58
3495,Poland,2020-04-20,380,380,380
3499,Spain,2020-04-20,20852,20852,20852
3504,Tunisia,2020-04-20,38,38,38
3501,Switzerland,2020-04-20,1429,1429,1429
3502,Taiwan*,2020-04-20,6,6,6
3503,Thailand,2020-04-20,47,47,47
3505,Turkey,2020-04-20,2140,2140,2140
3506,US,2020-04-20,42659,42659,42659
3507,United Arab Emirates,2020-04-20,43,43,43
3508,United Kingdom,2020-04-20,19092,19092,19092
3491,Mexico,2020-04-20,712,712,712
3500,Sweden,2020-04-20,1580,1580,1580
3509,Vietnam,2020-04-20,0,0,0
3490,Luxembourg,2020-04-20,75,75,75
3488,Japan,2020-04-20,236,236,236
3489,"Korea, South",2020-04-20,236,236,236
3471,Australia,2020-04-20,67,67,67
3472,Austria,2020-04-20,470,470,470
3473,Belgium,2020-04-20,5828,5828,5828
3474,Brazil,2020-04-20,2587,2587,2587
3476,China,2020-04-20,4636,4636,4636
3477,Denmark,2020-04-20,364,364,364
3478,Finland,2020-04-20,98,98,98
3475,Canada,2020-04-20,1727,1727,1727
3480,Germany,2020-04-20,4862,4862,4862
3479,France,2020-04-20,20267,20267,20267
3486,Israel,2020-04-20,177,177,177
3485,Iran,2020-04-20,5209,5209,5209
3484,Indonesia,2020-04-20,590,590,590
